ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,carrier_type_source_field,Carrier Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.id_mat,mpm_place_holder,Plaatsingsnummer,adm.uuid_mat,adm.acquiredVia,adm.isadPartOf,Source Note,Volgnummer,Warehouse Location (begin),Source Note Type,Source Note Language,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Widget,Production Actor Identifier,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Object Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
a8016d49-16c9-536d-bfec-3b6febeb82db,tg:lhps:16073_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhps:16073_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/a8016d49-16c9-536d-bfec-3b6febeb82db,object identifier,,,,,,,,,,,
a8016d49-16c9-536d-bfec-3b6febeb82db,tg:lhps:16073_#1,e22_AcquisitionNumbers,1,,,,215899,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a8016d49-16c9-536d-bfec-3b6febeb82db,tg:lhps:16073_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatps,73 x 55,,,,,,,,,,,,"73 x 55 - height, width, kenmerken.lhformatps",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a8016d49-16c9-536d-bfec-3b6febeb82db,tg:lhps:16073_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,,730,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a8016d49-16c9-536d-bfec-3b6febeb82db,tg:lhps:16073_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,,550,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a8016d49-16c9-536d-bfec-3b6febeb82db,tg:lhps:16073_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,lhps,tg:lhps:16073_#1,215899,B 1342 / A,a8016d49-16c9-536d-bfec-3b6febeb82db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a8016d49-16c9-536d-bfec-3b6febeb82db,tg:lhps:16073_#1,e22_ObjectTypes,1,,,,,,default_object_type,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posters,,,,,,,,,,
a8016d49-16c9-536d-bfec-3b6febeb82db,tg:lhps:16073_#1,e22_ProductionActors,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ddfc61fd-1851-5293-b6d4-1e79c41d7deb,au::23103,dr,printers (people),,,,,,,,,,,,,,,,,,
a8016d49-16c9-536d-bfec-3b6febeb82db,tg:lhps:16073_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1969.0,permission required,,,,,,,,
a8016d49-16c9-536d-bfec-3b6febeb82db,tg:lhps:16073_#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,V26wWQJcObUEZVMDbBJYP7IO,lhps,https://dams.antwerpen.be/iiif/V26wWQJcObUEZVMDbBJYP7IO/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/V26wWQJcObUEZVMDbBJYP7IO,DAMS Image,lhps,Affiche
