ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,carrier_type_source_field,Carrier Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.id_mat,mpm_place_holder,Plaatsingsnummer,adm.uuid_mat,adm.acquiredVia,adm.isadPartOf,Source Note,Volgnummer,Warehouse Location (begin),Source Note Type,Source Note Language,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Widget,Production Actor Identifier,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Object Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
f834acfb-da28-5599-92e3-92a4dcdb9bc1,tg:lhps:61773_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhps:61773_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/f834acfb-da28-5599-92e3-92a4dcdb9bc1,object identifier,,,,,,,,,,,
f834acfb-da28-5599-92e3-92a4dcdb9bc1,tg:lhps:61773_#1,e22_AcquisitionNumbers,1,,,,225267/531,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f834acfb-da28-5599-92e3-92a4dcdb9bc1,tg:lhps:61773_#1,e22_Acquisitions,1,tr:lh:9936,"dlod={""name"":""Affichecollectie van het Nationaal Scheepvaartmuseum"",""ark"":""ark:/24970/x0/e4a8f85f-70c6-5282-9c31-c5c7ce52c2ca"",""uri"":""/repositories/11/accessions/1063155"",""id"":""tr:lh:9936"",""date"":""2009-04-30"",""granter"":""Nationaal Scheepvaartmuseum"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/e4a8f85f-70c6-5282-9c31-c5c7ce52c2ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f834acfb-da28-5599-92e3-92a4dcdb9bc1,tg:lhps:61773_#1,e22_Archives,1,,,,,,,,,,,isad:lh:92208,"dlod={""name"":""Affiches (verzameling)"",""ark"":""ark:/24970/x0/0d66dc8b-f5e3-583f-b139-a408e379cb4c"",""uri"":""/repositories/11/archival_objects/9866259"",""id"":""isad:lh:92208"",""nameWithContext"":[""Verzamelingen"",""Affiches""],""resourceName"":""Affichecollectie van Nationaal Scheepvaartmuseum"",""resourceArk"":""ark:/24970/x0/3e2fb3b8-5a06-5c80-9c3e-215e1887bbbf"",""resourceURI"":""/repositories/11/resources/9865938"",""resourceID"":""isad:lh:92205"",""capacity"":""Affiches (verzameling)"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/0d66dc8b-f5e3-583f-b139-a408e379cb4c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f834acfb-da28-5599-92e3-92a4dcdb9bc1,tg:lhps:61773_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatps,36 x 35,,,,,,,,,,,,"36 x 35 - height, width, kenmerken.lhformatps",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f834acfb-da28-5599-92e3-92a4dcdb9bc1,tg:lhps:61773_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,,360,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f834acfb-da28-5599-92e3-92a4dcdb9bc1,tg:lhps:61773_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,,350,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f834acfb-da28-5599-92e3-92a4dcdb9bc1,tg:lhps:61773_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,lhps,tg:lhps:61773_#1,225267/531,S 282 / A (CS 467),f834acfb-da28-5599-92e3-92a4dcdb9bc1,tr:lh:9936,isad:lh:92208,,,,,,,,,,,,,,,,,,,,,,,,,,,
f834acfb-da28-5599-92e3-92a4dcdb9bc1,tg:lhps:61773_#1,e22_ObjectTypes,1,,,,,,default_object_type,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posters,,,,,,,,,,
f834acfb-da28-5599-92e3-92a4dcdb9bc1,tg:lhps:61773_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1982.0,permission required,,,,,,,,
f834acfb-da28-5599-92e3-92a4dcdb9bc1,tg:lhps:61773_#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zOSYJNlmAJQVbReESKYip5gj,lhps,https://dams.antwerpen.be/iiif/zOSYJNlmAJQVbReESKYip5gj/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/zOSYJNlmAJQVbReESKYip5gj,DAMS Image,lhps,Affiche
