ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,carrier_type_source_field,Carrier Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.id_mat,mpm_place_holder,Plaatsingsnummer,adm.uuid_mat,adm.acquiredVia,adm.isadPartOf,Source Note,Volgnummer,Warehouse Location (begin),Source Note Type,Source Note Language,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Widget,Production Actor Identifier,Keeper,Object Number,Object Identifier,Object Type,source_date,Restriction Type
5cc3d9ec-5ce6-5b06-a4f1-de456df2e3e6,tg:lhps:9306_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhps:9306_#1,https://data.letterenhuis.be/ark:/24970/5cc3d9ec-5ce6-5b06-a4f1-de456df2e3e6,,,
5cc3d9ec-5ce6-5b06-a4f1-de456df2e3e6,tg:lhps:9306_#1,e22_AcquisitionNumbers,1,,,,184319,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5cc3d9ec-5ce6-5b06-a4f1-de456df2e3e6,tg:lhps:9306_#1,e22_Acquisitions,1,tr:lh:7316,"dlod={""name"":""Oningeschreven gevonden in 1996"",""ark"":""ark:/24970/x0/8c9efdfb-37a8-506c-9aca-a6a774a10a4d"",""uri"":""/repositories/11/accessions/782815"",""id"":""tr:lh:7316"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/8c9efdfb-37a8-506c-9aca-a6a774a10a4d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5cc3d9ec-5ce6-5b06-a4f1-de456df2e3e6,tg:lhps:9306_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatps,70 x 43,,,,,,,,,,,,"70 x 43 - height, width, kenmerken.lhformatps",,,,,,,,,,,,,,,,,,,,,,,,
5cc3d9ec-5ce6-5b06-a4f1-de456df2e3e6,tg:lhps:9306_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,,700,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,
5cc3d9ec-5ce6-5b06-a4f1-de456df2e3e6,tg:lhps:9306_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,,430,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,
5cc3d9ec-5ce6-5b06-a4f1-de456df2e3e6,tg:lhps:9306_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,lhps,tg:lhps:9306_#1,184319,S 4685 / A,5cc3d9ec-5ce6-5b06-a4f1-de456df2e3e6,tr:lh:7316,,,,,,,,,,,,,,,,,,
5cc3d9ec-5ce6-5b06-a4f1-de456df2e3e6,tg:lhps:9306_#1,e22_ObjectTypes,1,,,,,,default_object_type,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posters,,
5cc3d9ec-5ce6-5b06-a4f1-de456df2e3e6,tg:lhps:9306_#1,e22_ProductionActors,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86a6ec71-6014-5000-a76d-34723b273fe4,au::6501,dr,printers (people),,,,,,,,
5cc3d9ec-5ce6-5b06-a4f1-de456df2e3e6,tg:lhps:9306_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1973.0,permission required
