ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,carrier_type_source_field,Carrier Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.id_mat,mpm_place_holder,Plaatsingsnummer,adm.uuid_mat,adm.acquiredVia,adm.isadPartOf,Source Note,Volgnummer,Warehouse Location (begin),Source Note Type,Source Note Language,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Widget,Production Actor Identifier,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Object Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
78ff6d5d-d4e4-58cc-b623-02f31bf18990,tg:lhps:58924_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhps:58924_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/78ff6d5d-d4e4-58cc-b623-02f31bf18990,object identifier,,,,,,,,,,,
78ff6d5d-d4e4-58cc-b623-02f31bf18990,tg:lhps:58924_#1,e22_AnnotationsMaterial,1,,,,,,adm.note,Uit F 221 / 27,Uit F 221 / 27,Nederlands,remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78ff6d5d-d4e4-58cc-b623-02f31bf18990,tg:lhps:58924_#1,e22_Archives,1,,,,,,,,,,,isad:lh:138379,"dlod={""name"":""1968"",""ark"":""ark:/24970/x0/dea282f3-9d8a-5aee-b1cb-24cb078d630b"",""uri"":""/repositories/11/archival_objects/14806556"",""id"":""isad:lh:138379"",""nameWithContext"":[""Chronologische dossiers betreffende zijn carrière""],""resourceName"":""Archief van Will Ferdy"",""resourceArk"":""ark:/24970/x0/a67b124d-c163-544a-a5cf-7ec22812885f"",""resourceURI"":""/repositories/11/resources/13095091"",""resourceID"":""isad:lh:122384"",""capacity"":""1968"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/dea282f3-9d8a-5aee-b1cb-24cb078d630b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78ff6d5d-d4e4-58cc-b623-02f31bf18990,tg:lhps:58924_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatps,47 x 32,,,,,,,,,,,,"47 x 32 - height, width, kenmerken.lhformatps",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78ff6d5d-d4e4-58cc-b623-02f31bf18990,tg:lhps:58924_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,,470,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78ff6d5d-d4e4-58cc-b623-02f31bf18990,tg:lhps:58924_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,,320,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78ff6d5d-d4e4-58cc-b623-02f31bf18990,tg:lhps:58924_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,lhps,tg:lhps:58924_#1,,F 221 / A,78ff6d5d-d4e4-58cc-b623-02f31bf18990,,isad:lh:138379,Uit F 221 / 27,,,remarks,Nederlands,,,,,,,,,,,,,,,,,,,,,,
78ff6d5d-d4e4-58cc-b623-02f31bf18990,tg:lhps:58924_#1,e22_ObjectTypes,1,,,,,,default_object_type,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posters,,,,,,,,,,
78ff6d5d-d4e4-58cc-b623-02f31bf18990,tg:lhps:58924_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968.0,permission required,,,,,,,,
78ff6d5d-d4e4-58cc-b623-02f31bf18990,tg:lhps:58924_#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PjQbXltPkgPQfPKKR8DztCCP,lhps,https://dams.antwerpen.be/iiif/PjQbXltPkgPQfPKKR8DztCCP/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/PjQbXltPkgPQfPKKR8DztCCP,DAMS Image,lhps,Affiche
