ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,carrier_type_source_field,Carrier Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.id_mat,mpm_place_holder,Plaatsingsnummer,adm.uuid_mat,adm.acquiredVia,adm.isadPartOf,Source Note,Volgnummer,Warehouse Location (begin),Source Note Type,Source Note Language,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Widget,Production Actor Identifier,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Object Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
e0a5028a-f904-5a40-a5c2-56abf8bcca87,tg:lhps:57400_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhps:57400_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/e0a5028a-f904-5a40-a5c2-56abf8bcca87,object identifier,,,,,,,,,,,
e0a5028a-f904-5a40-a5c2-56abf8bcca87,tg:lhps:57400_#1,e22_Archives,1,,,,,,,,,,,isad:lh:119923,"dlod={""name"":""De Mannen van de Luienhoek"",""ark"":""ark:/24970/x0/7f10d97f-c3f6-5d63-83e6-a7ae96676791"",""uri"":""/repositories/11/archival_objects/12831764"",""id"":""isad:lh:119923"",""nameWithContext"":[""Productiedossiers"",""Seizoenen 1985-1990""],""resourceName"":""Archief van Reizend Volkstheater"",""resourceArk"":""ark:/24970/x0/7150302e-3593-5687-9969-a13dad2405e2"",""resourceURI"":""/repositories/11/resources/9887338"",""resourceID"":""isad:lh:92405"",""capacity"":""De Mannen van de Luienhoek"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/7f10d97f-c3f6-5d63-83e6-a7ae96676791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e0a5028a-f904-5a40-a5c2-56abf8bcca87,tg:lhps:57400_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatps,60 x 40,,,,,,,,,,,,"60 x 40 - height, width, kenmerken.lhformatps",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e0a5028a-f904-5a40-a5c2-56abf8bcca87,tg:lhps:57400_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,,600,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e0a5028a-f904-5a40-a5c2-56abf8bcca87,tg:lhps:57400_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,,400,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e0a5028a-f904-5a40-a5c2-56abf8bcca87,tg:lhps:57400_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,lhps,tg:lhps:57400_#1,,V 7576 / A,e0a5028a-f904-5a40-a5c2-56abf8bcca87,,isad:lh:119923,,,,,,,,,,,,,,,,,,,,,,,,,,,
e0a5028a-f904-5a40-a5c2-56abf8bcca87,tg:lhps:57400_#1,e22_ObjectTypes,1,,,,,,default_object_type,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posters,,,,,,,,,,
e0a5028a-f904-5a40-a5c2-56abf8bcca87,tg:lhps:57400_#1,e22_ProductionActors,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6403601f-4b4c-5f64-8a85-73fb3eb22a92,au::44582,dr,printers (people),,,,,,,,,,,,,,,,,,
e0a5028a-f904-5a40-a5c2-56abf8bcca87,tg:lhps:57400_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1989.0,permission required,,,,,,,,
e0a5028a-f904-5a40-a5c2-56abf8bcca87,tg:lhps:57400_#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k1rgnYbmNrdHsjTBdEDdhyJQ,lhps,https://dams.antwerpen.be/iiif/k1rgnYbmNrdHsjTBdEDdhyJQ/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/k1rgnYbmNrdHsjTBdEDdhyJQ,DAMS Image,lhps,Affiche
