ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,carrier_type_source_field,Carrier Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.id_mat,mpm_place_holder,Plaatsingsnummer,adm.uuid_mat,adm.acquiredVia,adm.isadPartOf,Source Note,Volgnummer,Warehouse Location (begin),Source Note Type,Source Note Language,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Widget,Production Actor Identifier,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Object Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
865261c4-52b5-58b0-a4c9-d65e802b0767,tg:lhps:57582_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhps:57582_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/865261c4-52b5-58b0-a4c9-d65e802b0767,object identifier,,,,,,,,,,,
865261c4-52b5-58b0-a4c9-d65e802b0767,tg:lhps:57582_#1,e22_AnnotationsMaterial,1,,,,,,adm.note,Uit F 221 / 9,Uit F 221 / 9,Nederlands,remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
865261c4-52b5-58b0-a4c9-d65e802b0767,tg:lhps:57582_#1,e22_Archives,1,,,,,,,,,,,isad:lh:136069,"dlod={""name"":""1950"",""ark"":""ark:/24970/x0/a677ec29-16c2-5936-8f04-ac567453f489"",""uri"":""/repositories/11/archival_objects/14559386"",""id"":""isad:lh:136069"",""nameWithContext"":[""Chronologische dossiers betreffende zijn carrière""],""resourceName"":""Archief van Will Ferdy"",""resourceArk"":""ark:/24970/x0/a67b124d-c163-544a-a5cf-7ec22812885f"",""resourceURI"":""/repositories/11/resources/13095091"",""resourceID"":""isad:lh:122384"",""capacity"":""1950"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/a677ec29-16c2-5936-8f04-ac567453f489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
865261c4-52b5-58b0-a4c9-d65e802b0767,tg:lhps:57582_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatps,"70 x 39,5",,,,,,,,,,,,"70 x 39,5 - height, width, kenmerken.lhformatps",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
865261c4-52b5-58b0-a4c9-d65e802b0767,tg:lhps:57582_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,,700,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
865261c4-52b5-58b0-a4c9-d65e802b0767,tg:lhps:57582_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,,395,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
865261c4-52b5-58b0-a4c9-d65e802b0767,tg:lhps:57582_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,lhps,tg:lhps:57582_#1,,F 221 / A,865261c4-52b5-58b0-a4c9-d65e802b0767,,isad:lh:136069,Uit F 221 / 9,,,remarks,Nederlands,,,,,,,,,,,,,,,,,,,,,,
865261c4-52b5-58b0-a4c9-d65e802b0767,tg:lhps:57582_#1,e22_ObjectTypes,1,,,,,,default_object_type,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posters,,,,,,,,,,
865261c4-52b5-58b0-a4c9-d65e802b0767,tg:lhps:57582_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950.0,permission required,,,,,,,,
865261c4-52b5-58b0-a4c9-d65e802b0767,tg:lhps:57582_#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q1YHCRmFePhoAQUf7HyEO7rr,lhps,https://dams.antwerpen.be/iiif/q1YHCRmFePhoAQUf7HyEO7rr/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/q1YHCRmFePhoAQUf7HyEO7rr,DAMS Image,lhps,Affiche
