ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,carrier_type_source_field,Carrier Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.id_mat,mpm_place_holder,Plaatsingsnummer,adm.uuid_mat,adm.acquiredVia,adm.isadPartOf,Source Note,Volgnummer,Warehouse Location (begin),Source Note Type,Source Note Language,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Widget,Production Actor Identifier,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Object Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
c4256a0c-16da-56c1-a7e6-507efec5c854,tg:lhps:17345_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhps:17345_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/c4256a0c-16da-56c1-a7e6-507efec5c854,object identifier,,,,,,,,,,,
c4256a0c-16da-56c1-a7e6-507efec5c854,tg:lhps:17345_#1,e22_AcquisitionNumbers,1,,,,216829/175,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c4256a0c-16da-56c1-a7e6-507efec5c854,tg:lhps:17345_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatps,60 x 43,,,,,,,,,,,,"60 x 43 - height, width, kenmerken.lhformatps",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c4256a0c-16da-56c1-a7e6-507efec5c854,tg:lhps:17345_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,,600,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c4256a0c-16da-56c1-a7e6-507efec5c854,tg:lhps:17345_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,,430,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c4256a0c-16da-56c1-a7e6-507efec5c854,tg:lhps:17345_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,lhps,tg:lhps:17345_#1,216829/175,S 4685 / A,c4256a0c-16da-56c1-a7e6-507efec5c854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c4256a0c-16da-56c1-a7e6-507efec5c854,tg:lhps:17345_#1,e22_ObjectTypes,1,,,,,,default_object_type,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posters,,,,,,,,,,
c4256a0c-16da-56c1-a7e6-507efec5c854,tg:lhps:17345_#1,e22_ProductionActors,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b6d9ddf6-66c2-5227-a11b-93128b65608f,au::45954,dr,printers (people),,,,,,,,,,,,,,,,,,
c4256a0c-16da-56c1-a7e6-507efec5c854,tg:lhps:17345_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992.0,permission required,,,,,,,,
c4256a0c-16da-56c1-a7e6-507efec5c854,tg:lhps:17345_#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C1LloNGOcDTV3PqGqSoKMFi2,lhps,https://dams.antwerpen.be/iiif/C1LloNGOcDTV3PqGqSoKMFi2/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/C1LloNGOcDTV3PqGqSoKMFi2,DAMS Image,lhps,Affiche
