ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,carrier_type_source_field,Carrier Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.id_mat,mpm_place_holder,Plaatsingsnummer,adm.uuid_mat,adm.acquiredVia,adm.isadPartOf,Source Note,Volgnummer,Warehouse Location (begin),Source Note Type,Source Note Language,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Widget,Production Actor Identifier,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Object Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
85ca8a71-9194-5cf8-bf15-4cec359c4364,tg:lhps:14829_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhps:14829_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/85ca8a71-9194-5cf8-bf15-4cec359c4364,object identifier,,,,,,,,,,,
85ca8a71-9194-5cf8-bf15-4cec359c4364,tg:lhps:14829_#1,e22_AcquisitionNumbers,1,,,,215341,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85ca8a71-9194-5cf8-bf15-4cec359c4364,tg:lhps:14829_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatps,70 x 40,,,,,,,,,,,,"70 x 40 - height, width, kenmerken.lhformatps",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85ca8a71-9194-5cf8-bf15-4cec359c4364,tg:lhps:14829_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,,700,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85ca8a71-9194-5cf8-bf15-4cec359c4364,tg:lhps:14829_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,,400,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85ca8a71-9194-5cf8-bf15-4cec359c4364,tg:lhps:14829_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,lhps,tg:lhps:14829_#1,215341,J 3368 / A,85ca8a71-9194-5cf8-bf15-4cec359c4364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85ca8a71-9194-5cf8-bf15-4cec359c4364,tg:lhps:14829_#1,e22_ObjectTypes,1,,,,,,default_object_type,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posters,,,,,,,,,,
85ca8a71-9194-5cf8-bf15-4cec359c4364,tg:lhps:14829_#1,e22_ProductionActors,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86a6ec71-6014-5000-a76d-34723b273fe4,au::6501,dr,printers (people),,,,,,,,,,,,,,,,,,
85ca8a71-9194-5cf8-bf15-4cec359c4364,tg:lhps:14829_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1976.0,permission required,,,,,,,,
85ca8a71-9194-5cf8-bf15-4cec359c4364,tg:lhps:14829_#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X2VNNTJBCHanIJfZDeBNUCJ3,lhps,https://dams.antwerpen.be/iiif/X2VNNTJBCHanIJfZDeBNUCJ3/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/X2VNNTJBCHanIJfZDeBNUCJ3,DAMS Image,lhps,Affiche
