ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,carrier_type_source_field,Carrier Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.id_mat,mpm_place_holder,Plaatsingsnummer,adm.uuid_mat,adm.acquiredVia,adm.isadPartOf,Source Note,Volgnummer,Warehouse Location (begin),Source Note Type,Source Note Language,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Widget,Production Actor Identifier,Keeper,Object Number,Object Identifier,Object Type,source_date,Restriction Type
1194cb8b-1577-5820-8ba0-9e13d58c148f,tg:lhps:19440_#2,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhps:19440_#2,https://data.letterenhuis.be/ark:/24970/1194cb8b-1577-5820-8ba0-9e13d58c148f,,,
1194cb8b-1577-5820-8ba0-9e13d58c148f,tg:lhps:19440_#2,e22_AcquisitionNumbers,2,,,,300035/368,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1194cb8b-1577-5820-8ba0-9e13d58c148f,tg:lhps:19440_#2,e22_Acquisitions,2,tr:lh:9999,"dlod={""name"":""Affichecollectie Museum Plantin-Moretus/Stedelijk Prentenkabinet"",""ark"":""ark:/24970/x0/ee28e167-ceb3-533a-a133-4a27a988147d"",""uri"":""/repositories/11/accessions/1069896"",""id"":""tr:lh:9999"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/ee28e167-ceb3-533a-a133-4a27a988147d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1194cb8b-1577-5820-8ba0-9e13d58c148f,tg:lhps:19440_#2,e22_AnnotationsMaterial,2,,,,,,adm.note,opgekleefd op doek,opgekleefd op doek,Nederlands,remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1194cb8b-1577-5820-8ba0-9e13d58c148f,tg:lhps:19440_#2,e22_Archives,2,,,,,,,,,,,isad:lh:97845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1194cb8b-1577-5820-8ba0-9e13d58c148f,tg:lhps:19440_#2,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatps,"47,5 x 31,5",,,,,,,,,,,,"47,5 x 31,5 - height, width, kenmerken.lhformatps",,,,,,,,,,,,,,,,,,,,,,,,
1194cb8b-1577-5820-8ba0-9e13d58c148f,tg:lhps:19440_#2,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,,475,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,
1194cb8b-1577-5820-8ba0-9e13d58c148f,tg:lhps:19440_#2,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,,315,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,
1194cb8b-1577-5820-8ba0-9e13d58c148f,tg:lhps:19440_#2,e22_Items,2,,,,,,,,,,,,,,,,,,,,lhps,tg:lhps:19440_#2,300035/368,"M 935 (Pl. X, 368)",1194cb8b-1577-5820-8ba0-9e13d58c148f,tr:lh:9999,isad:lh:97845,opgekleefd op doek,,,remarks,Nederlands,,,,,,,,,,,,
1194cb8b-1577-5820-8ba0-9e13d58c148f,tg:lhps:19440_#2,e22_ObjectTypes,1,,,,,,default_object_type,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posters,,
1194cb8b-1577-5820-8ba0-9e13d58c148f,tg:lhps:19440_#2,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1989.0,permission required
