ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,carrier_type_source_field,Carrier Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.id_mat,mpm_place_holder,Plaatsingsnummer,adm.uuid_mat,adm.acquiredVia,adm.isadPartOf,Source Note,Volgnummer,Warehouse Location (begin),Source Note Type,Source Note Language,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Widget,Production Actor Identifier,Keeper,Object Number,Object Identifier,Object Type,source_date,Restriction Type
c64514ef-bb38-56cb-b6fd-71f3fcb1e814,tg:lhps:9303_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhps:9303_#1,https://data.letterenhuis.be/ark:/24970/c64514ef-bb38-56cb-b6fd-71f3fcb1e814,,,
c64514ef-bb38-56cb-b6fd-71f3fcb1e814,tg:lhps:9303_#1,e22_AcquisitionNumbers,1,,,,184317,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c64514ef-bb38-56cb-b6fd-71f3fcb1e814,tg:lhps:9303_#1,e22_Acquisitions,1,tr:lh:7316,"dlod={""name"":""Oningeschreven gevonden in 1996"",""ark"":""ark:/24970/x0/8c9efdfb-37a8-506c-9aca-a6a774a10a4d"",""uri"":""/repositories/11/accessions/782815"",""id"":""tr:lh:7316"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/8c9efdfb-37a8-506c-9aca-a6a774a10a4d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c64514ef-bb38-56cb-b6fd-71f3fcb1e814,tg:lhps:9303_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatps,70 x 40,,,,,,,,,,,,"70 x 40 - height, width, kenmerken.lhformatps",,,,,,,,,,,,,,,,,,,,,,,,
c64514ef-bb38-56cb-b6fd-71f3fcb1e814,tg:lhps:9303_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,,700,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,
c64514ef-bb38-56cb-b6fd-71f3fcb1e814,tg:lhps:9303_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,,400,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,
c64514ef-bb38-56cb-b6fd-71f3fcb1e814,tg:lhps:9303_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,lhps,tg:lhps:9303_#1,184317,S 4685 / A,c64514ef-bb38-56cb-b6fd-71f3fcb1e814,tr:lh:7316,,,,,,,,,,,,,,,,,,
c64514ef-bb38-56cb-b6fd-71f3fcb1e814,tg:lhps:9303_#1,e22_ObjectTypes,1,,,,,,default_object_type,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posters,,
c64514ef-bb38-56cb-b6fd-71f3fcb1e814,tg:lhps:9303_#1,e22_ProductionActors,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e1460fb-6626-5c54-ad96-c7500cc4f84c,au::20710:2:N,dr,printers (people),,,,,,,,
c64514ef-bb38-56cb-b6fd-71f3fcb1e814,tg:lhps:9303_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1980.0,permission required
