ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,carrier_type_source_field,Carrier Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.id_mat,mpm_place_holder,Plaatsingsnummer,adm.uuid_mat,adm.acquiredVia,adm.isadPartOf,Source Note,Volgnummer,Warehouse Location (begin),Source Note Type,Source Note Language,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Widget,Production Actor Identifier,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Object Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
ea4e29ec-5794-55a6-88bf-52fa58215c26,tg:lhps:56835_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhps:56835_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/ea4e29ec-5794-55a6-88bf-52fa58215c26,object identifier,,,,,,,,,,,
ea4e29ec-5794-55a6-88bf-52fa58215c26,tg:lhps:56835_#1,e22_Archives,1,,,,,,,,,,,isad:lh:131344,"dlod={""name"":""Opera voor Vlaanderen"",""ark"":""ark:/24970/x0/6e36066d-b78c-5d7d-a40f-4d066058bfe6"",""uri"":""/repositories/11/archival_objects/14053811"",""id"":""isad:lh:131344"",""nameWithContext"":[""Activiteit"",""Drukwerk"",""Affiches (selectie als aanvulling van de collectie)""],""resourceName"":""Archief van Mercurius"",""resourceArk"":""ark:/24970/x0/00101293-8af6-5bcb-8848-f1b2349650ef"",""resourceURI"":""/repositories/11/resources/10262052"",""resourceID"":""isad:lh:95907"",""capacity"":""Opera voor Vlaanderen"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/6e36066d-b78c-5d7d-a40f-4d066058bfe6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ea4e29ec-5794-55a6-88bf-52fa58215c26,tg:lhps:56835_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatps,70 x 50,,,,,,,,,,,,"70 x 50 - height, width, kenmerken.lhformatps",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ea4e29ec-5794-55a6-88bf-52fa58215c26,tg:lhps:56835_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,,700,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ea4e29ec-5794-55a6-88bf-52fa58215c26,tg:lhps:56835_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,,500,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ea4e29ec-5794-55a6-88bf-52fa58215c26,tg:lhps:56835_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,lhps,tg:lhps:56835_#1,,O 33735 / A,ea4e29ec-5794-55a6-88bf-52fa58215c26,,isad:lh:131344,,,,,,,,,,,,,,,,,,,,,,,,,,,
ea4e29ec-5794-55a6-88bf-52fa58215c26,tg:lhps:56835_#1,e22_ObjectTypes,1,,,,,,default_object_type,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posters,,,,,,,,,,
ea4e29ec-5794-55a6-88bf-52fa58215c26,tg:lhps:56835_#1,e22_ProductionActors,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9a4a4106-0a5a-5ed9-95a4-c4503dcde7fb,au::20710,dr,printers (people),,,,,,,,,,,,,,,,,,
ea4e29ec-5794-55a6-88bf-52fa58215c26,tg:lhps:56835_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1986.0,permission required,,,,,,,,
ea4e29ec-5794-55a6-88bf-52fa58215c26,tg:lhps:56835_#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HTPRCnJP8EkRBSSnWrLXJ2lt,lhps,https://dams.antwerpen.be/iiif/HTPRCnJP8EkRBSSnWrLXJ2lt/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/HTPRCnJP8EkRBSSnWrLXJ2lt,DAMS Image,lhps,Affiche
