ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,carrier_type_source_field,Carrier Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.id_mat,mpm_place_holder,Plaatsingsnummer,adm.uuid_mat,adm.acquiredVia,adm.isadPartOf,Source Note,Volgnummer,Warehouse Location (begin),Source Note Type,Source Note Language,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Widget,Production Actor Identifier,Keeper,Object Number,Object Identifier,Object Type,source_date,Restriction Type
4fbfef30-7a5d-5aa8-b5a9-0847b85c3a1b,tg:lhps:44975_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhps:44975_#1,https://data.letterenhuis.be/ark:/24970/4fbfef30-7a5d-5aa8-b5a9-0847b85c3a1b,,,
4fbfef30-7a5d-5aa8-b5a9-0847b85c3a1b,tg:lhps:44975_#1,e22_AcquisitionNumbers,1,,,,300035/24,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4fbfef30-7a5d-5aa8-b5a9-0847b85c3a1b,tg:lhps:44975_#1,e22_Acquisitions,1,tr:lh:9999,"dlod={""name"":""Affichecollectie Museum Plantin-Moretus/Stedelijk Prentenkabinet"",""ark"":""ark:/24970/x0/ee28e167-ceb3-533a-a133-4a27a988147d"",""uri"":""/repositories/11/accessions/1069896"",""id"":""tr:lh:9999"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/ee28e167-ceb3-533a-a133-4a27a988147d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4fbfef30-7a5d-5aa8-b5a9-0847b85c3a1b,tg:lhps:44975_#1,e22_Archives,1,,,,,,,,,,,isad:lh:97845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4fbfef30-7a5d-5aa8-b5a9-0847b85c3a1b,tg:lhps:44975_#1,e22_Carrier,1,,,,,,,,,,,,,,kenmerken.lhdragerps,canvas (textile material),,,,,,,,,,,,,,,,,,,,,,,,,,,,
4fbfef30-7a5d-5aa8-b5a9-0847b85c3a1b,tg:lhps:44975_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatps,"43 x 30,5",,,,,,,,,,,,"43 x 30,5 - height, width, kenmerken.lhformatps",,,,,,,,,,,,,,,,,,,,,,,,
4fbfef30-7a5d-5aa8-b5a9-0847b85c3a1b,tg:lhps:44975_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,,430,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,
4fbfef30-7a5d-5aa8-b5a9-0847b85c3a1b,tg:lhps:44975_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,,305,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,
4fbfef30-7a5d-5aa8-b5a9-0847b85c3a1b,tg:lhps:44975_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,lhps,tg:lhps:44975_#1,300035/24,"M 935 (Pl. IX, 24)",4fbfef30-7a5d-5aa8-b5a9-0847b85c3a1b,tr:lh:9999,isad:lh:97845,,,,,,,,,,,,,,,,,
4fbfef30-7a5d-5aa8-b5a9-0847b85c3a1b,tg:lhps:44975_#1,e22_ObjectTypes,1,,,,,,default_object_type,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posters,,
4fbfef30-7a5d-5aa8-b5a9-0847b85c3a1b,tg:lhps:44975_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1942.0,permission required
