ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,carrier_type_source_field,Carrier Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.id_mat,mpm_place_holder,Plaatsingsnummer,adm.uuid_mat,adm.acquiredVia,adm.isadPartOf,Source Note,Volgnummer,Warehouse Location (begin),Source Note Type,Source Note Language,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Widget,Production Actor Identifier,Keeper,Object Number,Object Identifier,Object Type,source_date,Restriction Type
689aa4ca-7107-5dc4-b064-6478872bb6e8,tg:lhps:19438_#2,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhps:19438_#2,https://data.letterenhuis.be/ark:/24970/689aa4ca-7107-5dc4-b064-6478872bb6e8,,,
689aa4ca-7107-5dc4-b064-6478872bb6e8,tg:lhps:19438_#2,e22_AcquisitionNumbers,2,,,,300035/374,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
689aa4ca-7107-5dc4-b064-6478872bb6e8,tg:lhps:19438_#2,e22_Acquisitions,2,tr:lh:9999,"dlod={""name"":""Affichecollectie Museum Plantin-Moretus/Stedelijk Prentenkabinet"",""ark"":""ark:/24970/x0/ee28e167-ceb3-533a-a133-4a27a988147d"",""uri"":""/repositories/11/accessions/1069896"",""id"":""tr:lh:9999"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/ee28e167-ceb3-533a-a133-4a27a988147d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
689aa4ca-7107-5dc4-b064-6478872bb6e8,tg:lhps:19438_#2,e22_AnnotationsMaterial,2,,,,,,adm.note,opgekleefd op doek,opgekleefd op doek,Nederlands,remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
689aa4ca-7107-5dc4-b064-6478872bb6e8,tg:lhps:19438_#2,e22_Archives,2,,,,,,,,,,,isad:lh:97845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
689aa4ca-7107-5dc4-b064-6478872bb6e8,tg:lhps:19438_#2,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatps,50 x 35,,,,,,,,,,,,"50 x 35 - height, width, kenmerken.lhformatps",,,,,,,,,,,,,,,,,,,,,,,,
689aa4ca-7107-5dc4-b064-6478872bb6e8,tg:lhps:19438_#2,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,,500,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,
689aa4ca-7107-5dc4-b064-6478872bb6e8,tg:lhps:19438_#2,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,,350,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,
689aa4ca-7107-5dc4-b064-6478872bb6e8,tg:lhps:19438_#2,e22_Items,2,,,,,,,,,,,,,,,,,,,,lhps,tg:lhps:19438_#2,300035/374,"M 935 (Pl. X, 374)",689aa4ca-7107-5dc4-b064-6478872bb6e8,tr:lh:9999,isad:lh:97845,opgekleefd op doek,,,remarks,Nederlands,,,,,,,,,,,,
689aa4ca-7107-5dc4-b064-6478872bb6e8,tg:lhps:19438_#2,e22_ObjectTypes,1,,,,,,default_object_type,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posters,,
689aa4ca-7107-5dc4-b064-6478872bb6e8,tg:lhps:19438_#2,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992.0,permission required
