ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,carrier_type_source_field,Carrier Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.id_mat,mpm_place_holder,Plaatsingsnummer,adm.uuid_mat,adm.acquiredVia,adm.isadPartOf,Source Note,Volgnummer,Warehouse Location (begin),Source Note Type,Source Note Language,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Widget,Production Actor Identifier,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Object Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
2db02ad6-1ced-50b8-b31f-e710c4791d58,tg:lhps:4433_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhps:4433_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/2db02ad6-1ced-50b8-b31f-e710c4791d58,object identifier,,,,,,,,,,,
2db02ad6-1ced-50b8-b31f-e710c4791d58,tg:lhps:4433_#1,e22_AcquisitionNumbers,1,,,,237625,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2db02ad6-1ced-50b8-b31f-e710c4791d58,tg:lhps:4433_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatps,80 x 60,,,,,,,,,,,,"80 x 60 - height, width, kenmerken.lhformatps",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2db02ad6-1ced-50b8-b31f-e710c4791d58,tg:lhps:4433_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,,800,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2db02ad6-1ced-50b8-b31f-e710c4791d58,tg:lhps:4433_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,,600,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2db02ad6-1ced-50b8-b31f-e710c4791d58,tg:lhps:4433_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,lhps,tg:lhps:4433_#1,237625,S 4685 / A,2db02ad6-1ced-50b8-b31f-e710c4791d58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2db02ad6-1ced-50b8-b31f-e710c4791d58,tg:lhps:4433_#1,e22_ObjectTypes,1,,,,,,default_object_type,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posters,,,,,,,,,,
2db02ad6-1ced-50b8-b31f-e710c4791d58,tg:lhps:4433_#1,e22_ProductionActors,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ddfc61fd-1851-5293-b6d4-1e79c41d7deb,au::23103,dr,printers (people),,,,,,,,,,,,,,,,,,
2db02ad6-1ced-50b8-b31f-e710c4791d58,tg:lhps:4433_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1940.0,permission required,,,,,,,,
2db02ad6-1ced-50b8-b31f-e710c4791d58,tg:lhps:4433_#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J1AKU9DRZqrGgum5db3AHyGs,lhps,https://dams.antwerpen.be/iiif/J1AKU9DRZqrGgum5db3AHyGs/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/J1AKU9DRZqrGgum5db3AHyGs,DAMS Image,lhps,Affiche
