ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,carrier_type_source_field,Carrier Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.id_mat,mpm_place_holder,Plaatsingsnummer,adm.uuid_mat,adm.acquiredVia,adm.isadPartOf,Source Note,Volgnummer,Warehouse Location (begin),Source Note Type,Source Note Language,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Widget,Production Actor Identifier,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Object Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
fbbb033f-1fdc-5d06-8a58-48b4a6f7ded0,tg:lhps:30746_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhps:30746_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/fbbb033f-1fdc-5d06-8a58-48b4a6f7ded0,object identifier,,,,,,,,,,,
fbbb033f-1fdc-5d06-8a58-48b4a6f7ded0,tg:lhps:30746_#1,e22_AcquisitionNumbers,1,,,,225263/671,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fbbb033f-1fdc-5d06-8a58-48b4a6f7ded0,tg:lhps:30746_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatps,60 x 41,,,,,,,,,,,,"60 x 41 - height, width, kenmerken.lhformatps",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fbbb033f-1fdc-5d06-8a58-48b4a6f7ded0,tg:lhps:30746_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,,600,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fbbb033f-1fdc-5d06-8a58-48b4a6f7ded0,tg:lhps:30746_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,,410,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fbbb033f-1fdc-5d06-8a58-48b4a6f7ded0,tg:lhps:30746_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,lhps,tg:lhps:30746_#1,225263/671,S 626525 / A,fbbb033f-1fdc-5d06-8a58-48b4a6f7ded0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fbbb033f-1fdc-5d06-8a58-48b4a6f7ded0,tg:lhps:30746_#1,e22_ObjectTypes,1,,,,,,default_object_type,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posters,,,,,,,,,,
fbbb033f-1fdc-5d06-8a58-48b4a6f7ded0,tg:lhps:30746_#1,e22_ProductionActors,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394154fd-ba01-5183-b642-aef8b9766f8e,au::20499,dr,printers (people),,,,,,,,,,,,,,,,,,
fbbb033f-1fdc-5d06-8a58-48b4a6f7ded0,tg:lhps:30746_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990.0,permission required,,,,,,,,
fbbb033f-1fdc-5d06-8a58-48b4a6f7ded0,tg:lhps:30746_#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D1jpTRxGLIKimroeKLeGaKrj,lhps,https://dams.antwerpen.be/iiif/D1jpTRxGLIKimroeKLeGaKrj/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/D1jpTRxGLIKimroeKLeGaKrj,DAMS Image,lhps,Affiche
