ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,carrier_type_source_field,Carrier Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.id_mat,mpm_place_holder,Plaatsingsnummer,adm.uuid_mat,adm.acquiredVia,adm.isadPartOf,Source Note,Volgnummer,Warehouse Location (begin),Source Note Type,Source Note Language,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Widget,Production Actor Identifier,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Object Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
8d6e0300-2216-5d28-bf9c-d0a7619b044c,tg:lhps:6098_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhps:6098_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/8d6e0300-2216-5d28-bf9c-d0a7619b044c,object identifier,,,,,,,,,,,
8d6e0300-2216-5d28-bf9c-d0a7619b044c,tg:lhps:6098_#1,e22_AcquisitionNumbers,1,,,,236003,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8d6e0300-2216-5d28-bf9c-d0a7619b044c,tg:lhps:6098_#1,e22_Carrier,1,,,,,,,,,,,,,,kenmerken.lhdragerps,paper (fiber product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8d6e0300-2216-5d28-bf9c-d0a7619b044c,tg:lhps:6098_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatps,82 x 121,,,,,,,,,,,,"82 x 121 - height, width, kenmerken.lhformatps",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8d6e0300-2216-5d28-bf9c-d0a7619b044c,tg:lhps:6098_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,,820,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8d6e0300-2216-5d28-bf9c-d0a7619b044c,tg:lhps:6098_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,,1210,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8d6e0300-2216-5d28-bf9c-d0a7619b044c,tg:lhps:6098_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,lhps,tg:lhps:6098_#1,236003,O 33745 / A (LH.199),8d6e0300-2216-5d28-bf9c-d0a7619b044c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8d6e0300-2216-5d28-bf9c-d0a7619b044c,tg:lhps:6098_#1,e22_ObjectTypes,1,,,,,,default_object_type,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posters,,,,,,,,,,
8d6e0300-2216-5d28-bf9c-d0a7619b044c,tg:lhps:6098_#1,e22_ProductionActors,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ddfc61fd-1851-5293-b6d4-1e79c41d7deb,au::23103,dr,printers (people),,,,,,,,,,,,,,,,,,
8d6e0300-2216-5d28-bf9c-d0a7619b044c,tg:lhps:6098_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1933.0,permission required,,,,,,,,
8d6e0300-2216-5d28-bf9c-d0a7619b044c,tg:lhps:6098_#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mXNbnlAsFXFVZCtLhtEqBqLQ,lhps,https://dams.antwerpen.be/iiif/mXNbnlAsFXFVZCtLhtEqBqLQ/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/mXNbnlAsFXFVZCtLhtEqBqLQ,DAMS Image,lhps,Affiche
