ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,museum,dataset,resource_model,ire.isaar.uuid,source_ire_type,Creation Actor Role,au_code,g_code,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,matched on,db,source_place_name,source_au_id,source_au_uuid,au_dump_name,au_dump_id,au_dump_uuid,old_cleanup_name,old_cleanup_id,old_cleanup_uuid,merged_id,merged_uuid,fixed_id,match_id,place_type,place_language,Creation Place Widget,Start Date,End Date,Start Date Type,End Date Type,Creation Time Span Source Note,Depicted Item Role,Depicted Item Note,Depicted Item Widget,Depicted Item Identifier,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Title,Title Type,Title Language,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Record Type,Legacy Information Code, card,source_date,Copyright Revision Date,Copyright Type,Transactions
15f6002a-4dd5-5d6a-b21f-e7daaeff2a0d,tg:lhtk:3824,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhtk:3824,record identifiers,https://data.letterenhuis.be/ark:/24970/15f6002a-4dd5-5d6a-b21f-e7daaeff2a0d,object identifier,Tekeningen,,,,,,
15f6002a-4dd5-5d6a-b21f-e7daaeff2a0d,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""653c059c-4db5-4d0a-af19-6436de512cea"", ""ontologyProperty"": """", ""resourceXresourceId"": ""04aa9879-1321-4602-a202-372d97a4dd1f"", ""inverseOntologyProperty"": """"}]"
15f6002a-4dd5-5d6a-b21f-e7daaeff2a0d,tg:lhtk:3824,e73_CreationTimeSpans,,default_copyright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Copyright Undetermined,
15f6002a-4dd5-5d6a-b21f-e7daaeff2a0d,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN07/tk/000001384,referentienummer,False,,,,,,,,,,,,,,,,,,,,
15f6002a-4dd5-5d6a-b21f-e7daaeff2a0d,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:lhtk:3824,brocade id,False,,,,,,,,,,,,,,,,,,,,
15f6002a-4dd5-5d6a-b21f-e7daaeff2a0d,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opaclhobj/tg:lhtk:3824/N,brocade url,False,,,,,,,,,,,,,,,,,,,,
15f6002a-4dd5-5d6a-b21f-e7daaeff2a0d,,e73_LegacyInformation,2,note.lhherkomst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Familie Oger</p>
",herkomst,False,,,,,,,,,,,,,,,,,,,,
15f6002a-4dd5-5d6a-b21f-e7daaeff2a0d,tg:lhtk:3824,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""0f5ad56f-ff11-51a8-b438-41b0bc504f7f"", ""ontologyProperty"": """", ""resourceXresourceId"": ""27d93202-73ff-44ff-b1c1-638babdda9f4"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,
15f6002a-4dd5-5d6a-b21f-e7daaeff2a0d,tg:lhtk:3824,e73_Titles,1,id.title/description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snelschets: zelfportret,constructed titles,Dutch (language),,,,,,,,,,,,
15f6002a-4dd5-5d6a-b21f-e7daaeff2a0d,tg:lhtk:3824,e73_Titles,,,au::11518,,,,lh,lhtk,Iconografie,6183db45-037e-54fb-869e-3a6d713e3325,kw,,au::11518:1,au::11518g:1,,,,au_code,,,,,,,,,,,,,,,,,,,,,,,keywords,,"dlod={""suggest"":[""/agents/people/1232426"",""au::11518"",""au::11518:1"",""ark:/83110/x0/6183db45-037e-54fb-869e-3a6d713e3325"",""Mark Liebrecht"",""ark:/83110/x0/bf4f666e-33bd-5f5b-b7c1-bea327b5ac56""],""name"":""Mark Liebrecht"",""ark"":""ark:/83110/x0/bf4f666e-33bd-5f5b-b7c1-bea327b5ac56"",""uri"":""/agents/people/1232426"",""id"":""au::11518:1"",""resourceArk"":""ark:/83110/x0/6183db45-037e-54fb-869e-3a6d713e3325"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/6183db45-037e-54fb-869e-3a6d713e3325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
