ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,dataset,Associated Record Note,Associated Record Relation,Associated Brocade ID,Associated Record URL Type,related_uuid,Associated Record,museum,ire.isaar.uuid,source_ire_type,Connected Subject Role,ire.isaar.id,place_au_code,Connected Subject Note,Connected Subject Widget,Connected Subject Identifier,Connected Subject Type,resource_model,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,Creation Place Widget,Start Date,Start Date Type,End Date,End Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,End Date Note,End Date Note Type,End Date Note Language,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Genre Type,Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Original Entity Type.1,Keeper,Object Number,Object Identifier,Record Type,Title,Title Type,Title Language,source_date,Copyright Revision Date,Copyright Type,Transactions
2734d5e7-8d56-56b3-9375-963359cb5e68,tg:mpmre:43,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmre:43,https://data.museumplantinmoretus.be/ark:/11975/2734d5e7-8d56-56b3-9375-963359cb5e68,Registers,,,,,,,
2734d5e7-8d56-56b3-9375-963359cb5e68,tg:mpmre:43,e73_AssociatedRecords,1,,,,,,mpmre,MM,volgend register,tg:mpmre:44,Verwijzing naar MPM objectbeschrijvingen,b054a520-6a61-582e-b462-0165d2b2f5b6,"[{""resourceId"": ""b054a520-6a61-582e-b462-0165d2b2f5b6"", ""ontologyProperty"": """", ""resourceXresourceId"": ""e2c09ec8-bedb-4e93-a898-7658fa8e9997"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734d5e7-8d56-56b3-9375-963359cb5e68,tg:mpmre:43,e73_AssociatedRecords,2,,,,,,mpmre,KK,vorig register,tg:mpmre:42,Verwijzing naar MPM objectbeschrijvingen,7d82a947-8f09-570a-8df3-9ddf08c1ee27,"[{""resourceId"": ""7d82a947-8f09-570a-8df3-9ddf08c1ee27"", ""ontologyProperty"": """", ""resourceXresourceId"": ""43fe1c2f-96b2-4ab8-b16c-7aaeae446ccf"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734d5e7-8d56-56b3-9375-963359cb5e68,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""db9bc51b-9140-4278-b40c-1db92d8565b2"", ""ontologyProperty"": """", ""resourceXresourceId"": ""3d809cb2-b1a9-4b93-b63d-804c18b13a97"", ""inverseOntologyProperty"": """"}]"
2734d5e7-8d56-56b3-9375-963359cb5e68,tg:mpmre:43,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1593,1708,No Copyright - Public Domain Mark 1.0,
2734d5e7-8d56-56b3-9375-963359cb5e68,tg:mpmre:43,e73_CreationActors,,,au::106905,,,,mpmre,,,,,,,mpm,6211a67c-b6a8-5d2c-97b1-8d2e84c9563e,av,,au::106905:1,au::106905g:1,,,,,Tekstdrager,originators (administrative),,"dlod={""suggest"":[""/agents/corporate_entities/11438835"",""au::106905"",""au::106905:1"",""ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e"",""Officina Plantiniana""],""name"":""Officina Plantiniana"",""ark"":""ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e"",""uri"":""/agents/corporate_entities/11438835"",""id"":""au::106905:1"",""isCapacity"":false}",ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734d5e7-8d56-56b3-9375-963359cb5e68,tg:mpmre:43,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15930300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734d5e7-8d56-56b3-9375-963359cb5e68,tg:mpmre:43,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1593-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734d5e7-8d56-56b3-9375-963359cb5e68,tg:mpmre:43,e73_Languages,1,kenmerken.mpmlanguage,fre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,French (language),,,,,,,,,,,,,,,,,,,,
2734d5e7-8d56-56b3-9375-963359cb5e68,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN00/re/000000038,referentienummer,False,,,,,,,,,,,,,,,,,
2734d5e7-8d56-56b3-9375-963359cb5e68,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:mpmre:43,brocade id,False,,,,,,,,,,,,,,,,,
2734d5e7-8d56-56b3-9375-963359cb5e68,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacmpmobj/tg:mpmre:43/N,brocade url,False,,,,,,,,,,,,,,,,,
2734d5e7-8d56-56b3-9375-963359cb5e68,tg:mpmre:43,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""d8f8ab02-27ba-596c-a4b2-f3d7ad1ba158"", ""ontologyProperty"": """", ""resourceXresourceId"": ""5e5485b8-9ed5-438b-8d1f-337d41239bf3"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,
2734d5e7-8d56-56b3-9375-963359cb5e68,tg:mpmre:43,e73_Titles,1,id.title/ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cahier de Francfort, vasten 1593",titles proper,Dutch (language),,,,
2734d5e7-8d56-56b3-9375-963359cb5e68,tg:mpmre:43,e73_Titles,2,id.title/subTitle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Journaal van de boekhandel op de vastenfoor van Frankfurt in 1593,constructed titles,Dutch (language),,,,
2734d5e7-8d56-56b3-9375-963359cb5e68,tg:mpmre:43,e73_Titles,3,id.title/in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quadrag. 1593 LL,incipits,Latin (language),,,,
