ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,dataset,Associated Record Note,Associated Record Relation,Associated Brocade ID,Associated Record URL Type,related_uuid,Associated Record,museum,ire.isaar.uuid,source_ire_type,Connected Subject Role,ire.isaar.id,place_au_code,Connected Subject Note,Connected Subject Widget,Connected Subject Identifier,Connected Subject Type,resource_model,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,Creation Place Widget,Start Date,Start Date Type,End Date,End Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,End Date Note,End Date Note Type,End Date Note Language,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Genre Type,Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Original Entity Type.1,Keeper,Object Number,Object Identifier,Record Type,Title,Title Type,Title Language,source_date,Copyright Revision Date,Copyright Type,Transactions
762b7ec0-555f-5aad-804c-ba88055ce2fe,tg:mpmre:224,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmre:224,https://data.museumplantinmoretus.be/ark:/11975/762b7ec0-555f-5aad-804c-ba88055ce2fe,Registers,,,,,,,
762b7ec0-555f-5aad-804c-ba88055ce2fe,tg:mpmre:224,e73_AssociatedRecords,1,,,,,,mpmre,,volgend register,tg:mpmre:225,Verwijzing naar MPM objectbeschrijvingen,9e790a07-5daf-5668-81c4-d0660ff32e0e,"[{""resourceId"": ""9e790a07-5daf-5668-81c4-d0660ff32e0e"", ""ontologyProperty"": """", ""resourceXresourceId"": ""86bb537a-15f6-4ea1-bd90-8b5ba34f829e"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
762b7ec0-555f-5aad-804c-ba88055ce2fe,tg:mpmre:224,e73_AssociatedRecords,2,,,,,,mpmre,,vorig register,tg:mpmre:223,Verwijzing naar MPM objectbeschrijvingen,cfc94238-1758-5c45-bff0-ac7a866b46a2,"[{""resourceId"": ""cfc94238-1758-5c45-bff0-ac7a866b46a2"", ""ontologyProperty"": """", ""resourceXresourceId"": ""1048597a-0b46-408d-a6f1-603df9d14a75"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
762b7ec0-555f-5aad-804c-ba88055ce2fe,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""8b70b54a-0bfa-4bb6-98bc-3c2c1df7bf71"", ""ontologyProperty"": """", ""resourceXresourceId"": ""f3fe8fe0-1bc5-46b0-8b78-33bad3959e8a"", ""inverseOntologyProperty"": """"}]"
762b7ec0-555f-5aad-804c-ba88055ce2fe,tg:mpmre:224,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600,1715,No Copyright - Public Domain Mark 1.0,
762b7ec0-555f-5aad-804c-ba88055ce2fe,tg:mpmre:224,e73_CreationActors,,,au::106905,,,,mpmre,,,,,,,mpm,6211a67c-b6a8-5d2c-97b1-8d2e84c9563e,av,,au::106905:1,au::106905g:1,,,,,Tekstdrager,originators (administrative),,"dlod={""suggest"":[""/agents/corporate_entities/11438835"",""au::106905"",""au::106905:1"",""ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e"",""Officina Plantiniana""],""name"":""Officina Plantiniana"",""ark"":""ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e"",""uri"":""/agents/corporate_entities/11438835"",""id"":""au::106905:1"",""isCapacity"":false}",ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
762b7ec0-555f-5aad-804c-ba88055ce2fe,tg:mpmre:224,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
762b7ec0-555f-5aad-804c-ba88055ce2fe,tg:mpmre:224,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16uu-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
762b7ec0-555f-5aad-804c-ba88055ce2fe,tg:mpmre:224,e73_Languages,1,kenmerken.mpmlanguage,fre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,French (language),,,,,,,,,,,,,,,,,,,,
762b7ec0-555f-5aad-804c-ba88055ce2fe,tg:mpmre:224,e73_Languages,2,kenmerken.mpmlanguage,lat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Latin (language),,,,,,,,,,,,,,,,,,,,
