ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,dataset,Associated Record Note,Associated Record Relation,Associated Brocade ID,Associated Record URL Type,related_uuid,Associated Record,museum,ire.isaar.uuid,source_ire_type,Connected Subject Role,ire.isaar.id,place_au_code,Connected Subject Note,Connected Subject Widget,Connected Subject Identifier,Connected Subject Type,resource_model,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,Creation Place Widget,Start Date,Start Date Type,End Date,End Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,End Date Note,End Date Note Type,End Date Note Language,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Genre Type,Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Original Entity Type.1,Keeper,Object Number,Object Identifier,Record Type,Title,Title Type,Title Language,source_date,Copyright Revision Date,Copyright Type,Transactions
e2ea7417-683d-5037-987c-afe5b0ce0a22,tg:mpmre:627,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmre:627,https://data.museumplantinmoretus.be/ark:/11975/e2ea7417-683d-5037-987c-afe5b0ce0a22,Registers,,,,,,,
e2ea7417-683d-5037-987c-afe5b0ce0a22,tg:mpmre:627,e73_AssociatedRecords,1,,,,,,mpmre,,volgend register,tg:mpmre:628,Verwijzing naar MPM objectbeschrijvingen,20c17370-1a5a-503d-b468-a302ea96b748,"[{""resourceId"": ""20c17370-1a5a-503d-b468-a302ea96b748"", ""ontologyProperty"": """", ""resourceXresourceId"": ""9fa4a949-a9a7-4a3b-943e-5a1bfd73407b"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e2ea7417-683d-5037-987c-afe5b0ce0a22,tg:mpmre:627,e73_AssociatedRecords,2,,,,,,mpmre,,vorig register,tg:mpmre:626,Verwijzing naar MPM objectbeschrijvingen,ed37f1e5-2639-5353-970a-7aafb3d2f611,"[{""resourceId"": ""ed37f1e5-2639-5353-970a-7aafb3d2f611"", ""ontologyProperty"": """", ""resourceXresourceId"": ""6408021a-6d59-46b1-a597-7bea7b8c7cc3"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e2ea7417-683d-5037-987c-afe5b0ce0a22,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""3b72dd20-35e3-4ea1-bb27-83b7389f0243"", ""ontologyProperty"": """", ""resourceXresourceId"": ""552202df-3bcf-4d34-acbe-5d5ae1a3194f"", ""inverseOntologyProperty"": """"}]"
e2ea7417-683d-5037-987c-afe5b0ce0a22,tg:mpmre:627,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1675,1790,No Copyright - Public Domain Mark 1.0,
e2ea7417-683d-5037-987c-afe5b0ce0a22,tg:mpmre:627,e73_CreationActors,,,au::106903,,,,mpmre,,,,,,,mpm,b03dd40d-6470-5373-baba-0a64aea212a7,av,,au::106903:1,au::106903g:1,,,,,Tekstdrager,originators (administrative),,"dlod={""suggest"":[""/agents/people/11438621"",""au::106903"",""au::106903:1"",""ark:/83110/x0/b03dd40d-6470-5373-baba-0a64aea212a7"",""Henri François Schilders""],""name"":""Henri François Schilders"",""ark"":""ark:/83110/x0/b03dd40d-6470-5373-baba-0a64aea212a7"",""uri"":""/agents/people/11438621"",""id"":""au::106903:1"",""isCapacity"":false}",ark:/83110/x0/b03dd40d-6470-5373-baba-0a64aea212a7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e2ea7417-683d-5037-987c-afe5b0ce0a22,tg:mpmre:627,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16751015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e2ea7417-683d-5037-987c-afe5b0ce0a22,tg:mpmre:627,e73_CreationTimeSpanSourceNotes,1,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16820329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e2ea7417-683d-5037-987c-afe5b0ce0a22,tg:mpmre:627,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1675-10-15,,1682-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e2ea7417-683d-5037-987c-afe5b0ce0a22,tg:mpmre:627,e73_Languages,1,kenmerken.mpmlanguage,dut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dutch (language),,,,,,,,,,,,,,,,,,,,
e2ea7417-683d-5037-987c-afe5b0ce0a22,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN00/re/000000615,referentienummer,False,,,,,,,,,,,,,,,,,
e2ea7417-683d-5037-987c-afe5b0ce0a22,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:mpmre:627,brocade id,False,,,,,,,,,,,,,,,,,
e2ea7417-683d-5037-987c-afe5b0ce0a22,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacmpmobj/tg:mpmre:627/N,brocade url,False,,,,,,,,,,,,,,,,,
e2ea7417-683d-5037-987c-afe5b0ce0a22,tg:mpmre:627,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""a9f2c7cf-0d98-5e13-b555-311d56bd01ab"", ""ontologyProperty"": """", ""resourceXresourceId"": ""4ce3e4cf-ecad-4173-99ac-a114f5b5eb5e"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,
e2ea7417-683d-5037-987c-afe5b0ce0a22,tg:mpmre:627,e73_Titles,1,id.title/ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kasboek 1675-1682,titles proper,Dutch (language),,,,
e2ea7417-683d-5037-987c-afe5b0ce0a22,tg:mpmre:627,e73_Titles,2,id.title/ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laus Deo semper adij.15 octbre 1675@ in antwerpen,titles proper,Dutch (language),,,,
