ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,dataset,Associated Record Note,Associated Record Relation,Associated Brocade ID,Associated Record URL Type,related_uuid,Associated Record,museum,ire.isaar.uuid,source_ire_type,Connected Subject Role,ire.isaar.id,place_au_code,Connected Subject Note,Connected Subject Widget,Connected Subject Identifier,Connected Subject Type,resource_model,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,Creation Place Widget,Start Date,Start Date Type,End Date,End Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,End Date Note,End Date Note Type,End Date Note Language,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Genre Type,Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Original Entity Type.1,Keeper,Object Number,Object Identifier,Record Type,Title,Title Type,Title Language,source_date,Copyright Revision Date,Copyright Type,Transactions
28f4ed42-9015-507d-9332-d7b38f2b33a8,tg:mpmre:232,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmre:232,https://data.museumplantinmoretus.be/ark:/11975/28f4ed42-9015-507d-9332-d7b38f2b33a8,Registers,,,,,,,
28f4ed42-9015-507d-9332-d7b38f2b33a8,tg:mpmre:232,e73_AssociatedRecords,1,,,,,,mpmre,,volgend register,tg:mpmre:234,Verwijzing naar MPM objectbeschrijvingen,d6becae3-7396-5d58-82d5-616032d33cc7,"[{""resourceId"": ""d6becae3-7396-5d58-82d5-616032d33cc7"", ""ontologyProperty"": """", ""resourceXresourceId"": ""178b9a3d-939c-49e0-a853-f2d212aba53a"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28f4ed42-9015-507d-9332-d7b38f2b33a8,tg:mpmre:232,e73_AssociatedRecords,2,,,,,,mpmre,,vorig register,tg:mpmre:231,Verwijzing naar MPM objectbeschrijvingen,3160e6d1-aa92-5d83-9fd3-669f6255db1d,"[{""resourceId"": ""3160e6d1-aa92-5d83-9fd3-669f6255db1d"", ""ontologyProperty"": """", ""resourceXresourceId"": ""ba2c6f56-8efa-429e-bca9-ffe363503f24"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28f4ed42-9015-507d-9332-d7b38f2b33a8,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""ab637381-3a0a-40f0-ad79-65f78c90de5d"", ""ontologyProperty"": """", ""resourceXresourceId"": ""d5563ed6-2cf0-4b45-888a-dc9ce84bda72"", ""inverseOntologyProperty"": """"}]"
28f4ed42-9015-507d-9332-d7b38f2b33a8,tg:mpmre:232,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1606,1721,No Copyright - Public Domain Mark 1.0,
28f4ed42-9015-507d-9332-d7b38f2b33a8,tg:mpmre:232,e73_CreationActors,,,au::106905,,,,mpmre,,,,,,,mpm,6211a67c-b6a8-5d2c-97b1-8d2e84c9563e,av,,au::106905:1,au::106905g:1,,,,,Tekstdrager,originators (administrative),,"dlod={""suggest"":[""/agents/corporate_entities/11438835"",""au::106905"",""au::106905:1"",""ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e"",""Officina Plantiniana""],""name"":""Officina Plantiniana"",""ark"":""ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e"",""uri"":""/agents/corporate_entities/11438835"",""id"":""au::106905:1"",""isCapacity"":false}",ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28f4ed42-9015-507d-9332-d7b38f2b33a8,tg:mpmre:232,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16060300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28f4ed42-9015-507d-9332-d7b38f2b33a8,tg:mpmre:232,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1606-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28f4ed42-9015-507d-9332-d7b38f2b33a8,tg:mpmre:232,e73_Languages,1,kenmerken.mpmlanguage,fre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,French (language),,,,,,,,,,,,,,,,,,,,
28f4ed42-9015-507d-9332-d7b38f2b33a8,tg:mpmre:232,e73_Languages,2,kenmerken.mpmlanguage,lat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Latin (language),,,,,,,,,,,,,,,,,,,,
28f4ed42-9015-507d-9332-d7b38f2b33a8,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN00/re/000000227,referentienummer,False,,,,,,,,,,,,,,,,,
28f4ed42-9015-507d-9332-d7b38f2b33a8,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:mpmre:232,brocade id,False,,,,,,,,,,,,,,,,,
28f4ed42-9015-507d-9332-d7b38f2b33a8,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacmpmobj/tg:mpmre:232/N,brocade url,False,,,,,,,,,,,,,,,,,
28f4ed42-9015-507d-9332-d7b38f2b33a8,tg:mpmre:232,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""5d64ef9b-f9a5-5b2a-ad73-196b0dceeccf"", ""ontologyProperty"": """", ""resourceXresourceId"": ""967b2fda-6330-461b-9e35-93996c4ea86c"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,
28f4ed42-9015-507d-9332-d7b38f2b33a8,tg:mpmre:232,e73_Titles,1,id.title/ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carnet de Francfort, vasten 1606",titles proper,Dutch (language),,,,
28f4ed42-9015-507d-9332-d7b38f2b33a8,tg:mpmre:232,e73_Titles,2,id.title/subTitle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Notitieboekje van de boekhandel op de vastenfoor van Frankfurt in 1606,constructed titles,Dutch (language),,,,
