ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,dataset,Associated Record Note,Associated Record Relation,Associated Brocade ID,Associated Record URL Type,related_uuid,Associated Record,museum,ire.isaar.uuid,source_ire_type,Connected Subject Role,ire.isaar.id,place_au_code,Connected Subject Note,Connected Subject Widget,Connected Subject Identifier,Connected Subject Type,resource_model,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,Creation Place Widget,Start Date,Start Date Type,End Date,End Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,End Date Note,End Date Note Type,End Date Note Language,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Genre Type,Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Original Entity Type.1,Keeper,Object Number,Object Identifier,Record Type,Title,Title Type,Title Language,source_date,Copyright Revision Date,Copyright Type,Transactions
f100640c-77ff-52dc-b890-41f2d81adddb,tg:mpmre:367,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmre:367,https://data.museumplantinmoretus.be/ark:/11975/f100640c-77ff-52dc-b890-41f2d81adddb,Registers,,,,,,,
f100640c-77ff-52dc-b890-41f2d81adddb,tg:mpmre:367,e73_AnnotationsImmaterial,2,note.mpmalg,"<p>Bevat 1 los stuk</p>
","<p>Bevat 1 los stuk</p>
",Nederlands,remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f100640c-77ff-52dc-b890-41f2d81adddb,tg:mpmre:367,e73_AssociatedRecords,1,,,,,,mpmre,,volgend register,tg:mpmre:368,Verwijzing naar MPM objectbeschrijvingen,dec49f1e-fe7e-5757-8a38-0641b860544e,"[{""resourceId"": ""dec49f1e-fe7e-5757-8a38-0641b860544e"", ""ontologyProperty"": """", ""resourceXresourceId"": ""9cd82714-9926-417e-aced-67bbd452c015"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f100640c-77ff-52dc-b890-41f2d81adddb,tg:mpmre:367,e73_AssociatedRecords,2,,,,,,mpmre,,vorig register,tg:mpmre:366,Verwijzing naar MPM objectbeschrijvingen,2518f25e-7e20-56d1-86ec-e723a9d7fc26,"[{""resourceId"": ""2518f25e-7e20-56d1-86ec-e723a9d7fc26"", ""ontologyProperty"": """", ""resourceXresourceId"": ""6c5d0b78-d564-4d51-94ed-fd4b52323dce"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f100640c-77ff-52dc-b890-41f2d81adddb,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""100e59fd-2002-410f-a764-770c2531fd21"", ""ontologyProperty"": """", ""resourceXresourceId"": ""276d9c59-b2d1-4e63-8f83-9f4e4d219ec6"", ""inverseOntologyProperty"": """"}]"
f100640c-77ff-52dc-b890-41f2d81adddb,tg:mpmre:367,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1632,1747,No Copyright - Public Domain Mark 1.0,
f100640c-77ff-52dc-b890-41f2d81adddb,tg:mpmre:367,e73_CreationActors,,,au::106905,,,,mpmre,,,,,,,mpm,6211a67c-b6a8-5d2c-97b1-8d2e84c9563e,av,,au::106905:1,au::106905g:1,,,,,Tekstdrager,originators (administrative),,"dlod={""suggest"":[""/agents/corporate_entities/11438835"",""au::106905"",""au::106905:1"",""ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e"",""Officina Plantiniana""],""name"":""Officina Plantiniana"",""ark"":""ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e"",""uri"":""/agents/corporate_entities/11438835"",""id"":""au::106905:1"",""isCapacity"":false}",ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f100640c-77ff-52dc-b890-41f2d81adddb,tg:mpmre:367,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16320101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f100640c-77ff-52dc-b890-41f2d81adddb,tg:mpmre:367,e73_CreationTimeSpanSourceNotes,1,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16321231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f100640c-77ff-52dc-b890-41f2d81adddb,tg:mpmre:367,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1632-01-01,,1632-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f100640c-77ff-52dc-b890-41f2d81adddb,tg:mpmre:367,e73_Languages,1,kenmerken.mpmlanguage,fre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,French (language),,,,,,,,,,,,,,,,,,,,
f100640c-77ff-52dc-b890-41f2d81adddb,tg:mpmre:367,e73_Languages,2,kenmerken.mpmlanguage,dut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dutch (language),,,,,,,,,,,,,,,,,,,,
f100640c-77ff-52dc-b890-41f2d81adddb,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN00/re/000000362,referentienummer,False,,,,,,,,,,,,,,,,,
f100640c-77ff-52dc-b890-41f2d81adddb,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:mpmre:367,brocade id,False,,,,,,,,,,,,,,,,,
f100640c-77ff-52dc-b890-41f2d81adddb,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacmpmobj/tg:mpmre:367/N,brocade url,False,,,,,,,,,,,,,,,,,
f100640c-77ff-52dc-b890-41f2d81adddb,tg:mpmre:367,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""24696bcd-081e-50ef-a0f5-f0d95310d9fd"", ""ontologyProperty"": """", ""resourceXresourceId"": ""56b4b905-f8e6-49f1-856f-e6c62b27ed48"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,
f100640c-77ff-52dc-b890-41f2d81adddb,tg:mpmre:367,e73_Titles,1,id.title/ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Journaal 1632,titles proper,Dutch (language),,,,
f100640c-77ff-52dc-b890-41f2d81adddb,tg:mpmre:367,e73_Titles,2,id.title/ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Journal de l'an 1632 signe XX,incipits,French (language),,,,
