ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,museum,dataset,resource_model,ire.isaar.uuid,source_ire_type,Connected Subject Role,au_code,g_code,Connected Subject Note,Connected Subject Widget,Connected Subject Identifier,matched on,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,Start Date,End Date,Start Date Type,End Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,number,type,Material Records,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Record Type,Legacy Information Code, card,source_date,Copyright Revision Date,Copyright Type,Transactions
819c9d6b-a9c1-5730-907e-f5724edbd8c1,tg:lhbr:122740,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhbr:122740,record identifiers,https://data.letterenhuis.be/ark:/24970/819c9d6b-a9c1-5730-907e-f5724edbd8c1,object identifier,Brieven,,,,,,
819c9d6b-a9c1-5730-907e-f5724edbd8c1,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""563a00d0-c6ca-492b-9d91-1c4f76347219"", ""ontologyProperty"": """", ""resourceXresourceId"": ""0c79b3d1-3cbb-4eeb-ae73-10307da954ce"", ""inverseOntologyProperty"": """"}]"
819c9d6b-a9c1-5730-907e-f5724edbd8c1,tg:lhbr:122740,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1963.0,2078,In Copyright,
819c9d6b-a9c1-5730-907e-f5724edbd8c1,tg:lhbr:122740,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,19630313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
819c9d6b-a9c1-5730-907e-f5724edbd8c1,tg:lhbr:122740,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,1963-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
819c9d6b-a9c1-5730-907e-f5724edbd8c1,tg:lhbr:122740,e73_Languages,1,kenmerken.lhlanguagehs,dut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dutch (language),,,,,,,,,,,,,,,,,,
819c9d6b-a9c1-5730-907e-f5724edbd8c1,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN07/br/000115460,referentienummer,False,,,,,,,,,,,,,,,
819c9d6b-a9c1-5730-907e-f5724edbd8c1,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:lhbr:122740,brocade id,False,,,,,,,,,,,,,,,
819c9d6b-a9c1-5730-907e-f5724edbd8c1,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opaclhobj/tg:lhbr:122740/N,brocade url,False,,,,,,,,,,,,,,,
819c9d6b-a9c1-5730-907e-f5724edbd8c1,tg:lhbr:122740,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""7020e264-94ed-5486-a234-a4731cd33962"", ""ontologyProperty"": """", ""resourceXresourceId"": ""79c5eeee-d114-49ef-83a0-be9ce1ad1df7"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
819c9d6b-a9c1-5730-907e-f5724edbd8c1,tg:lhbr:122740,e73_Titles,,,au::15847,,,,lhbr,lhbr,Brief,1741ccaf-74b8-57b5-b151-ad49ccee619c,bs,,au::15847:1,au::15847g:1,,,,au_code,correspondents (correspondence writers),,"dlod={""suggest"":[""/agents/people/1695629"",""au::15847"",""au::15847:1"",""ark:/83110/x0/1741ccaf-74b8-57b5-b151-ad49ccee619c"",""Maurice Roelants"",""ark:/83110/x0/17740620-bd1a-5e32-8428-8b5d926a46c5""],""name"":""Maurice Roelants"",""ark"":""ark:/83110/x0/17740620-bd1a-5e32-8428-8b5d926a46c5"",""uri"":""/agents/people/1695629"",""id"":""au::15847:1"",""resourceArk"":""ark:/83110/x0/1741ccaf-74b8-57b5-b151-ad49ccee619c"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/1741ccaf-74b8-57b5-b151-ad49ccee619c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
819c9d6b-a9c1-5730-907e-f5724edbd8c1,tg:lhbr:122740,e73_Titles,,,au::7555:::SEV.1,,,,lhbr,lhbr,Brief,16491f80-0cd4-5775-8f9d-d7e3dbd2ca86,co,,au::7555:1::SEV.1,au::7555g:1::SEV.1,,,,au_code,recipients (people),,"dlod={""suggest"":[""/agents/people/808385"",""au::7555"",""au::7555:1"",""ark:/83110/x0/c526cbe4-717b-5c2c-9bfe-491f98d553c0"",""Maurice Gilliams [Secretaris van Koninklijke Academie voor Nederlandse Taal en Letteren]"",""ark:/83110/x0/de245a48-4bf0-52d8-9577-4088605800be"",""au::7555:1::SEV.1"",""au::7555:1::SEV::au::10539""],""name"":""Maurice Gilliams [Secretaris van Koninklijke Academie voor Nederlandse Taal en Letteren]"",""ark"":""ark:/83110/x0/de245a48-4bf0-52d8-9577-4088605800be"",""uri"":""/agents/people/808385"",""id"":""au::7555:1::SEV::au::10539"",""resourceArk"":""ark:/83110/x0/c526cbe4-717b-5c2c-9bfe-491f98d553c0"",""resourceID"":""au::7555:1"",""capacity"":""Secretaris van Koninklijke Academie voor Nederlandse Taal en Letteren"",""isCapacity"":true,""relatorRaw"":""au::7555:1::SEV.1"",""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/c526cbe4-717b-5c2c-9bfe-491f98d553c0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
