ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,museum,dataset,resource_model,ire.isaar.uuid,source_ire_type,Creation Actor Role,ire.isaar.id,place_au_code,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,Event Start Date,Event End Date,Event Start Date Type,Event End Date Type,Event Start Date Note,Event Start Date Note Type,Event Start Date Note Language,Event End Date Note,Event End Date Note Type,Event End Date Note Language,Documented Event Type,Creation Time Span Source Note,Description,Description Type,Description Language,db,Documented Event Place Order,source_place_name,source_au_uuid,match_id,record_id,Documented Event Place Name Widget,Documented Event Place Note,Documented Event Place Note Language,Documented Event Place Note Type,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Original Entity Type.1,Keeper,Object Number,Object Identifier,Record Type,Legacy Information Code, card,source_date,Copyright Revision Date,Copyright Type
2ab9e488-5052-5b07-be48-4f92601a2a36,tg:lhps:8748,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhps:8748,https://data.letterenhuis.be/ark:/24970/2ab9e488-5052-5b07-be48-4f92601a2a36,Affiches,,,,,
2ab9e488-5052-5b07-be48-4f92601a2a36,tg:lhps:8748,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,Copyright Undetermined
2ab9e488-5052-5b07-be48-4f92601a2a36,tg:lhps:8748,e73_CreationActors,,,au::45324,,,,lhps,lhps,Affiche,327b5f28-8965-5a84-aac2-930ff7b73786,ds,designers,au::45324:1,au::45324g:1,,"dlod={""suggest"":[""/agents/people/4849668"",""au::45324"",""au::45324:1"",""ark:/83110/x0/327b5f28-8965-5a84-aac2-930ff7b73786"",""Jos Joosen""],""name"":""Jos Joosen"",""ark"":""ark:/83110/x0/327b5f28-8965-5a84-aac2-930ff7b73786"",""uri"":""/agents/people/4849668"",""id"":""au::45324:1"",""isCapacity"":false}",ark:/83110/x0/327b5f28-8965-5a84-aac2-930ff7b73786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2ab9e488-5052-5b07-be48-4f92601a2a36,tg:lhps:8748,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2ab9e488-5052-5b07-be48-4f92601a2a36,tg:lhps:8748,e73_Descriptions,,id.desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leer de nieuweling. / Bezoek het Provinciaal Veiligheidsinstituut.,descriptive note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2ab9e488-5052-5b07-be48-4f92601a2a36,tg:lhps:8748,e73_DocumentedEvents,,,,,,,,,,,,,,,,,,,,,,,,,,,,related events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2ab9e488-5052-5b07-be48-4f92601a2a36,tg:lhps:8748_#1,e73_DocumentedEventsPlaces_lhps,,place_csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lhps,1.0,Antwerpen,,au::100141:1,tg:lhps:8748_#1,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/10715087"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,,,,,,,,,,,,,,,,,,,
2ab9e488-5052-5b07-be48-4f92601a2a36,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN07/ps/000008591,referentienummer,False,,,,,,,,,,,,,,,
2ab9e488-5052-5b07-be48-4f92601a2a36,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:lhps:8748,brocade id,False,,,,,,,,,,,,,,,
2ab9e488-5052-5b07-be48-4f92601a2a36,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opaclhobj/tg:lhps:8748/N,brocade url,False,,,,,,,,,,,,,,,
2ab9e488-5052-5b07-be48-4f92601a2a36,tg:lhps:8748,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""3201f2a1-9813-52d3-af6b-0a01dd837466"", ""ontologyProperty"": """", ""resourceXresourceId"": ""72bc9cc5-14b9-47e9-90c9-10aa2828587b"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,
