ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,museum,dataset,resource_model,ire.isaar.uuid,source_ire_type,Creation Actor Role,au_code,g_code,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,matched on,Event Start Date,Event End Date,Event Start Date Type,Event End Date Type,Event Start Date Note,Event Start Date Note Type,Event Start Date Note Language,Event End Date Note,Event End Date Note Type,Event End Date Note Language,Creation Time Span Source Note,Documented Event Type,Description,Description Type,Description Language,db,Documented Event Place Order,source_place_name,source_au_id,source_au_uuid,au_dump_name,au_dump_id,au_dump_uuid,old_cleanup_name,old_cleanup_id,old_cleanup_uuid,merged_id,merged_uuid,fixed_id,match_id,place_type,place_language,Documented Event Place Name Widget,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Record Type,Legacy Information Code, card,source_date,Copyright Revision Date,Copyright Type,Transactions
da93113c-1b31-5d5e-b857-e427ce2ad52c,tg:lhps:2663,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhps:2663,record identifiers,https://data.letterenhuis.be/ark:/24970/da93113c-1b31-5d5e-b857-e427ce2ad52c,object identifier,Affiches,,,,,,
da93113c-1b31-5d5e-b857-e427ce2ad52c,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""5fb67404-5b8d-4396-817c-556ab3810665"", ""ontologyProperty"": """", ""resourceXresourceId"": ""b0b0b5b1-1d03-48b7-b78e-b030704242d1"", ""inverseOntologyProperty"": """"}]"
da93113c-1b31-5d5e-b857-e427ce2ad52c,tg:lhps:2663,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1987.0,2102,In Copyright,
da93113c-1b31-5d5e-b857-e427ce2ad52c,tg:lhps:2663,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,19871124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
da93113c-1b31-5d5e-b857-e427ce2ad52c,tg:lhps:2663,e73_CreationTimeSpanSourceNotes,1,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,19871204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
da93113c-1b31-5d5e-b857-e427ce2ad52c,tg:lhps:2663,e73_Descriptions,,id.desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Galerij van de Academie [Antwerpen]<br />
Jan de Pooter. Grafiek.</p>
",descriptive note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
da93113c-1b31-5d5e-b857-e427ce2ad52c,tg:lhps:2663,e73_DocumentedEvents,,,,,,,,,,,,,,,,,,,1987-11-24,1987-12-04,,,,,,,,,,related events (relationship indicator),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
da93113c-1b31-5d5e-b857-e427ce2ad52c,tg:lhps:2663_#1,e73_DocumentedEventsPlaces_lhps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lhps,1.0,Antwerpen,,,Antwerpen (Antwerpen),au::100139,5eba8578-9f35-5e2e-a844-9bfdea6f5119,Antwerpen (Arrondissement Antwerpen),au::100141,81ac4db9-1e25-55a3-9b28-97c03f96b4ab,au::100139,5eba8578-9f35-5e2e-a844-9bfdea6f5119,au::100141,au::100141,remarks,Nederlands,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/10715087"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,,,,,,,,,,,,,,,,,,
da93113c-1b31-5d5e-b857-e427ce2ad52c,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN07/ps/000002634,referentienummer,False,,,,,,,,,,,,,,,,,
da93113c-1b31-5d5e-b857-e427ce2ad52c,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:lhps:2663,brocade id,False,,,,,,,,,,,,,,,,,
