ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,kenmerken.rubobjnrgr,isaad,Associated Archive,dataset,Associated Record Relation,Associated Brocade ID,Associated Record URL Type,Associated Record Note,related_uuid,Associated Record,Start Date,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation URL Prefix,External Relation URL,External Relation,External Relation URL Type,External Relation Note,External Relation Note Language,External Relation Note Type,Keyword,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,museum,ire.isaar.uuid,source_ire_type,Original Entity Type,ire.isaar.id,place_au_code,Original Entity Note,Original Entity Widget,Original Entity Identifier,Original Entity Type.1,Other Identifier,Other Identifier Type,Title,Title Type,Title Language,Keeper,Object Number,Object Identifier,Record Type,source_date,Copyright Revision Date,Copyright Type,Transactions
4385a282-15f2-5400-88c0-ca2fa0d76a88,tg:rubgr:4965,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rubenianum,tg:rubgr:4965,https://data.rubenianum.be//ark:/86530/4385a282-15f2-5400-88c0-ca2fa0d76a88,Foto's,,,,
4385a282-15f2-5400-88c0-ca2fa0d76a88,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""c3f6f92e-74c5-452b-9413-686b4dd567d8"", ""ontologyProperty"": """", ""resourceXresourceId"": ""473abd34-e74a-4054-a012-1cbb3d948fe0"", ""inverseOntologyProperty"": """"}]"
4385a282-15f2-5400-88c0-ca2fa0d76a88,tg:rubgr:4965,e73_CreationTimeSpans,,default_copyright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Copyright Undetermined,
4385a282-15f2-5400-88c0-ca2fa0d76a88,tg:rubgr:4965,e73_Descriptions,,id.desc,,,,,,,,,,,,,,,,,"1 zw/w foto: [Stempel J.E. Bulloz] [Notitie in onbekend handschrift] Bruegel le Vieux, L'automne (Lille); [Notitie FG]: 'After Print of Spring, Batselaer 200 (right half).'",descriptive note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4385a282-15f2-5400-88c0-ca2fa0d76a88,tg:rubgr:4965,e73_Keywords,1,kenmerken.rubkeyword,,,,,,,,,,,,,,,,,,,,,,,,,,,prentkunst,,,,,,,,,,,,,,,,,,,,,,,,,,,
4385a282-15f2-5400-88c0-ca2fa0d76a88,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN14/gr/000004965,referentienummer,False,,,,,,,,,,,,,,,,,,,,,,,,
4385a282-15f2-5400-88c0-ca2fa0d76a88,,e73_LegacyInformation,1,if.rawcontent,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<record>
			<priref>7221</priref>
			<number>AFG_136_093</number>
			<content>1 zw/w foto: [Stempel J.E. Bulloz] [Notitie in onbekend handschrift] Bruegel le Vieux, L'automne (Lille); [Notitie FG]: 'After Print of Spring, Batselaer 200 (right half).'</content>
			<object.object_number>AFG_136</object.object_number>
			<object.object_name>Dossier</object.object_name>
			<class>AFG</class>
			<editorial_form>foto</editorial_form>
			<object.title>Bruegel</object.title>
			<keyword>prentkunst</keyword>
			<keyword>Bastelaer, Ren&#233; van</keyword>
			<object.creator/>
			<input.date>2014-08-07</input.date>
			<input.name>Centrum</input.name>
			<input.time>08:58:01</input.time>
			<input.source>archive</input.source>
		</record>
		
",commentaar gebruiker,False,,,,,,,,,,,,,,,,,,,,,,,,
4385a282-15f2-5400-88c0-ca2fa0d76a88,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:rubgr:4965,brocade id,False,,,,,,,,,,,,,,,,,,,,,,,,
4385a282-15f2-5400-88c0-ca2fa0d76a88,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacrubobj/tg:rubgr:4965/N,brocade url,False,,,,,,,,,,,,,,,,,,,,,,,,
4385a282-15f2-5400-88c0-ca2fa0d76a88,tg:rubgr:4965,e73_MaterialRecords,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""3ff1e329-f394-52c1-b693-31bf4580afcf"", ""ontologyProperty"": """", ""resourceXresourceId"": ""96067fd7-e18f-4946-8062-ce2b822c557d"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,
4385a282-15f2-5400-88c0-ca2fa0d76a88,tg:rubgr:4965,e73_OriginalBrocade,,,au::1127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rub,d4f69e55-99df-5c54-b739-472d12fa4387,kw,keywords,au::1127:1,au::1127g:1,,"dlod={""suggest"":[""/agents/people/120589"",""au::1127"",""au::1127:1"",""ark:/83110/x0/d4f69e55-99df-5c54-b739-472d12fa4387"",""René van Bastelaer""],""name"":""René van Bastelaer"",""ark"":""ark:/83110/x0/d4f69e55-99df-5c54-b739-472d12fa4387"",""uri"":""/agents/people/120589"",""id"":""au::1127:1"",""isCapacity"":false}",ark:/83110/x0/d4f69e55-99df-5c54-b739-472d12fa4387,agent,,,,,,,,,,,,,
4385a282-15f2-5400-88c0-ca2fa0d76a88,tg:rubgr:4965,e73_OtherIdentifiers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AFG_136_093,repository numbers,,,,,,,,,,,
