ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,kenmerken.rubobjnrgr,isaad,Associated Archive,dataset,Associated Record Relation,Associated Brocade ID,Associated Record URL Type,Associated Record Note,related_uuid,Associated Record,Start Date,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation URL Prefix,External Relation URL,External Relation,External Relation URL Type,External Relation Note,External Relation Note Language,External Relation Note Type,Keyword,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,museum,ire.isaar.uuid,source_ire_type,Original Entity Type,ire.isaar.id,place_au_code,Original Entity Note,Original Entity Widget,Original Entity Identifier,Original Entity Type.1,Other Identifier,Other Identifier Type,Title,Title Type,Title Language,Keeper,Object Number,Object Identifier,Record Type,source_date,Copyright Revision Date,Copyright Type,Transactions
0cb1347d-9421-524a-ac51-f9ef52824e90,tg:rubgr:2526,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rubenianum,tg:rubgr:2526,https://data.rubenianum.be//ark:/86530/0cb1347d-9421-524a-ac51-f9ef52824e90,Foto's,,,,
0cb1347d-9421-524a-ac51-f9ef52824e90,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""56005771-1535-4829-b87e-863aeb19b6e8"", ""ontologyProperty"": """", ""resourceXresourceId"": ""2d4a24b9-f3d5-467c-bf48-1af1daad11d7"", ""inverseOntologyProperty"": """"}]"
0cb1347d-9421-524a-ac51-f9ef52824e90,tg:rubgr:2526,e73_CreationTimeSpans,,default_copyright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Copyright Undetermined,
0cb1347d-9421-524a-ac51-f9ef52824e90,tg:rubgr:2526,e73_Descriptions,,id.desc,,,,,,,,,,,,,,,,,"1 zw/ w foto met stempel Öffentliche Kunstsammlung Basel. [Notitie in onbekend handschrift]: Schule des Pieter Brueghel d.Ae., Die Blinden (Inv. Nr. 140), 50 x 67 cm; [toegevoegde vermelding]: 'F.G. Wohl von Marten van Cleve auf Grund einer Komposition von P.B.I. (Ausgestellt in Basel Kunsthauser 12.4.56). Baldass erwähnt Fassungen in Wien und Schleissheim dann nach Hulin, p. 377, N° 13 bis: coll. Prof. Scharpé à Héverlé (près de Louvain). Bois 50 x 71 cm. Der Hund auch in dem Fasschungsbild mit den Fuchsschwanzen.",descriptive note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0cb1347d-9421-524a-ac51-f9ef52824e90,tg:rubgr:2526,e73_Keywords,1,kenmerken.rubkeyword,,,,,,,,,,,,,,,,,,,,,,,,,,,compositie,,,,,,,,,,,,,,,,,,,,,,,,,,,
0cb1347d-9421-524a-ac51-f9ef52824e90,tg:rubgr:2526,e73_Keywords,2,kenmerken.rubkeyword,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scharpé, Lodewijk",,,,,,,,,,,,,,,,,,,,,,,,,,,
0cb1347d-9421-524a-ac51-f9ef52824e90,tg:rubgr:2526,e73_Keywords,3,kenmerken.rubkeyword,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bazel, Kunstmuseum Basel (Öffentliche Kunstsammlung)",,,,,,,,,,,,,,,,,,,,,,,,,,,
0cb1347d-9421-524a-ac51-f9ef52824e90,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN14/gr/000002526,referentienummer,False,,,,,,,,,,,,,,,,,,,,,,,,
0cb1347d-9421-524a-ac51-f9ef52824e90,,e73_LegacyInformation,1,if.rawcontent,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<record>
			<priref>4768</priref>
			<number>AFG_083_076</number>
			<content>1 zw/ w foto met stempel &#214;ffentliche Kunstsammlung Basel. [Notitie in onbekend handschrift]: Schule des Pieter Brueghel d.Ae., Die Blinden (Inv. Nr. 140), 50 x 67 cm; [toegevoegde vermelding]: 'F.G. Wohl von Marten van Cleve auf Grund einer Komposition von P.B.I. (Ausgestellt in Basel Kunsthauser 12.4.56). Baldass erw&#228;hnt Fassungen in Wien und Schleissheim dann nach Hulin, p. 377, N&#176; 13 bis: coll. Prof. Scharp&#233; &#224; H&#233;verl&#233; (pr&#232;s de Louvain). Bois 50 x 71 cm. Der Hund auch in dem Fasschungsbild mit den Fuchsschwanzen.</content>
			<object.object_number>AFG_083</object.object_number>
			<object.object_name>Dossier</object.object_name>
			<class>AFG</class>
			<editorial_form>foto</editorial_form>
			<object.title>Cleve, Marten van</object.title>
			<keyword>Bruegel, Pieter I</keyword>
			<keyword>compositie</keyword>
			<keyword>Baldass, Ludwig</keyword>
			<keyword>Hulin de Loo, Georges</keyword>
			<keyword>Scharp&#233;, Lodewijk</keyword>
			<keyword>Bazel, Kunstmuseum Basel (&#214;ffentliche Kunstsammlung)</keyword>
			<keyword>Wenen, Kunsthistorisches Museum</keyword>
			<object.creator/>
			<input.date>2013-10-10</input.date>
			<edit.date>2014-02-06</edit.date>
			<edit.date>2014-02-06</edit.date>
			<edit.date>2014-02-06</edit.date>
			<edit.date>2013-11-22</edit.date>
			<edit.date>2013-10-10</edit.date>
			<edit.date>2013-10-10</edit.date>
			<input.name>Centrum</input.name>
			<edit.name>Centrum</edit.name>
			<edit.name>Centrum</edit.name>
			<edit.name>Centrum</edit.name>
			<edit.name>Centrum</edit.name>
			<edit.name>Centrum</edit.name>
			<edit.name>Centrum</edit.name>
			<edit.time>11:56:40</edit.time>
			<edit.time>11:54:56</edit.time>
			<edit.time>11:42:23</edit.time>
			<edit.time>14:07:03</edit.time>
			<edit.time>16:31:59</edit.time>
			<edit.time>16:31:08</edit.time>
			<input.time>16:25:10</input.time>
			<input.source>archive</input.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
		</record>
		
",commentaar gebruiker,False,,,,,,,,,,,,,,,,,,,,,,,,
0cb1347d-9421-524a-ac51-f9ef52824e90,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:rubgr:2526,brocade id,False,,,,,,,,,,,,,,,,,,,,,,,,
