ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,kenmerken.rubobjnrgr,isaad,Associated Archive,dataset,Associated Record Relation,Associated Brocade ID,Associated Record URL Type,Associated Record Note,related_uuid,Associated Record,Start Date,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation URL Prefix,External Relation URL,External Relation,External Relation URL Type,External Relation Note,External Relation Note Language,External Relation Note Type,Keyword,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,museum,ire.isaar.uuid,source_ire_type,Original Entity Type,ire.isaar.id,place_au_code,Original Entity Note,Original Entity Widget,Original Entity Identifier,Original Entity Type.1,Other Identifier,Other Identifier Type,Title,Title Type,Title Language,Keeper,Object Number,Object Identifier,Record Type,source_date,Copyright Revision Date,Copyright Type,Transactions
ca24e4f9-8722-52f5-9f6c-c1eacf24300d,tg:rubgr:2696,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rubenianum,tg:rubgr:2696,https://data.rubenianum.be//ark:/86530/ca24e4f9-8722-52f5-9f6c-c1eacf24300d,Foto's,,,,
ca24e4f9-8722-52f5-9f6c-c1eacf24300d,tg:rubgr:2696,e73_AssociatedRecords,1,,,,,,,,,rubgr_foto,gerelateerd object,tg:rubgr:2695,Verwijzing naar Grossmann object,,d4663e4d-39e5-56a2-8e09-5a62000a7877,"[{""resourceId"": ""d4663e4d-39e5-56a2-8e09-5a62000a7877"", ""ontologyProperty"": """", ""resourceXresourceId"": ""d593c038-cd68-48da-b6b5-9fac2c26d458"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ca24e4f9-8722-52f5-9f6c-c1eacf24300d,tg:rubgr:2696,e73_AssociatedRecords,2,,,,,,,,,rubgr_foto,relatie naar geheel,tg:rubgr:2688,Verwijzing naar Grossmann object,,927fb954-e86d-5364-a6a2-8cef077ef624,"[{""resourceId"": ""927fb954-e86d-5364-a6a2-8cef077ef624"", ""ontologyProperty"": """", ""resourceXresourceId"": ""2d62eefd-14d2-4690-be08-41cb36514f4d"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ca24e4f9-8722-52f5-9f6c-c1eacf24300d,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""28eaf93f-94be-41b7-8074-d4913ab08b66"", ""ontologyProperty"": """", ""resourceXresourceId"": ""1a776c5f-874e-4d8a-94dd-67f1e69d80ad"", ""inverseOntologyProperty"": """"}]"
ca24e4f9-8722-52f5-9f6c-c1eacf24300d,tg:rubgr:2696,e73_CreationTimeSpans,,default_copyright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Copyright Undetermined,
ca24e4f9-8722-52f5-9f6c-c1eacf24300d,tg:rubgr:2696,e73_Descriptions,,id.desc,,,,,,,,,,,,,,,,,"1 zw/w foto met stempel University of London, The Warburg Institute. [Notitie FG] F. Grossmann.",descriptive note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ca24e4f9-8722-52f5-9f6c-c1eacf24300d,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN14/gr/000002696,referentienummer,False,,,,,,,,,,,,,,,,,,,,,,,,
ca24e4f9-8722-52f5-9f6c-c1eacf24300d,,e73_LegacyInformation,1,if.rawcontent,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<record>
			<priref>4938</priref>
			<number>AFG_085_009</number>
			<part_of_reference>AFG_085_001</part_of_reference>
			<content>1 zw/w foto met stempel University of London, The Warburg Institute. [Notitie FG] F. Grossmann.</content>
			<object.object_number>AFG_085</object.object_number>
			<object.object_name>Dossier</object.object_name>
			<part_of.title>Korte inhoud: Vraagt informatie over een tekening uit de recente catalogus van Peter Stevens [sic], n&#176; 32 maand februari. Vraagt duiding over de inscripties die mogelijk in twee verschillende inktsoorten genoteerd werden.</part_of.title>
			<related_object.title>1 zw/w foto met stempel University of London, The Warburg Institute. [Notitie FG] 14. P. Coeck.</related_object.title>
			<class>AFG</class>
			<editorial_form>foto</editorial_form>
			<object.title>""Months"" Comparative Material</object.title>
			<keyword>Coecke van Aelst, Pieter I</keyword>
			<object.creator/>
			<input.date>2014-02-21</input.date>
			<edit.date>2014-02-21</edit.date>
			<edit.date>2014-02-21</edit.date>
			<input.name>Centrum</input.name>
			<edit.name>Centrum</edit.name>
			<edit.name>Centrum</edit.name>
			<related_object.reference>AFG_085_008</related_object.reference>
			<edit.time>15:45:19</edit.time>
			<edit.time>15:45:04</edit.time>
			<input.time>15:44:28</input.time>
			<input.source>archive</input.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
		</record>
		
",commentaar gebruiker,False,,,,,,,,,,,,,,,,,,,,,,,,
ca24e4f9-8722-52f5-9f6c-c1eacf24300d,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:rubgr:2696,brocade id,False,,,,,,,,,,,,,,,,,,,,,,,,
ca24e4f9-8722-52f5-9f6c-c1eacf24300d,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacrubobj/tg:rubgr:2696/N,brocade url,False,,,,,,,,,,,,,,,,,,,,,,,,
ca24e4f9-8722-52f5-9f6c-c1eacf24300d,tg:rubgr:2696,e73_MaterialRecords,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""874c45de-20be-56b6-b656-8d6c051705d8"", ""ontologyProperty"": """", ""resourceXresourceId"": ""b62137bd-4843-42fd-9938-1d283b8fde49"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,
ca24e4f9-8722-52f5-9f6c-c1eacf24300d,tg:rubgr:2696,e73_OriginalBrocade,,,au::4114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rub,15ca51e1-53aa-543b-8fd8-9ddf60f2fe7c,kw,keywords,au::4114:1,au::4114g:1,,"dlod={""suggest"":[""/agents/people/440198"",""au::4114"",""au::4114:1"",""ark:/83110/x0/15ca51e1-53aa-543b-8fd8-9ddf60f2fe7c"",""Pieter Coecke""],""name"":""Pieter Coecke"",""ark"":""ark:/83110/x0/15ca51e1-53aa-543b-8fd8-9ddf60f2fe7c"",""uri"":""/agents/people/440198"",""id"":""au::4114:1"",""isCapacity"":false}",ark:/83110/x0/15ca51e1-53aa-543b-8fd8-9ddf60f2fe7c,agent,,,,,,,,,,,,,
ca24e4f9-8722-52f5-9f6c-c1eacf24300d,tg:rubgr:2696,e73_OtherIdentifiers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AFG_085_009,repository numbers,,,,,,,,,,,
ca24e4f9-8722-52f5-9f6c-c1eacf24300d,tg:rubgr:2696,e73_Titles,1,id.title/ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AFG_085_009,titles proper,Dutch (language),,,,,,,,
