ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,kenmerken.rubobjnrgr,isaad,Associated Archive,dataset,Associated Record Relation,Associated Brocade ID,Associated Record URL Type,Associated Record Note,related_uuid,Associated Record,Start Date,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation URL Prefix,External Relation URL,External Relation,External Relation URL Type,External Relation Note,External Relation Note Language,External Relation Note Type,Keyword,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,museum,ire.isaar.uuid,source_ire_type,Original Entity Type,ire.isaar.id,place_au_code,Original Entity Note,Original Entity Widget,Original Entity Identifier,Original Entity Type.1,Other Identifier,Other Identifier Type,Title,Title Type,Title Language,Keeper,Object Number,Object Identifier,Record Type,source_date,Copyright Revision Date,Copyright Type,Transactions
debdb05c-6fcc-510f-af0e-baea07c2a750,tg:rubgr:3324,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rubenianum,tg:rubgr:3324,https://data.rubenianum.be//ark:/86530/debdb05c-6fcc-510f-af0e-baea07c2a750,Foto's,,,,
debdb05c-6fcc-510f-af0e-baea07c2a750,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""93713e42-2a77-4280-af53-2b289cdf64d4"", ""ontologyProperty"": """", ""resourceXresourceId"": ""dda3520a-b373-4dd9-96f6-b0e870b25ffd"", ""inverseOntologyProperty"": """"}]"
debdb05c-6fcc-510f-af0e-baea07c2a750,tg:rubgr:3324,e73_CreationTimeSpans,,default_copyright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Copyright Undetermined,
debdb05c-6fcc-510f-af0e-baea07c2a750,tg:rubgr:3324,e73_Descriptions,,id.desc,,,,,,,,,,,,,,,,,"1 zw/w foto: [Stemepl ACL]; [Notitie in onbekend handschrift]: ' Breughel, Brussels.'[detail?]",descriptive note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
debdb05c-6fcc-510f-af0e-baea07c2a750,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN14/gr/000003324,referentienummer,False,,,,,,,,,,,,,,,,,,,,,,,,
debdb05c-6fcc-510f-af0e-baea07c2a750,,e73_LegacyInformation,1,if.rawcontent,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<record>
			<priref>5576</priref>
			<number>AFG_092_054</number>
			<content>1 zw/w foto: [Stemepl ACL]; [Notitie in onbekend handschrift]: ' Breughel, Brussels.'[detail?]</content>
			<object.object_number>AFG_092</object.object_number>
			<object.object_name>Dossier</object.object_name>
			<class>AFG</class>
			<editorial_form>foto</editorial_form>
			<object.title>Wrong or doubtful Attributions except Jan Brueghel. Copies after Lost Pictures &amp; after extant Works. Grossmann 242</object.title>
			<object.creator/>
			<input.date>2014-06-17</input.date>
			<input.name>Centrum</input.name>
			<input.time>14:10:27</input.time>
			<input.source>archive</input.source>
		</record>
		
",commentaar gebruiker,False,,,,,,,,,,,,,,,,,,,,,,,,
debdb05c-6fcc-510f-af0e-baea07c2a750,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:rubgr:3324,brocade id,False,,,,,,,,,,,,,,,,,,,,,,,,
debdb05c-6fcc-510f-af0e-baea07c2a750,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacrubobj/tg:rubgr:3324/N,brocade url,False,,,,,,,,,,,,,,,,,,,,,,,,
debdb05c-6fcc-510f-af0e-baea07c2a750,tg:rubgr:3324,e73_MaterialRecords,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""6197cde6-c79e-5bfb-b4da-535e26b60ae0"", ""ontologyProperty"": """", ""resourceXresourceId"": ""0dc3db3a-0988-4e94-8382-51ce854882b2"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,
debdb05c-6fcc-510f-af0e-baea07c2a750,tg:rubgr:3324,e73_OtherIdentifiers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AFG_092_054,repository numbers,,,,,,,,,,,
debdb05c-6fcc-510f-af0e-baea07c2a750,tg:rubgr:3324,e73_Titles,1,id.title/ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AFG_092_054,titles proper,Dutch (language),,,,,,,,
