ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,kenmerken.rubobjnrgr,isaad,Associated Archive,dataset,Associated Record Relation,Associated Brocade ID,Associated Record URL Type,Associated Record Note,related_uuid,Associated Record,Start Date,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation URL Prefix,External Relation URL,External Relation,External Relation URL Type,External Relation Note,External Relation Note Language,External Relation Note Type,Keyword,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,museum,ire.isaar.uuid,source_ire_type,Original Entity Type,ire.isaar.id,place_au_code,Original Entity Note,Original Entity Widget,Original Entity Identifier,Original Entity Type.1,Other Identifier,Other Identifier Type,Title,Title Type,Title Language,Keeper,Object Number,Object Identifier,Record Type,source_date,Copyright Revision Date,Copyright Type,Transactions
1172f33e-384c-55d9-a9e5-a988d37053b5,tg:rubgr:4563,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rubenianum,tg:rubgr:4563,https://data.rubenianum.be//ark:/86530/1172f33e-384c-55d9-a9e5-a988d37053b5,Foto's,,,,
1172f33e-384c-55d9-a9e5-a988d37053b5,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""698dfdf3-82df-48c0-88fb-fd5370c1fc0b"", ""ontologyProperty"": """", ""resourceXresourceId"": ""e7084b45-2bc2-4f73-a54b-fd520e8c991d"", ""inverseOntologyProperty"": """"}]"
1172f33e-384c-55d9-a9e5-a988d37053b5,tg:rubgr:4563,e73_CreationTimeSpans,,default_copyright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Copyright Undetermined,
1172f33e-384c-55d9-a9e5-a988d37053b5,tg:rubgr:4563,e73_Descriptions,,id.desc,,,,,,,,,,,,,,,,,"1 zw/w foto Dorpsgevecht; [Notitie in onbekend handschrift]: 'Sale April 1, 1960.'",descriptive note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1172f33e-384c-55d9-a9e5-a988d37053b5,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN14/gr/000004563,referentienummer,False,,,,,,,,,,,,,,,,,,,,,,,,
1172f33e-384c-55d9-a9e5-a988d37053b5,,e73_LegacyInformation,1,if.rawcontent,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<record>
			<priref>6816</priref>
			<number>AFG_116_050</number>
			<content>1 zw/w foto Dorpsgevecht; [Notitie in onbekend handschrift]: 'Sale April 1, 1960.'</content>
			<object.object_number>AFG_116</object.object_number>
			<object.object_name>Dossier</object.object_name>
			<class>AFG</class>
			<editorial_form>foto</editorial_form>
			<object.title>Miscellanea Bruegel &amp; others not needed at present</object.title>
			<object.creator/>
			<input.date>2014-07-16</input.date>
			<input.name>Centrum</input.name>
			<input.time>15:29:45</input.time>
			<input.source>archive</input.source>
		</record>
		
",commentaar gebruiker,False,,,,,,,,,,,,,,,,,,,,,,,,
1172f33e-384c-55d9-a9e5-a988d37053b5,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:rubgr:4563,brocade id,False,,,,,,,,,,,,,,,,,,,,,,,,
1172f33e-384c-55d9-a9e5-a988d37053b5,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacrubobj/tg:rubgr:4563/N,brocade url,False,,,,,,,,,,,,,,,,,,,,,,,,
1172f33e-384c-55d9-a9e5-a988d37053b5,tg:rubgr:4563,e73_MaterialRecords,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""95dcc2c6-0f7c-54cd-92aa-b6378778951f"", ""ontologyProperty"": """", ""resourceXresourceId"": ""bb4e6b91-5629-473a-b137-af6a0baf7c20"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,
1172f33e-384c-55d9-a9e5-a988d37053b5,tg:rubgr:4563,e73_OtherIdentifiers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AFG_116_050,repository numbers,,,,,,,,,,,
1172f33e-384c-55d9-a9e5-a988d37053b5,tg:rubgr:4563,e73_Titles,1,id.title/ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AFG_116_050,titles proper,Dutch (language),,,,,,,,
