ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,kenmerken.rubobjnrgr,isaad,Associated Archive,dataset,Associated Record Relation,Associated Brocade ID,Associated Record URL Type,Associated Record Note,related_uuid,Associated Record,Start Date,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation URL Prefix,External Relation URL,External Relation,External Relation URL Type,External Relation Note,External Relation Note Language,External Relation Note Type,Keyword,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,museum,ire.isaar.uuid,source_ire_type,Original Entity Type,ire.isaar.id,place_au_code,Original Entity Note,Original Entity Widget,Original Entity Identifier,Original Entity Type.1,Other Identifier,Other Identifier Type,Title,Title Type,Title Language,Keeper,Object Number,Object Identifier,Record Type,source_date,Copyright Revision Date,Copyright Type,Transactions
4da34ead-8a54-5672-8028-83078c9f8563,tg:rubgr:4314,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rubenianum,tg:rubgr:4314,https://data.rubenianum.be//ark:/86530/4da34ead-8a54-5672-8028-83078c9f8563,Foto's,,,,
4da34ead-8a54-5672-8028-83078c9f8563,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""d2e886d0-751d-472a-a9e4-26d61c318859"", ""ontologyProperty"": """", ""resourceXresourceId"": ""bd2995c5-559a-47bf-9651-18e8a9853812"", ""inverseOntologyProperty"": """"}]"
4da34ead-8a54-5672-8028-83078c9f8563,tg:rubgr:4314,e73_CreationTimeSpans,,default_copyright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Copyright Undetermined,
4da34ead-8a54-5672-8028-83078c9f8563,tg:rubgr:4314,e73_Descriptions,,id.desc,,,,,,,,,,,,,,,,,"1 zw/w foto [Notitie in onbekend handschrift] P. Bruegel d.Ä. Feast of St. Martin, Vienna, Kunsthistorisches, inv.n° 2691.",descriptive note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4da34ead-8a54-5672-8028-83078c9f8563,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN14/gr/000004314,referentienummer,False,,,,,,,,,,,,,,,,,,,,,,,,
4da34ead-8a54-5672-8028-83078c9f8563,,e73_LegacyInformation,1,if.rawcontent,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<record>
			<priref>6567</priref>
			<number>AFG_111_109</number>
			<content>1 zw/w foto [Notitie in onbekend handschrift] P. Bruegel d.&#196;. Feast of St. Martin, Vienna, Kunsthistorisches, inv.n&#176; 2691.</content>
			<object.object_number>AFG_111</object.object_number>
			<object.object_name>Dossier</object.object_name>
			<class>AFG</class>
			<editorial_form>foto</editorial_form>
			<object.title>Bruegel: Notes &amp; Printed Material</object.title>
			<keyword>Wenen, Kunsthistorisches Museum</keyword>
			<object.creator/>
			<input.date>2014-07-08</input.date>
			<input.name>Centrum</input.name>
			<input.time>15:55:19</input.time>
			<input.source>archive</input.source>
		</record>
		
",commentaar gebruiker,False,,,,,,,,,,,,,,,,,,,,,,,,
4da34ead-8a54-5672-8028-83078c9f8563,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:rubgr:4314,brocade id,False,,,,,,,,,,,,,,,,,,,,,,,,
4da34ead-8a54-5672-8028-83078c9f8563,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacrubobj/tg:rubgr:4314/N,brocade url,False,,,,,,,,,,,,,,,,,,,,,,,,
4da34ead-8a54-5672-8028-83078c9f8563,tg:rubgr:4314,e73_MaterialRecords,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""c345ad99-7638-5a4d-ac21-b35b4a86ad02"", ""ontologyProperty"": """", ""resourceXresourceId"": ""5ffe909d-e1cc-4cf2-979e-96da25176941"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,
4da34ead-8a54-5672-8028-83078c9f8563,tg:rubgr:4314,e73_OriginalBrocade,,,au::28097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rub,4fd76377-5c60-5949-a1f5-8d7453c6c945,kw,keywords,au::28097:1,au::28097g:1,,"dlod={""suggest"":[""/agents/corporate_entities/3006379"",""au::28097"",""au::28097:1"",""ark:/83110/x0/4fd76377-5c60-5949-a1f5-8d7453c6c945"",""Kunsthistorisches Museum [Wenen (A)]""],""name"":""Kunsthistorisches Museum [Wenen (A)]"",""ark"":""ark:/83110/x0/4fd76377-5c60-5949-a1f5-8d7453c6c945"",""uri"":""/agents/corporate_entities/3006379"",""id"":""au::28097:1"",""isCapacity"":false}",ark:/83110/x0/4fd76377-5c60-5949-a1f5-8d7453c6c945,agent,,,,,,,,,,,,,
4da34ead-8a54-5672-8028-83078c9f8563,tg:rubgr:4314,e73_OtherIdentifiers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AFG_111_109,repository numbers,,,,,,,,,,,
4da34ead-8a54-5672-8028-83078c9f8563,tg:rubgr:4314,e73_Titles,1,id.title/ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AFG_111_109,titles proper,Dutch (language),,,,,,,,
