ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,museum,dataset,resource_model,ire.isaar.uuid,source_ire_type,Connected Subject Role,au_code,g_code,Connected Subject Note,Connected Subject Widget,Connected Subject Identifier,matched on,source_date,Copyright Revision Date,Copyright Type,db,source_place_name,source_au_id,source_au_uuid,au_dump_name,au_dump_id,au_dump_uuid,old_cleanup_name,old_cleanup_id,old_cleanup_uuid,merged_id,merged_uuid,fixed_id,match_id,place_type,place_language,Creation Place Widget,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,Start Date,End Date,Start Date Type,End Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,End Date Note,End Date Note Type,End Date Note Language,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation,External Relation URL,External Relation URL Prefix,External Relation URL Type,External Relation Note,External Relation Note Language,External Relation Note Type,Genre Type,Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Original Entity Relation,Title,Title Type,Title Language,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Record Type,Legacy Information Code, card,Transactions
6affd862-ab1a-599a-9245-9117e3bcdd7a,tg:lhhs:2217,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhhs:2217,record identifiers,https://data.letterenhuis.be/ark:/24970/6affd862-ab1a-599a-9245-9117e3bcdd7a,object identifier,Handschriften,,,
6affd862-ab1a-599a-9245-9117e3bcdd7a,tg:lhhs:2217,e73_AnnotationsImmaterial,1,note.lhalg,"<p>** Gepubliceerd in ** : &quot;Vlaamsche Arbeid&quot; [tijdschrift], jg. 6, 1910, pp.<br />
271-276.</p>
","<p>** Gepubliceerd in ** : &quot;Vlaamsche Arbeid&quot; [tijdschrift], jg. 6, 1910, pp.<br />
271-276.</p>
",Nederlands,remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6affd862-ab1a-599a-9245-9117e3bcdd7a,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""7defa8e2-274c-49e8-a15d-a72b4a7bafa5"", ""ontologyProperty"": """", ""resourceXresourceId"": ""79cfc9cc-057a-4b6f-902d-907b11c284ce"", ""inverseOntologyProperty"": """"}]"
6affd862-ab1a-599a-9245-9117e3bcdd7a,tg:lhhs:2217,e73_Copyrights,,,,,,,,,,,,,,,,,,,1910.0,2025,In Copyright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6affd862-ab1a-599a-9245-9117e3bcdd7a,tg:lhhs:2217,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6affd862-ab1a-599a-9245-9117e3bcdd7a,tg:lhhs:2217,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1910,,circa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6affd862-ab1a-599a-9245-9117e3bcdd7a,tg:lhhs:2217,e73_GenreTypes,1,kenmerken.lhgenrehs,bp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,beschouwend proza,,,,,,,,,,,,,,,,,,,,,,
6affd862-ab1a-599a-9245-9117e3bcdd7a,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN07/hs/000002132,referentienummer,False,,,,,,,,,,,,,,,,,,
6affd862-ab1a-599a-9245-9117e3bcdd7a,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:lhhs:2217,brocade id,False,,,,,,,,,,,,,,,,,,
6affd862-ab1a-599a-9245-9117e3bcdd7a,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opaclhobj/tg:lhhs:2217/N,brocade url,False,,,,,,,,,,,,,,,,,,
