ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,museum,dataset,resource_model,ire.isaar.uuid,source_ire_type,Connected Subject Role,au_code,g_code,Connected Subject Note,Connected Subject Widget,Connected Subject Identifier,matched on,source_date,Copyright Revision Date,Copyright Type,db,source_place_name,source_au_id,source_au_uuid,au_dump_name,au_dump_id,au_dump_uuid,old_cleanup_name,old_cleanup_id,old_cleanup_uuid,merged_id,merged_uuid,fixed_id,match_id,place_type,place_language,Creation Place Widget,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,Start Date,End Date,Start Date Type,End Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,End Date Note,End Date Note Type,End Date Note Language,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation,External Relation URL,External Relation URL Prefix,External Relation URL Type,External Relation Note,External Relation Note Language,External Relation Note Type,Genre Type,Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Original Entity Relation,Title,Title Type,Title Language,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Record Type,Legacy Information Code, card,Transactions
5c72ed6c-fb84-5ad1-aa94-f20515c8039f,tg:lhhs:12611,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhhs:12611,record identifiers,https://data.letterenhuis.be/ark:/24970/5c72ed6c-fb84-5ad1-aa94-f20515c8039f,object identifier,Handschriften,,,
5c72ed6c-fb84-5ad1-aa94-f20515c8039f,tg:lhhs:12611,e73_AnnotationsImmaterial,1,note.lhalg,"<p>Drukproef van het Nieuw Vlaams Tijdschrift. Handschriftelijke verbeteringen in blauwe inkt.<br />
Voor het eerst verschenen in het Nieuw Vlaams Tijdschrift, jg. 1 (1946), blz. 765-799. In 1947 opgenomen in de bundel Triptiek van een onvervulde Liefde, verschenen bij Manteau te Brussel (2 drukken) en in de bundel Dochters van Lemurië, verschenen in 1964 bij Meulenhoff te Amsterdam (6 drukken)</p>
","<p>Drukproef van het Nieuw Vlaams Tijdschrift. Handschriftelijke verbeteringen in blauwe inkt.<br />
Voor het eerst verschenen in het Nieuw Vlaams Tijdschrift, jg. 1 (1946), blz. 765-799. In 1947 opgenomen in de bundel Triptiek van een onvervulde Liefde, verschenen bij Manteau te Brussel (2 drukken) en in de bundel Dochters van Lemurië, verschenen in 1964 bij Meulenhoff te Amsterdam (6 drukken)</p>
",Nederlands,remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5c72ed6c-fb84-5ad1-aa94-f20515c8039f,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""c32786da-88d0-40ed-a840-00509d1f7240"", ""ontologyProperty"": """", ""resourceXresourceId"": ""337cff2b-8890-4fb9-94c0-695d4feeed87"", ""inverseOntologyProperty"": """"}]"
5c72ed6c-fb84-5ad1-aa94-f20515c8039f,tg:lhhs:12611,e73_Copyrights,,,,,,,,,,,,,,,,,,,1946.0,2061,In Copyright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5c72ed6c-fb84-5ad1-aa94-f20515c8039f,tg:lhhs:12611_#1,e73_CreationPlacesSource_lhhs,1,,,,,,,,,,,,,,,,,,,,,lhhs,Antwerpen,,,Antwerpen (Antwerpen),au::100139,5eba8578-9f35-5e2e-a844-9bfdea6f5119,Antwerpen (Arrondissement Antwerpen),au::100141,81ac4db9-1e25-55a3-9b28-97c03f96b4ab,au::100139,5eba8578-9f35-5e2e-a844-9bfdea6f5119,au::100141,au::100141,remarks,Nederlands,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/10715087"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5c72ed6c-fb84-5ad1-aa94-f20515c8039f,tg:lhhs:12611,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19460720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5c72ed6c-fb84-5ad1-aa94-f20515c8039f,tg:lhhs:12611,e73_CreationTimeSpanSourceNotes,1,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19460731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5c72ed6c-fb84-5ad1-aa94-f20515c8039f,tg:lhhs:12611,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1946-07-20,1946-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5c72ed6c-fb84-5ad1-aa94-f20515c8039f,tg:lhhs:12611,e73_GenreTypes,1,kenmerken.lhgenrehs,vp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,verhalend proza,,,,,,,,,,,,,,,,,,,,,,
5c72ed6c-fb84-5ad1-aa94-f20515c8039f,tg:lhhs:12611,e73_Languages,1,kenmerken.lhlanguagehs,dut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dutch (language),,,,,,,,,,,,,,,,,,,,,
