ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,Condition State Note,Condition State Notes Language,Condition State Notes Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,Document status,Format Number,Format Unit Type,Format Number Type,dataset,adm.id_mat,adm.isadPartOf,adm.uuid_mat,Volgnummer,mpm_place_holder,Plaatsingsnummer,adm.acquiredVia,Warehouse Location (begin),Warehouse Location (end),Source Note Type,Source Note Language,Mark Note,Mark Type,Mark Language,Material,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Note,Production Actor Widget,Production Actor Identifier,Product stadium,Production Technique Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Object Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
86faa4d1-9d0d-5c50-8518-13a5cc8c889d,tg:lhhs:2482_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhhs:2482_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/86faa4d1-9d0d-5c50-8518-13a5cc8c889d,object identifier,,,,,,,,,,,
86faa4d1-9d0d-5c50-8518-13a5cc8c889d,tg:lhhs:2482_#1,e22_AcquisitionNumbers,1,,,,127175,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86faa4d1-9d0d-5c50-8518-13a5cc8c889d,tg:lhhs:2482_#1,e22_Acquisitions,1,tr:lh:5900,"dlod={""name"":""Archief van Herman Baccaert"",""ark"":""ark:/24970/x0/ec6797b6-45f7-5bc0-87fc-d0edfd1faefd"",""uri"":""/repositories/11/accessions/631303"",""id"":""tr:lh:5900"",""date"":""1983-03-22"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/ec6797b6-45f7-5bc0-87fc-d0edfd1faefd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86faa4d1-9d0d-5c50-8518-13a5cc8c889d,tg:lhhs:2482_#1,e22_Archives,1,,,,,,,,,,,isad:lh:184260,"dlod={""name"":""Peter Benoit : een kampioen der nationale gedachte"",""ark"":""ark:/24970/x0/4bbbd8e0-69c2-525f-909c-aefc6f179351"",""uri"":""/repositories/11/archival_objects/19715823"",""id"":""isad:lh:184260"",""nameWithContext"":[""Werkstukken"",""Handschriften van Herman Baccaert"",""Beschouwend proza / Non-fictie""],""resourceName"":""Archief van Herman Baccaert"",""resourceArk"":""ark:/24970/x0/5755d068-e9f4-592b-8a2f-ddcfe6356860"",""resourceURI"":""/repositories/11/resources/243107"",""resourceID"":""isad:lh:2272"",""capacity"":""Peter Benoit : een kampioen der nationale gedachte"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/4bbbd8e0-69c2-525f-909c-aefc6f179351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86faa4d1-9d0d-5c50-8518-13a5cc8c889d,tg:lhhs:2482_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken/lhformaths.lhformathsafm,"21,4 x 13,5",,,,,,,,,,,,,"21,4 x 13,5 - height, width, kenmerken/lhformaths.lhformathsafm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86faa4d1-9d0d-5c50-8518-13a5cc8c889d,tg:lhhs:2482_#1,e22_Dimensions,,,,,,,kenmerken/lhformaths.lhformathsafm,,,,,,,,,,,214,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86faa4d1-9d0d-5c50-8518-13a5cc8c889d,tg:lhhs:2482_#1,e22_Dimensions,,,,,,,kenmerken/lhformaths.lhformathsafm,,,,,,,,,,,135,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86faa4d1-9d0d-5c50-8518-13a5cc8c889d,tg:lhhs:2482_#1,e22_Formats,1,,,,,,kenmerken/lhpageshs.lhpageshsnumber,,,,,,,,,,,,,,,,7,folios (leaves),aantal totaal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86faa4d1-9d0d-5c50-8518-13a5cc8c889d,tg:lhhs:2482_#1,e22_Formats,1,,,,,,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,,,,,,,,,,,,,,,7,pages (components),aantal beschreven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86faa4d1-9d0d-5c50-8518-13a5cc8c889d,tg:lhhs:2482_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,,,,,,lhhs,tg:lhhs:2482_#1,isad:lh:184260,86faa4d1-9d0d-5c50-8518-13a5cc8c889d,,127175,B 115 / H,tr:lh:5900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
