ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,Condition State Note,Condition State Notes Language,Condition State Notes Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,Document status,Format Number,Format Unit Type,Format Number Type,dataset,adm.id_mat,adm.isadPartOf,adm.uuid_mat,Volgnummer,mpm_place_holder,Plaatsingsnummer,adm.acquiredVia,Warehouse Location (begin),Warehouse Location (end),Source Note Type,Source Note Language,Mark Note,Mark Type,Mark Language,Material,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Note,Production Actor Widget,Production Actor Identifier,Product stadium,Production Technique Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Object Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
c32352b0-dd91-5e26-85b5-c43e7b7be8ef,tg:lhhs:4647_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhhs:4647_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/c32352b0-dd91-5e26-85b5-c43e7b7be8ef,object identifier,,,,,,,,,,,
c32352b0-dd91-5e26-85b5-c43e7b7be8ef,tg:lhhs:4647_#1,e22_AcquisitionNumbers,1,,,,173482/1a-c,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c32352b0-dd91-5e26-85b5-c43e7b7be8ef,tg:lhhs:4647_#1,e22_Acquisitions,1,tr:lh:6952,"dlod={""name"":""Archiefstukken van Clara Haesaert"",""ark"":""ark:/24970/x0/69ae0534-328b-568c-902b-b3309588d928"",""uri"":""/repositories/11/accessions/743867"",""id"":""tr:lh:6952"",""date"":""1990-11-16"",""granter"":""Clara Haesaert"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/69ae0534-328b-568c-902b-b3309588d928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c32352b0-dd91-5e26-85b5-c43e7b7be8ef,tg:lhhs:4647_#1,e22_Archives,1,,,,,,,,,,,isad:lh:87883,"dlod={""name"":""Handschriften van Jan Biezen"",""ark"":""ark:/24970/x0/6fae01eb-bbbe-59e9-b823-3ad54dcc3df3"",""uri"":""/repositories/11/archival_objects/9403484"",""id"":""isad:lh:87883"",""nameWithContext"":[""Verzamelingen"",""Handschriften verzameld door Clara Haesaert""],""resourceName"":""Archief van Clara Haesaert"",""resourceArk"":""ark:/24970/x0/02a6de44-9dc1-51a3-8fb0-114260290f1e"",""resourceURI"":""/repositories/11/resources/40128"",""resourceID"":""isad:lh:375"",""capacity"":""Handschriften van Jan Biezen"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/6fae01eb-bbbe-59e9-b823-3ad54dcc3df3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c32352b0-dd91-5e26-85b5-c43e7b7be8ef,tg:lhhs:4647_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken/lhformaths.lhformathsafm,"29,8 x 21,1",,,,,,,,,,,,,"29,8 x 21,1 - height, width, kenmerken/lhformaths.lhformathsafm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c32352b0-dd91-5e26-85b5-c43e7b7be8ef,tg:lhhs:4647_#1,e22_Dimensions,,,,,,,kenmerken/lhformaths.lhformathsafm,,,,,,,,,,,298,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c32352b0-dd91-5e26-85b5-c43e7b7be8ef,tg:lhhs:4647_#1,e22_Dimensions,,,,,,,kenmerken/lhformaths.lhformathsafm,,,,,,,,,,,211,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c32352b0-dd91-5e26-85b5-c43e7b7be8ef,tg:lhhs:4647_#1,e22_Formats,1,,,,,,kenmerken/lhpageshs.lhpageshsnumber,,,,,,,,,,,,,,,,3,folios (leaves),aantal totaal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c32352b0-dd91-5e26-85b5-c43e7b7be8ef,tg:lhhs:4647_#1,e22_Formats,1,,,,,,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,,,,,,,,,,,,,,,3,pages (components),aantal beschreven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c32352b0-dd91-5e26-85b5-c43e7b7be8ef,tg:lhhs:4647_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,,,,,,lhhs,tg:lhhs:4647_#1,isad:lh:87883,c32352b0-dd91-5e26-85b5-c43e7b7be8ef,,173482/1a-c,B 581 / H,tr:lh:6952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
