ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,Condition State Note,Condition State Notes Language,Condition State Notes Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,Document status,Format Number,Format Unit Type,Format Number Type,dataset,adm.id_mat,adm.isadPartOf,adm.uuid_mat,Volgnummer,mpm_place_holder,Plaatsingsnummer,adm.acquiredVia,Warehouse Location (begin),Warehouse Location (end),Source Note Type,Source Note Language,Mark Note,Mark Type,Mark Language,Material,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Note,Production Actor Widget,Production Actor Identifier,Product stadium,Production Technique Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Object Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
677e5ac4-a06a-5670-a597-6bb0bc5168b7,tg:lhhs:8414_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhhs:8414_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/677e5ac4-a06a-5670-a597-6bb0bc5168b7,object identifier,,,,,,,,,,,
677e5ac4-a06a-5670-a597-6bb0bc5168b7,tg:lhhs:8414_#1,e22_AcquisitionNumbers,1,,,,141469/a en b,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677e5ac4-a06a-5670-a597-6bb0bc5168b7,tg:lhhs:8414_#1,e22_Acquisitions,1,tr:lh:6136,"dlod={""name"":""Archiefstukken van Dietsche Warande en Belfort (1900 - )"",""ark"":""ark:/24970/x0/60e58dc3-6616-517a-8a92-327575480589"",""uri"":""/repositories/11/accessions/656555"",""id"":""tr:lh:6136"",""date"":""1984-08-23"",""granter"":""Dietsche Warande en Belfort"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/60e58dc3-6616-517a-8a92-327575480589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677e5ac4-a06a-5670-a597-6bb0bc5168b7,tg:lhhs:8414_#1,e22_Archives,1,,,,,,,,,,,isad:lh:142241,"dlod={""name"":""Losse gedichten"",""ark"":""ark:/24970/x0/a87caf11-7ba1-55ea-be4e-8245c4756cb0"",""uri"":""/repositories/11/archival_objects/15219790"",""id"":""isad:lh:142241"",""nameWithContext"":[""Werkstukken"",""Handschriften van Christine D' haen"",""Poëzie""],""resourceName"":""Archief van Christine D' haen"",""resourceArk"":""ark:/24970/x0/c2ba6d13-58ec-5c01-be3c-4c2a9cd9388d"",""resourceURI"":""/repositories/11/resources/3295068"",""resourceID"":""isad:lh:30795"",""capacity"":""Losse gedichten"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/a87caf11-7ba1-55ea-be4e-8245c4756cb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677e5ac4-a06a-5670-a597-6bb0bc5168b7,tg:lhhs:8414_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken/lhformaths.lhformathsafm,"21,8 x 18 cm",,,,,,,,,,,,,"21,8 x 18 cm - height, width, kenmerken/lhformaths.lhformathsafm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677e5ac4-a06a-5670-a597-6bb0bc5168b7,tg:lhhs:8414_#1,e22_Dimensions,,,,,,,kenmerken/lhformaths.lhformathsafm,,,,,,,,,,,218,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677e5ac4-a06a-5670-a597-6bb0bc5168b7,tg:lhhs:8414_#1,e22_Dimensions,,,,,,,kenmerken/lhformaths.lhformathsafm,,,,,,,,,,,180,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677e5ac4-a06a-5670-a597-6bb0bc5168b7,tg:lhhs:8414_#1,e22_Formats,1,,,,,,kenmerken/lhpageshs.lhpageshsnumber,,,,,,,,,,,,,,,,2,folios (leaves),aantal totaal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677e5ac4-a06a-5670-a597-6bb0bc5168b7,tg:lhhs:8414_#1,e22_Formats,1,,,,,,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,,,,,,,,,,,,,,,2,pages (components),aantal beschreven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677e5ac4-a06a-5670-a597-6bb0bc5168b7,tg:lhhs:8414_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,,,,,,lhhs,tg:lhhs:8414_#1,isad:lh:142241,677e5ac4-a06a-5670-a597-6bb0bc5168b7,,141469/a en b,,tr:lh:6136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
