ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,Condition State Note,Condition State Notes Language,Condition State Notes Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,Document status,Format Number,Format Unit Type,Format Number Type,dataset,adm.id_mat,adm.isadPartOf,adm.uuid_mat,Volgnummer,mpm_place_holder,Plaatsingsnummer,adm.acquiredVia,Warehouse Location (begin),Warehouse Location (end),Source Note Type,Source Note Language,Mark Note,Mark Type,Mark Language,Material,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Note,Production Actor Widget,Production Actor Identifier,Product stadium,Production Technique Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Object Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
aae406ff-caab-5bf6-9fe7-21820ca12375,tg:lhhs:16634_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhhs:16634_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/aae406ff-caab-5bf6-9fe7-21820ca12375,object identifier,,,,,,,,,,,
aae406ff-caab-5bf6-9fe7-21820ca12375,tg:lhhs:16634_#1,e22_AcquisitionNumbers,1,,,,135020/2a-d,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aae406ff-caab-5bf6-9fe7-21820ca12375,tg:lhhs:16634_#1,e22_Acquisitions,1,tr:lh:6043,"dlod={""name"":""Archief van Karel van de Woestijne"",""ark"":""ark:/24970/x0/2e22c64c-f390-5673-a8cc-74a9d4e47ef2"",""uri"":""/repositories/11/accessions/646604"",""id"":""tr:lh:6043"",""date"":""1983-04-15"",""granter"":""Adrienne van de Woestijne-De Zutter"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/2e22c64c-f390-5673-a8cc-74a9d4e47ef2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aae406ff-caab-5bf6-9fe7-21820ca12375,tg:lhhs:16634_#1,e22_Archives,1,,,,,,,,,,,isad:lh:130406,"dlod={""name"":""Niet in het Verzameld Werk"",""ark"":""ark:/24970/x0/4f3fb3b7-3eca-590a-ba29-31943179288c"",""uri"":""/repositories/11/archival_objects/13953445"",""id"":""isad:lh:130406"",""nameWithContext"":[""Werkstukken"",""Handschriften van Karel van de Woestijne"",""Epische Poëzie""],""resourceName"":""Archief van Karel van de Woestijne"",""resourceArk"":""ark:/24970/x0/22848df6-4cec-5a42-9868-b4ee21b40291"",""resourceURI"":""/repositories/11/resources/19156"",""resourceID"":""isad:lh:179"",""capacity"":""Niet in het Verzameld Werk"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/4f3fb3b7-3eca-590a-ba29-31943179288c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aae406ff-caab-5bf6-9fe7-21820ca12375,tg:lhhs:16634_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken/lhformaths.lhformathsafm,"18,2 x 12,9",,,,,,,,,,,,,"18,2 x 12,9 - height, width, kenmerken/lhformaths.lhformathsafm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aae406ff-caab-5bf6-9fe7-21820ca12375,tg:lhhs:16634_#1,e22_Dimensions,,,,,,,kenmerken/lhformaths.lhformathsafm,,,,,,,,,,,182,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aae406ff-caab-5bf6-9fe7-21820ca12375,tg:lhhs:16634_#1,e22_Dimensions,,,,,,,kenmerken/lhformaths.lhformathsafm,,,,,,,,,,,129,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aae406ff-caab-5bf6-9fe7-21820ca12375,tg:lhhs:16634_#1,e22_Formats,1,,,,,,kenmerken/lhpageshs.lhpageshsnumber,,,,,,,,,,,,,,,,4,folios (leaves),aantal totaal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aae406ff-caab-5bf6-9fe7-21820ca12375,tg:lhhs:16634_#1,e22_Formats,1,,,,,,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,,,,,,,,,,,,,,,4,pages (components),aantal beschreven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aae406ff-caab-5bf6-9fe7-21820ca12375,tg:lhhs:16634_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,,,,,,lhhs,tg:lhhs:16634_#1,isad:lh:130406,aae406ff-caab-5bf6-9fe7-21820ca12375,,135020/2a-d,W 803 / H (7 (207)),tr:lh:6043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
