ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,Condition State Note,Condition State Notes Language,Condition State Notes Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,Document status,Format Number,Format Unit Type,Format Number Type,dataset,adm.id_mat,adm.isadPartOf,adm.uuid_mat,Volgnummer,mpm_place_holder,Plaatsingsnummer,adm.acquiredVia,Warehouse Location (begin),Warehouse Location (end),Source Note Type,Source Note Language,Mark Note,Mark Type,Mark Language,Material,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Note,Production Actor Widget,Production Actor Identifier,Product stadium,Production Technique Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Object Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
cc1bcbe1-c80e-5316-9634-393aac58fa71,tg:lhhs:14379_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhhs:14379_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/cc1bcbe1-c80e-5316-9634-393aac58fa71,object identifier,,,,,,,,,,,
cc1bcbe1-c80e-5316-9634-393aac58fa71,tg:lhhs:14379_#1,e22_AcquisitionNumbers,1,,,,219117/1-10,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cc1bcbe1-c80e-5316-9634-393aac58fa71,tg:lhhs:14379_#1,e22_Archives,1,,,,,,,,,,,isad:lh:91772,"dlod={""name"":""37"",""ark"":""ark:/24970/x0/b4fc72bb-c940-5ce7-9d72-fff6714c3527"",""uri"":""/repositories/11/archival_objects/9819607"",""id"":""isad:lh:91772"",""nameWithContext"":[""Werkstukken"",""Handschriften van Jan Lampo"",""Beschouwend proza / Non-fictie""],""resourceName"":""Archief van Jan Lampo"",""resourceArk"":""ark:/24970/x0/647ab05e-718c-5f5e-bec1-07ee234bce0b"",""resourceURI"":""/repositories/11/resources/8847940"",""resourceID"":""isad:lh:82691"",""capacity"":""37"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/b4fc72bb-c940-5ce7-9d72-fff6714c3527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cc1bcbe1-c80e-5316-9634-393aac58fa71,tg:lhhs:14379_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken/lhformaths.lhformathsafm,"21 x 29,5",,,,,,,,,,,,,"21 x 29,5 - height, width, kenmerken/lhformaths.lhformathsafm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cc1bcbe1-c80e-5316-9634-393aac58fa71,tg:lhhs:14379_#1,e22_Dimensions,,,,,,,kenmerken/lhformaths.lhformathsafm,,,,,,,,,,,210,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cc1bcbe1-c80e-5316-9634-393aac58fa71,tg:lhhs:14379_#1,e22_Dimensions,,,,,,,kenmerken/lhformaths.lhformathsafm,,,,,,,,,,,295,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cc1bcbe1-c80e-5316-9634-393aac58fa71,tg:lhhs:14379_#1,e22_Formats,1,,,,,,kenmerken/lhpageshs.lhpageshsnumber,,,,,,,,,,,,,,,,10,folios (leaves),aantal totaal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cc1bcbe1-c80e-5316-9634-393aac58fa71,tg:lhhs:14379_#1,e22_Formats,1,,,,,,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,,,,,,,,,,,,,,,10,pages (components),aantal beschreven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cc1bcbe1-c80e-5316-9634-393aac58fa71,tg:lhhs:14379_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,,,,,,lhhs,tg:lhhs:14379_#1,isad:lh:91772,cc1bcbe1-c80e-5316-9634-393aac58fa71,,219117/1-10,LL 23 / H (37),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cc1bcbe1-c80e-5316-9634-393aac58fa71,tg:lhhs:14379_#1,e22_ObjectTypes,1,,,,,,kenmerken.lhgenrehs,bp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,manuscripts (documents),,,,,,,,,,
