ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,Condition State Note,Condition State Notes Language,Condition State Notes Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,Document status,Format Number,Format Unit Type,Format Number Type,dataset,adm.id_mat,adm.isadPartOf,adm.uuid_mat,Volgnummer,mpm_place_holder,Plaatsingsnummer,adm.acquiredVia,Warehouse Location (begin),Warehouse Location (end),Source Note Type,Source Note Language,Mark Note,Mark Type,Mark Language,Material,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Note,Production Actor Widget,Production Actor Identifier,Product stadium,Production Technique Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Object Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
d0ab1bfe-3a23-573a-a559-8b6fd7134b76,tg:lhhs:11071_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhhs:11071_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/d0ab1bfe-3a23-573a-a559-8b6fd7134b76,object identifier,,,,,,,,,,,
d0ab1bfe-3a23-573a-a559-8b6fd7134b76,tg:lhhs:11071_#1,e22_AcquisitionNumbers,1,,,,146040,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d0ab1bfe-3a23-573a-a559-8b6fd7134b76,tg:lhhs:11071_#1,e22_Acquisitions,1,tr:lh:6285,"dlod={""name"":""Archief van Domien Sleeckx"",""ark"":""ark:/24970/x0/66066f6f-98dc-55ff-91cb-bfd5aaaeeaad"",""uri"":""/repositories/11/accessions/672498"",""id"":""tr:lh:6285"",""date"":""1986-12-30"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/66066f6f-98dc-55ff-91cb-bfd5aaaeeaad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d0ab1bfe-3a23-573a-a559-8b6fd7134b76,tg:lhhs:11071_#1,e22_Archives,1,,,,,,,,,,,isad:lh:90531,"dlod={""name"":""2"",""ark"":""ark:/24970/x0/22e2c960-5be2-545f-92f6-3f3d70dd3443"",""uri"":""/repositories/11/archival_objects/9686820"",""id"":""isad:lh:90531"",""nameWithContext"":[""Werkstukken"",""Handschriften van Domien Sleeckx"",""Beschouwend proza / Non-fictie""],""resourceName"":""Archief van Domien Sleeckx"",""resourceArk"":""ark:/24970/x0/223f400b-63b9-5168-aa90-1975d6336d81"",""resourceURI"":""/repositories/11/resources/54573"",""resourceID"":""isad:lh:510"",""capacity"":""2"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/22e2c960-5be2-545f-92f6-3f3d70dd3443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d0ab1bfe-3a23-573a-a559-8b6fd7134b76,tg:lhhs:11071_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken/lhformaths.lhformathsafm,"20 x 13,5 cm",,,,,,,,,,,,,"20 x 13,5 cm - height, width, kenmerken/lhformaths.lhformathsafm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d0ab1bfe-3a23-573a-a559-8b6fd7134b76,tg:lhhs:11071_#1,e22_Dimensions,,,,,,,kenmerken/lhformaths.lhformathsafm,,,,,,,,,,,200,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d0ab1bfe-3a23-573a-a559-8b6fd7134b76,tg:lhhs:11071_#1,e22_Dimensions,,,,,,,kenmerken/lhformaths.lhformathsafm,,,,,,,,,,,135,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d0ab1bfe-3a23-573a-a559-8b6fd7134b76,tg:lhhs:11071_#1,e22_Formats,1,,,,,,kenmerken/lhpageshs.lhpageshsnumber,,,,,,,,,,,,,,,,8,folios (leaves),aantal totaal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d0ab1bfe-3a23-573a-a559-8b6fd7134b76,tg:lhhs:11071_#1,e22_Formats,1,,,,,,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,,,,,,,,,,,,,,,16,pages (components),aantal beschreven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d0ab1bfe-3a23-573a-a559-8b6fd7134b76,tg:lhhs:11071_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,,,,,,lhhs,tg:lhhs:11071_#1,isad:lh:90531,d0ab1bfe-3a23-573a-a559-8b6fd7134b76,,146040,S 654 / H (2),tr:lh:6285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d0ab1bfe-3a23-573a-a559-8b6fd7134b76,tg:lhhs:11071_#1,e22_ObjectTypes,1,,,,,,kenmerken.lhgenrehs,bp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,manuscripts (documents),,,,,,,,,,
