ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,Condition State Note,Condition State Notes Language,Condition State Notes Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,Document status,Format Number,Format Unit Type,Format Number Type,dataset,adm.id_mat,adm.isadPartOf,adm.uuid_mat,Volgnummer,mpm_place_holder,Plaatsingsnummer,adm.acquiredVia,Warehouse Location (begin),Warehouse Location (end),Source Note Type,Source Note Language,Mark Note,Mark Type,Mark Language,Material,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Note,Production Actor Widget,Production Actor Identifier,Product stadium,Production Technique Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Object Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
210ba5c4-5c80-5aef-967d-09e9cc2f2931,tg:lhhs:6661_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhhs:6661_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/210ba5c4-5c80-5aef-967d-09e9cc2f2931,object identifier,,,,,,,,,,,
210ba5c4-5c80-5aef-967d-09e9cc2f2931,tg:lhhs:6661_#1,e22_AcquisitionNumbers,1,,,,149991/1a-b + 2 + 3a-b + 4-5 + 6a-d + 8 + 9a-m,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210ba5c4-5c80-5aef-967d-09e9cc2f2931,tg:lhhs:6661_#1,e22_Acquisitions,1,tr:lh:6406,"dlod={""name"":""Archief van Jotie T' Hooft"",""ark"":""ark:/24970/x0/033ae76c-4c69-5cb5-a1eb-4bff0cf17504"",""uri"":""/repositories/11/accessions/685445"",""id"":""tr:lh:6406"",""date"":""1987-09-01"",""granter"":""Marcel T' Hooft"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/033ae76c-4c69-5cb5-a1eb-4bff0cf17504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210ba5c4-5c80-5aef-967d-09e9cc2f2931,tg:lhhs:6661_#1,e22_Archives,1,,,,,,,,,,,isad:lh:153042,"dlod={""name"":""Notities en aanzetten"",""ark"":""ark:/24970/x0/c8caf494-978c-59ad-bb06-3dfa66ed41d6"",""uri"":""/repositories/11/archival_objects/16375497"",""id"":""isad:lh:153042"",""nameWithContext"":[""Werkstukken"",""Handschriften van Jotie T' Hooft""],""resourceName"":""Archief van Jotie T' Hooft"",""resourceArk"":""ark:/24970/x0/da448da7-4bc4-5f0d-87d7-588339207260"",""resourceURI"":""/repositories/11/resources/1061871"",""resourceID"":""isad:lh:9924"",""capacity"":""Notities en aanzetten"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/c8caf494-978c-59ad-bb06-3dfa66ed41d6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210ba5c4-5c80-5aef-967d-09e9cc2f2931,tg:lhhs:6661_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken/lhformaths.lhformathsafm,"29,7 x 21,1",,,,,,,,,,,,,"29,7 x 21,1 - height, width, kenmerken/lhformaths.lhformathsafm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210ba5c4-5c80-5aef-967d-09e9cc2f2931,tg:lhhs:6661_#1,e22_Dimensions,,,,,,,kenmerken/lhformaths.lhformathsafm,,,,,,,,,,,297,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210ba5c4-5c80-5aef-967d-09e9cc2f2931,tg:lhhs:6661_#1,e22_Dimensions,,,,,,,kenmerken/lhformaths.lhformathsafm,,,,,,,,,,,211,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210ba5c4-5c80-5aef-967d-09e9cc2f2931,tg:lhhs:6661_#1,e22_Formats,1,,,,,,kenmerken/lhpageshs.lhpageshsnumber,,,,,,,,,,,,,,,,26,folios (leaves),aantal totaal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210ba5c4-5c80-5aef-967d-09e9cc2f2931,tg:lhhs:6661_#1,e22_Formats,1,,,,,,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,,,,,,,,,,,,,,,37,pages (components),aantal beschreven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210ba5c4-5c80-5aef-967d-09e9cc2f2931,tg:lhhs:6661_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,,,,,,lhhs,tg:lhhs:6661_#1,isad:lh:153042,210ba5c4-5c80-5aef-967d-09e9cc2f2931,,149991/1a-b + 2 + 3a-b + 4-5 + 6a-d + 8 + 9a-m,H 7685 / H (1),tr:lh:6406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210ba5c4-5c80-5aef-967d-09e9cc2f2931,tg:lhhs:6661_#1,e22_Materials,1,,,,,,kenmerken.lhschrijfhs,bi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ball-point pens,,,,,,,,,,,,,,,,,,,,,,,,,
210ba5c4-5c80-5aef-967d-09e9cc2f2931,tg:lhhs:6661_#1,e22_ObjectTypes,1,,,,,,kenmerken.lhgenrehs,ln,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,notes (documents),,,,,,,,,,
210ba5c4-5c80-5aef-967d-09e9cc2f2931,tg:lhhs:6661_#1,e22_ProductionTechniques,1,,,,,,kenmerken.lhstadiumhs,hs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,handwriting,,,,,,,,,,,,,,,,
