ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,Condition State Note,Condition State Notes Language,Condition State Notes Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,Document status,Format Number,Format Unit Type,Format Number Type,dataset,adm.id_mat,adm.isadPartOf,adm.uuid_mat,Volgnummer,mpm_place_holder,Plaatsingsnummer,adm.acquiredVia,Warehouse Location (begin),Warehouse Location (end),Source Note Type,Source Note Language,Mark Note,Mark Type,Mark Language,Material,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Note,Production Actor Widget,Production Actor Identifier,Product stadium,Production Technique Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Object Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
00eed997-2e88-5fea-b366-58d0b2004499,tg:lhhs:8869_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhhs:8869_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/00eed997-2e88-5fea-b366-58d0b2004499,object identifier,,,,,,,,,,,
00eed997-2e88-5fea-b366-58d0b2004499,tg:lhhs:8869_#1,e22_AcquisitionNumbers,1,,,,159762,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00eed997-2e88-5fea-b366-58d0b2004499,tg:lhhs:8869_#1,e22_Acquisitions,1,tr:lh:6467,"dlod={""name"":""Aankoop bij De Librije"",""ark"":""ark:/24970/x0/7b4aade5-3de9-5165-b64d-add61b765d57"",""uri"":""/repositories/11/accessions/691972"",""id"":""tr:lh:6467"",""date"":""1988-02-02"",""granter"":""De Librije"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/7b4aade5-3de9-5165-b64d-add61b765d57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00eed997-2e88-5fea-b366-58d0b2004499,tg:lhhs:8869_#1,e22_Archives,1,,,,,,,,,,,isad:lh:139035,"dlod={""name"":""Gedichten"",""ark"":""ark:/24970/x0/b7df9e7b-3ed7-5bfd-9327-91b9707da3bc"",""uri"":""/repositories/11/archival_objects/14876748"",""id"":""isad:lh:139035"",""nameWithContext"":[""Werkstukken"",""Handschriften"",""Poëzie""],""resourceName"":""Archief van Achilles Mussche"",""resourceArk"":""ark:/24970/x0/7e8fcd2e-cdff-5fea-af45-363d26bf0347"",""resourceURI"":""/repositories/11/resources/531579"",""resourceID"":""isad:lh:4968"",""capacity"":""Gedichten"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/b7df9e7b-3ed7-5bfd-9327-91b9707da3bc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00eed997-2e88-5fea-b366-58d0b2004499,tg:lhhs:8869_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken/lhformaths.lhformathsafm,"21 x 16,5 cm",,,,,,,,,,,,,"21 x 16,5 cm - height, width, kenmerken/lhformaths.lhformathsafm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00eed997-2e88-5fea-b366-58d0b2004499,tg:lhhs:8869_#1,e22_Dimensions,,,,,,,kenmerken/lhformaths.lhformathsafm,,,,,,,,,,,210,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00eed997-2e88-5fea-b366-58d0b2004499,tg:lhhs:8869_#1,e22_Dimensions,,,,,,,kenmerken/lhformaths.lhformathsafm,,,,,,,,,,,165,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00eed997-2e88-5fea-b366-58d0b2004499,tg:lhhs:8869_#1,e22_Formats,1,,,,,,kenmerken/lhpageshs.lhpageshsnumber,,,,,,,,,,,,,,,,2,folios (leaves),aantal totaal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00eed997-2e88-5fea-b366-58d0b2004499,tg:lhhs:8869_#1,e22_Formats,1,,,,,,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,,,,,,,,,,,,,,,2,pages (components),aantal beschreven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00eed997-2e88-5fea-b366-58d0b2004499,tg:lhhs:8869_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,,,,,,lhhs,tg:lhhs:8869_#1,isad:lh:139035,00eed997-2e88-5fea-b366-58d0b2004499,,159762,M 945 / H (13),tr:lh:6467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00eed997-2e88-5fea-b366-58d0b2004499,tg:lhhs:8869_#1,e22_Materials,1,,,,,,kenmerken.lhschrijfhs,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ink,,,,,,,,,,,,,,,,,,,,,,,,,
00eed997-2e88-5fea-b366-58d0b2004499,tg:lhhs:8869_#1,e22_ObjectTypes,1,,,,,,kenmerken.lhgenrehs,pz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,manuscripts (documents),,,,,,,,,,
00eed997-2e88-5fea-b366-58d0b2004499,tg:lhhs:8869_#1,e22_ProductionTechniques,1,,,,,,kenmerken.lhstadiumhs,hs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,handwriting,,,,,,,,,,,,,,,,
00eed997-2e88-5fea-b366-58d0b2004499,tg:lhhs:8869_#1,e22_UsageRestrictions,,,,,,,default_restriction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,permission required,,,,,,,,
