ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,Condition State Note,Condition State Notes Language,Condition State Notes Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,Document status,Format Number,Format Unit Type,Format Number Type,dataset,adm.id_mat,adm.isadPartOf,adm.uuid_mat,Volgnummer,mpm_place_holder,Plaatsingsnummer,adm.acquiredVia,Warehouse Location (begin),Warehouse Location (end),Source Note Type,Source Note Language,Mark Note,Mark Type,Mark Language,Material,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Note,Production Actor Widget,Production Actor Identifier,Product stadium,Production Technique Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Object Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
49c40619-f5ea-5f3b-8b9d-9d4f7ddd168f,tg:lhhs:12961_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhhs:12961_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/49c40619-f5ea-5f3b-8b9d-9d4f7ddd168f,object identifier,,,,,,,,,,,
49c40619-f5ea-5f3b-8b9d-9d4f7ddd168f,tg:lhhs:12961_#1,e22_AcquisitionNumbers,1,,,,43945,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49c40619-f5ea-5f3b-8b9d-9d4f7ddd168f,tg:lhhs:12961_#1,e22_Acquisitions,1,tr:lh:2328,"dlod={""name"":""Archief van Pro Arte"",""ark"":""ark:/24970/x0/d55c91cb-705b-5b15-872a-4ab1cb7f2f3e"",""uri"":""/repositories/11/accessions/249099"",""id"":""tr:lh:2328"",""date"":""1952-02-07"",""granter"":""Jos Philippen"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/d55c91cb-705b-5b15-872a-4ab1cb7f2f3e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49c40619-f5ea-5f3b-8b9d-9d4f7ddd168f,tg:lhhs:12961_#1,e22_Archives,1,,,,,,,,,,,isad:lh:91228,"dlod={""name"":""Handschriften van Karel Vertommen"",""ark"":""ark:/24970/x0/ae3c78b5-8665-5beb-893d-86ac35fdbf04"",""uri"":""/repositories/11/archival_objects/9761399"",""id"":""isad:lh:91228"",""nameWithContext"":[""Archiefstukken rond uitgaven"",""Handschriften""],""resourceName"":""Archief van Pro Arte"",""resourceArk"":""ark:/24970/x0/913311f4-dd53-5319-bf2d-6e1450b4f330"",""resourceURI"":""/repositories/11/resources/9219872"",""resourceID"":""isad:lh:86167"",""capacity"":""Handschriften van Karel Vertommen"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/ae3c78b5-8665-5beb-893d-86ac35fdbf04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49c40619-f5ea-5f3b-8b9d-9d4f7ddd168f,tg:lhhs:12961_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken/lhformaths.lhformathsafm,298x210,,,,,,,,,,,,,"298x210 - height, width, kenmerken/lhformaths.lhformathsafm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49c40619-f5ea-5f3b-8b9d-9d4f7ddd168f,tg:lhhs:12961_#1,e22_Dimensions,,,,,,,kenmerken/lhformaths.lhformathsafm,,,,,,,,,,,2980,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49c40619-f5ea-5f3b-8b9d-9d4f7ddd168f,tg:lhhs:12961_#1,e22_Dimensions,,,,,,,kenmerken/lhformaths.lhformathsafm,,,,,,,,,,,2100,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49c40619-f5ea-5f3b-8b9d-9d4f7ddd168f,tg:lhhs:12961_#1,e22_Formats,1,,,,,,kenmerken/lhpageshs.lhpageshsnumber,,,,,,,,,,,,,,,,181,folios (leaves),aantal totaal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49c40619-f5ea-5f3b-8b9d-9d4f7ddd168f,tg:lhhs:12961_#1,e22_Formats,1,,,,,,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,,,,,,,,,,,,,,,181,pages (components),aantal beschreven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49c40619-f5ea-5f3b-8b9d-9d4f7ddd168f,tg:lhhs:12961_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,,,,,,lhhs,tg:lhhs:12961_#1,isad:lh:91228,49c40619-f5ea-5f3b-8b9d-9d4f7ddd168f,,43945,V 526 / H (2),tr:lh:2328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49c40619-f5ea-5f3b-8b9d-9d4f7ddd168f,tg:lhhs:12961_#1,e22_ObjectTypes,1,,,,,,kenmerken.lhgenrehs,vp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,manuscripts (documents),,,,,,,,,,
49c40619-f5ea-5f3b-8b9d-9d4f7ddd168f,tg:lhhs:12961_#1,e22_ProductStadiums,1,,,,,,kenmerken.lhstadiumhs,vt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,verbeterd typoscript,,,,,,,,,,,,,,,,,
49c40619-f5ea-5f3b-8b9d-9d4f7ddd168f,tg:lhhs:12961_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1947.0,permission required,,,,,,,,
