ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,Condition State Note,Condition State Notes Language,Condition State Notes Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,Document status,Format Number,Format Unit Type,Format Number Type,dataset,adm.id_mat,adm.isadPartOf,adm.uuid_mat,Volgnummer,mpm_place_holder,Plaatsingsnummer,adm.acquiredVia,Warehouse Location (begin),Warehouse Location (end),Source Note Type,Source Note Language,Mark Note,Mark Type,Mark Language,Material,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Note,Production Actor Widget,Production Actor Identifier,Product stadium,Production Technique Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Object Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
14cfc476-6bc3-5e60-b6a0-da2c83426689,tg:lhhs:8426_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhhs:8426_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/14cfc476-6bc3-5e60-b6a0-da2c83426689,object identifier,,,,,,,,,,,
14cfc476-6bc3-5e60-b6a0-da2c83426689,tg:lhhs:8426_#1,e22_AcquisitionNumbers,1,,,,101404,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14cfc476-6bc3-5e60-b6a0-da2c83426689,tg:lhhs:8426_#1,e22_Archives,1,,,,,,,,,,,isad:lh:142749,"dlod={""name"":""Verslagen voor de Raad van beheer van Centrum voor de Studie van het Vlaamse Cultuurleven vanaf het Begin van de Achttiende Eeuw"",""ark"":""ark:/24970/x0/fb95df5f-b4ed-5ea6-b8d5-04dfcb7a877b"",""uri"":""/repositories/11/archival_objects/15274146"",""id"":""isad:lh:142749"",""nameWithContext"":[""Stukken betreffende specifieke functies"",""Gedetacheerd leerkracht Stadsbibliotheek Brugge""],""resourceName"":""Archief van Christine D' haen"",""resourceArk"":""ark:/24970/x0/c2ba6d13-58ec-5c01-be3c-4c2a9cd9388d"",""resourceURI"":""/repositories/11/resources/3295068"",""resourceID"":""isad:lh:30795"",""capacity"":""Verslagen voor de Raad van beheer van Centrum voor de Studie van het Vlaamse Cultuurleven vanaf het Begin van de Achttiende Eeuw"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/fb95df5f-b4ed-5ea6-b8d5-04dfcb7a877b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14cfc476-6bc3-5e60-b6a0-da2c83426689,tg:lhhs:8426_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken/lhformaths.lhformathsafm,"27,6 x 21,2 cm",,,,,,,,,,,,,"27,6 x 21,2 cm - height, width, kenmerken/lhformaths.lhformathsafm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14cfc476-6bc3-5e60-b6a0-da2c83426689,tg:lhhs:8426_#1,e22_Dimensions,,,,,,,kenmerken/lhformaths.lhformathsafm,,,,,,,,,,,276,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14cfc476-6bc3-5e60-b6a0-da2c83426689,tg:lhhs:8426_#1,e22_Dimensions,,,,,,,kenmerken/lhformaths.lhformathsafm,,,,,,,,,,,212,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14cfc476-6bc3-5e60-b6a0-da2c83426689,tg:lhhs:8426_#1,e22_Formats,1,,,,,,kenmerken/lhpageshs.lhpageshsnumber,,,,,,,,,,,,,,,,3,folios (leaves),aantal totaal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14cfc476-6bc3-5e60-b6a0-da2c83426689,tg:lhhs:8426_#1,e22_Formats,1,,,,,,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,,,,,,,,,,,,,,,3,pages (components),aantal beschreven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14cfc476-6bc3-5e60-b6a0-da2c83426689,tg:lhhs:8426_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,,,,,,lhhs,tg:lhhs:8426_#1,isad:lh:142749,14cfc476-6bc3-5e60-b6a0-da2c83426689,,101404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14cfc476-6bc3-5e60-b6a0-da2c83426689,tg:lhhs:8426_#1,e22_Materials,1,,,,,,kenmerken.lhschrijfhs,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ink,,,,,,,,,,,,,,,,,,,,,,,,,
