ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,Condition State Note,Condition State Notes Language,Condition State Notes Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,Document status,Format Number,Format Unit Type,Format Number Type,dataset,adm.id_mat,adm.isadPartOf,adm.uuid_mat,Volgnummer,mpm_place_holder,Plaatsingsnummer,adm.acquiredVia,Warehouse Location (begin),Warehouse Location (end),Source Note Type,Source Note Language,Mark Note,Mark Type,Mark Language,Material,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Note,Production Actor Widget,Production Actor Identifier,Product stadium,Production Technique Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Object Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
a403cf73-0335-54d0-8e79-9d0a14d31b8f,tg:lhhs:9127_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhhs:9127_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/a403cf73-0335-54d0-8e79-9d0a14d31b8f,object identifier,,,,,,,,,,,
a403cf73-0335-54d0-8e79-9d0a14d31b8f,tg:lhhs:9127_#1,e22_AcquisitionNumbers,1,,,,178224,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a403cf73-0335-54d0-8e79-9d0a14d31b8f,tg:lhhs:9127_#1,e22_Acquisitions,1,tr:lh:7140,"dlod={""name"":""Archief van Armand Boni"",""ark"":""ark:/24970/x0/c08aadf2-a9a5-57d9-8a78-41024b2332cc"",""uri"":""/repositories/11/accessions/763983"",""id"":""tr:lh:7140"",""date"":""1992-12-09"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/c08aadf2-a9a5-57d9-8a78-41024b2332cc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a403cf73-0335-54d0-8e79-9d0a14d31b8f,tg:lhhs:9127_#1,e22_Archives,1,,,,,,,,,,,isad:lh:89737,"dlod={""name"":""1977 - Zondvloed over Italië"",""ark"":""ark:/24970/x0/9abfdd1f-40d6-54f1-a794-305f4de37abc"",""uri"":""/repositories/11/archival_objects/9601862"",""id"":""isad:lh:89737"",""nameWithContext"":[""Werkstukken"",""Handschriften van Armand Boni"",""Verhalend proza / Fictie""],""resourceName"":""Archief van Armand Boni"",""resourceArk"":""ark:/24970/x0/252fcb0f-811f-591b-bad6-3bddd7bf9b36"",""resourceURI"":""/repositories/11/resources/180833"",""resourceID"":""isad:lh:1690"",""capacity"":""1977 - Zondvloed over Italië"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/9abfdd1f-40d6-54f1-a794-305f4de37abc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a403cf73-0335-54d0-8e79-9d0a14d31b8f,tg:lhhs:9127_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken/lhformaths.lhformathsafm,28 x 22 cm,,,,,,,,,,,,,"28 x 22 cm - height, width, kenmerken/lhformaths.lhformathsafm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a403cf73-0335-54d0-8e79-9d0a14d31b8f,tg:lhhs:9127_#1,e22_Dimensions,,,,,,,kenmerken/lhformaths.lhformathsafm,,,,,,,,,,,280,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a403cf73-0335-54d0-8e79-9d0a14d31b8f,tg:lhhs:9127_#1,e22_Dimensions,,,,,,,kenmerken/lhformaths.lhformathsafm,,,,,,,,,,,220,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a403cf73-0335-54d0-8e79-9d0a14d31b8f,tg:lhhs:9127_#1,e22_Formats,1,,,,,,kenmerken/lhpageshs.lhpageshsnumber,,,,,,,,,,,,,,,,6,folios (leaves),aantal totaal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a403cf73-0335-54d0-8e79-9d0a14d31b8f,tg:lhhs:9127_#1,e22_Formats,1,,,,,,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,,,,,,,,,,,,,,,6,pages (components),aantal beschreven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a403cf73-0335-54d0-8e79-9d0a14d31b8f,tg:lhhs:9127_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,,,,,,lhhs,tg:lhhs:9127_#1,isad:lh:89737,a403cf73-0335-54d0-8e79-9d0a14d31b8f,,178224,B 716 / H (7),tr:lh:7140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a403cf73-0335-54d0-8e79-9d0a14d31b8f,tg:lhhs:9127_#1,e22_Materials,1,,,,,,kenmerken.lhschrijfhs,bi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ball-point pens,,,,,,,,,,,,,,,,,,,,,,,,,
a403cf73-0335-54d0-8e79-9d0a14d31b8f,tg:lhhs:9127_#1,e22_ObjectTypes,1,,,,,,kenmerken.lhgenrehs,vp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,manuscripts (documents),,,,,,,,,,
a403cf73-0335-54d0-8e79-9d0a14d31b8f,tg:lhhs:9127_#1,e22_ProductionActors,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194718e9-f436-5de6-af21-b0ca62281ae4,au::8518,ui,publishers,,,,,,,,,,,,,,,,,,,,,
