ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,Condition State Note,Condition State Notes Language,Condition State Notes Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,Document status,Format Number,Format Unit Type,Format Number Type,dataset,adm.id_mat,adm.isadPartOf,adm.uuid_mat,Volgnummer,mpm_place_holder,Plaatsingsnummer,adm.acquiredVia,Warehouse Location (begin),Warehouse Location (end),Source Note Type,Source Note Language,Mark Note,Mark Type,Mark Language,Material,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Note,Production Actor Widget,Production Actor Identifier,Product stadium,Production Technique Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Object Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
56cfca60-3d6d-5ea8-ab69-f9bd1da4b857,tg:lhhs:6526_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhhs:6526_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/56cfca60-3d6d-5ea8-ab69-f9bd1da4b857,object identifier,,,,,,,,,,,
56cfca60-3d6d-5ea8-ab69-f9bd1da4b857,tg:lhhs:6526_#1,e22_AcquisitionNumbers,1,,,,50434/B,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56cfca60-3d6d-5ea8-ab69-f9bd1da4b857,tg:lhhs:6526_#1,e22_Acquisitions,1,tr:lh:2558,"dlod={""name"":""Archief van Nicolaas Winkeler"",""ark"":""ark:/24970/x0/1895d571-a97a-56a7-9e1f-5e4415553131"",""uri"":""/repositories/11/accessions/273709"",""id"":""tr:lh:2558"",""date"":""1954-07-05"",""granter"":""Antonia Winkeler"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/1895d571-a97a-56a7-9e1f-5e4415553131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56cfca60-3d6d-5ea8-ab69-f9bd1da4b857,tg:lhhs:6526_#1,e22_Archives,1,,,,,,,,,,,isad:lh:188046,"dlod={""name"":""1920 - Onze Schelde"",""ark"":""ark:/24970/x0/207f159c-1336-54ab-ac0a-5141b09af6d1"",""uri"":""/repositories/11/archival_objects/20120925"",""id"":""isad:lh:188046"",""nameWithContext"":[""Werkstukken"",""Handschriften van Nicolaas Winkeler"",""Beschouwend proza / Non-fictie""],""resourceName"":""Archief van Nicolaas Winkeler"",""resourceArk"":""ark:/24970/x0/f6961e56-af7a-5eb4-abf7-9cb9edc88b3d"",""resourceURI"":""/repositories/11/resources/9470894"",""resourceID"":""isad:lh:88513"",""capacity"":""1920 - Onze Schelde"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/207f159c-1336-54ab-ac0a-5141b09af6d1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56cfca60-3d6d-5ea8-ab69-f9bd1da4b857,tg:lhhs:6526_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken/lhformaths.lhformathsafm,"21,9 x 15,7",,,,,,,,,,,,,"21,9 x 15,7 - height, width, kenmerken/lhformaths.lhformathsafm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56cfca60-3d6d-5ea8-ab69-f9bd1da4b857,tg:lhhs:6526_#1,e22_Dimensions,,,,,,,kenmerken/lhformaths.lhformathsafm,,,,,,,,,,,219,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56cfca60-3d6d-5ea8-ab69-f9bd1da4b857,tg:lhhs:6526_#1,e22_Dimensions,,,,,,,kenmerken/lhformaths.lhformathsafm,,,,,,,,,,,157,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56cfca60-3d6d-5ea8-ab69-f9bd1da4b857,tg:lhhs:6526_#1,e22_Formats,1,,,,,,kenmerken/lhpageshs.lhpageshsnumber,,,,,,,,,,,,,,,,36,folios (leaves),aantal totaal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56cfca60-3d6d-5ea8-ab69-f9bd1da4b857,tg:lhhs:6526_#1,e22_Formats,1,,,,,,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,,,,,,,,,,,,,,,36,pages (components),aantal beschreven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56cfca60-3d6d-5ea8-ab69-f9bd1da4b857,tg:lhhs:6526_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,,,,,,lhhs,tg:lhhs:6526_#1,isad:lh:188046,56cfca60-3d6d-5ea8-ab69-f9bd1da4b857,,50434/B,W 7423 / H (5),tr:lh:2558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
