ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,Condition State Note,Condition State Notes Language,Condition State Notes Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,Document status,Format Number,Format Unit Type,Format Number Type,dataset,adm.id_mat,adm.isadPartOf,adm.uuid_mat,Volgnummer,mpm_place_holder,Plaatsingsnummer,adm.acquiredVia,Warehouse Location (begin),Warehouse Location (end),Source Note Type,Source Note Language,Mark Note,Mark Type,Mark Language,Material,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Note,Production Actor Widget,Production Actor Identifier,Product stadium,Production Technique Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Object Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
55b040b1-02b1-5432-ba97-720b0e583bf1,tg:lhhs:2780_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhhs:2780_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/55b040b1-02b1-5432-ba97-720b0e583bf1,object identifier,,,,,,,,,,,
55b040b1-02b1-5432-ba97-720b0e583bf1,tg:lhhs:2780_#1,e22_AcquisitionNumbers,1,,,,36518,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55b040b1-02b1-5432-ba97-720b0e583bf1,tg:lhhs:2780_#1,e22_Acquisitions,1,tr:lh:1978,"dlod={""name"":""Archief van Cyriel Buysse"",""ark"":""ark:/24970/x0/eb83152c-3be1-5297-9156-ab4d4a4b1457"",""uri"":""/repositories/11/accessions/211649"",""id"":""tr:lh:1978"",""date"":""1948-07-02"",""granter"":""René Buysse"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/eb83152c-3be1-5297-9156-ab4d4a4b1457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55b040b1-02b1-5432-ba97-720b0e583bf1,tg:lhhs:2780_#1,e22_Archives,1,,,,,,,,,,,isad:lh:87253,"dlod={""name"":""1918 - Van den Hak op den Tak"",""ark"":""ark:/24970/x0/1943315f-ce88-5103-9488-605d03f0293e"",""uri"":""/repositories/11/archival_objects/9336074"",""id"":""isad:lh:87253"",""nameWithContext"":[""Werkstukken"",""Handschriften van Cyriel Buysse"",""Verhalend proza / Fictie""],""resourceName"":""Archief van Cyriel Buysse"",""resourceArk"":""ark:/24970/x0/fdb1ee38-f63a-5f0f-b554-d61cb9325446"",""resourceURI"":""/repositories/11/resources/8762554"",""resourceID"":""isad:lh:81893"",""capacity"":""1918 - Van den Hak op den Tak"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/1943315f-ce88-5103-9488-605d03f0293e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55b040b1-02b1-5432-ba97-720b0e583bf1,tg:lhhs:2780_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken/lhformaths.lhformathsafm,"21,5 x 17",,,,,,,,,,,,,"21,5 x 17 - height, width, kenmerken/lhformaths.lhformathsafm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55b040b1-02b1-5432-ba97-720b0e583bf1,tg:lhhs:2780_#1,e22_Dimensions,,,,,,,kenmerken/lhformaths.lhformathsafm,,,,,,,,,,,215,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55b040b1-02b1-5432-ba97-720b0e583bf1,tg:lhhs:2780_#1,e22_Dimensions,,,,,,,kenmerken/lhformaths.lhformathsafm,,,,,,,,,,,170,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55b040b1-02b1-5432-ba97-720b0e583bf1,tg:lhhs:2780_#1,e22_Formats,1,,,,,,kenmerken/lhpageshs.lhpageshsnumber,,,,,,,,,,,,,,,,15,folios (leaves),aantal totaal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55b040b1-02b1-5432-ba97-720b0e583bf1,tg:lhhs:2780_#1,e22_Formats,1,,,,,,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,,,,,,,,,,,,,,,16,pages (components),aantal beschreven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55b040b1-02b1-5432-ba97-720b0e583bf1,tg:lhhs:2780_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,,,,,,lhhs,tg:lhhs:2780_#1,isad:lh:87253,55b040b1-02b1-5432-ba97-720b0e583bf1,,36518,B 995 / H (23),tr:lh:1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55b040b1-02b1-5432-ba97-720b0e583bf1,tg:lhhs:2780_#1,e22_Materials,1,,,,,,kenmerken.lhschrijfhs,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ink,,,,,,,,,,,,,,,,,,,,,,,,,
55b040b1-02b1-5432-ba97-720b0e583bf1,tg:lhhs:2780_#1,e22_ObjectTypes,1,,,,,,kenmerken.lhgenrehs,vp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,manuscripts (documents),,,,,,,,,,
55b040b1-02b1-5432-ba97-720b0e583bf1,tg:lhhs:2780_#1,e22_ProductionTechniques,1,,,,,,kenmerken.lhstadiumhs,hs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,handwriting,,,,,,,,,,,,,,,,
55b040b1-02b1-5432-ba97-720b0e583bf1,tg:lhhs:2780_#1,e22_UsageRestrictions,,,,,,,default_restriction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,permission required,,,,,,,,
55b040b1-02b1-5432-ba97-720b0e583bf1,tg:lhhs:2780_#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O2RdYWVTvjkeWI9OgcIyFxDV,lhhs,https://dams.antwerpen.be/iiif/O2RdYWVTvjkeWI9OgcIyFxDV/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/O2RdYWVTvjkeWI9OgcIyFxDV,DAMS Image,lh,Tekstdrager
