ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,Condition State Note,Condition State Notes Language,Condition State Notes Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,Document status,Format Number,Format Unit Type,Format Number Type,dataset,adm.id_mat,adm.isadPartOf,adm.uuid_mat,Volgnummer,mpm_place_holder,Plaatsingsnummer,adm.acquiredVia,Warehouse Location (begin),Warehouse Location (end),Source Note Type,Source Note Language,Mark Note,Mark Type,Mark Language,Material,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Note,Production Actor Widget,Production Actor Identifier,Product stadium,Production Technique Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Object Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
68ee52f1-13b8-5ac0-9310-b8cfb879bc88,tg:lhhs:12111_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhhs:12111_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/68ee52f1-13b8-5ac0-9310-b8cfb879bc88,object identifier,,,,,,,,,,,
68ee52f1-13b8-5ac0-9310-b8cfb879bc88,tg:lhhs:12111_#1,e22_AcquisitionNumbers,1,,,,88363,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68ee52f1-13b8-5ac0-9310-b8cfb879bc88,tg:lhhs:12111_#1,e22_Acquisitions,1,tr:lh:4620,"dlod={""name"":""Archief van Herman Teirlinck"",""ark"":""ark:/24970/x0/9afe197f-b81e-571e-ae2d-9b4139504d04"",""uri"":""/repositories/11/accessions/494343"",""id"":""tr:lh:4620"",""date"":""1972-12-08"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/9afe197f-b81e-571e-ae2d-9b4139504d04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68ee52f1-13b8-5ac0-9310-b8cfb879bc88,tg:lhhs:12111_#1,e22_Archives,1,,,,,,,,,,,isad:lh:90885,"dlod={""name"":""Handschriften van onbekende auteur"",""ark"":""ark:/24970/x0/32fa05ea-6e12-5a29-aeba-156dbda8baab"",""uri"":""/repositories/11/archival_objects/9724698"",""id"":""isad:lh:90885"",""nameWithContext"":[""Verzamelingen"",""Handschriften verzameld door Herman Teirlinck""],""resourceName"":""Archief van Herman Teirlinck"",""resourceArk"":""ark:/24970/x0/1f975158-9927-5714-bc52-8fc333447c14"",""resourceURI"":""/repositories/11/resources/128189"",""resourceID"":""isad:lh:1198"",""capacity"":""Handschriften van onbekende auteur"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/32fa05ea-6e12-5a29-aeba-156dbda8baab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68ee52f1-13b8-5ac0-9310-b8cfb879bc88,tg:lhhs:12111_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken/lhformaths.lhformathsafm,175x115,,,,,,,,,,,,,"175x115 - height, width, kenmerken/lhformaths.lhformathsafm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68ee52f1-13b8-5ac0-9310-b8cfb879bc88,tg:lhhs:12111_#1,e22_Dimensions,,,,,,,kenmerken/lhformaths.lhformathsafm,,,,,,,,,,,1750,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68ee52f1-13b8-5ac0-9310-b8cfb879bc88,tg:lhhs:12111_#1,e22_Dimensions,,,,,,,kenmerken/lhformaths.lhformathsafm,,,,,,,,,,,1150,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68ee52f1-13b8-5ac0-9310-b8cfb879bc88,tg:lhhs:12111_#1,e22_Formats,1,,,,,,kenmerken/lhpageshs.lhpageshsnumber,,,,,,,,,,,,,,,,16,folios (leaves),aantal totaal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68ee52f1-13b8-5ac0-9310-b8cfb879bc88,tg:lhhs:12111_#1,e22_Formats,1,,,,,,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,,,,,,,,,,,,,,,16,pages (components),aantal beschreven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68ee52f1-13b8-5ac0-9310-b8cfb879bc88,tg:lhhs:12111_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,,,,,,lhhs,tg:lhhs:12111_#1,isad:lh:90885,68ee52f1-13b8-5ac0-9310-b8cfb879bc88,,88363,T 176 / H (24),tr:lh:4620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
