ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,Condition State Note,Condition State Notes Language,Condition State Notes Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,Document status,Format Number,Format Unit Type,Format Number Type,dataset,adm.id_mat,adm.isadPartOf,adm.uuid_mat,Volgnummer,mpm_place_holder,Plaatsingsnummer,adm.acquiredVia,Warehouse Location (begin),Warehouse Location (end),Source Note Type,Source Note Language,Mark Note,Mark Type,Mark Language,Material,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Note,Production Actor Widget,Production Actor Identifier,Product stadium,Production Technique Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Object Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
dd90840b-78c5-5fb9-92d6-6acb339ab444,tg:lhhs:1148_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhhs:1148_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/dd90840b-78c5-5fb9-92d6-6acb339ab444,object identifier,,,,,,,,,,,
dd90840b-78c5-5fb9-92d6-6acb339ab444,tg:lhhs:1148_#1,e22_AcquisitionNumbers,1,,,,202391,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dd90840b-78c5-5fb9-92d6-6acb339ab444,tg:lhhs:1148_#1,e22_Acquisitions,1,tr:lh:7838,"dlod={""name"":""Aankoop bij Ronald Deckers"",""ark"":""ark:/24970/x0/6519562e-c0a8-55e0-896d-af418d416b68"",""uri"":""/repositories/11/accessions/838669"",""id"":""tr:lh:7838"",""date"":""2005-08-10"",""granter"":""Ronald Deckers"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/6519562e-c0a8-55e0-896d-af418d416b68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dd90840b-78c5-5fb9-92d6-6acb339ab444,tg:lhhs:1148_#1,e22_Archives,1,,,,,,,,,,,isad:lh:86437,"dlod={""name"":""Handschriften van André Demedts"",""ark"":""ark:/24970/x0/c995bcef-4b85-58bf-92aa-8d41a2ec2067"",""uri"":""/repositories/11/archival_objects/9248762"",""id"":""isad:lh:86437"",""nameWithContext"":[""Verzamelingen"",""Handschriften verzameld door José de Ceulaer""],""resourceName"":""Archief van José de Ceulaer"",""resourceArk"":""ark:/24970/x0/1b4cc0bd-0475-50ed-a43d-0d7c4a27b0fe"",""resourceURI"":""/repositories/11/resources/8949911"",""resourceID"":""isad:lh:83644"",""capacity"":""Handschriften van André Demedts"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/c995bcef-4b85-58bf-92aa-8d41a2ec2067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dd90840b-78c5-5fb9-92d6-6acb339ab444,tg:lhhs:1148_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken/lhformaths.lhformathsafm,"27,3 x 21,3 cm",,,,,,,,,,,,,"27,3 x 21,3 cm - height, width, kenmerken/lhformaths.lhformathsafm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dd90840b-78c5-5fb9-92d6-6acb339ab444,tg:lhhs:1148_#1,e22_Dimensions,,,,,,,kenmerken/lhformaths.lhformathsafm,,,,,,,,,,,273,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dd90840b-78c5-5fb9-92d6-6acb339ab444,tg:lhhs:1148_#1,e22_Dimensions,,,,,,,kenmerken/lhformaths.lhformathsafm,,,,,,,,,,,213,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dd90840b-78c5-5fb9-92d6-6acb339ab444,tg:lhhs:1148_#1,e22_Formats,1,,,,,,kenmerken/lhpageshs.lhpageshsnumber,,,,,,,,,,,,,,,,1,folios (leaves),aantal totaal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dd90840b-78c5-5fb9-92d6-6acb339ab444,tg:lhhs:1148_#1,e22_Formats,1,,,,,,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,,,,,,,,,,,,,,,1,pages (components),aantal beschreven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dd90840b-78c5-5fb9-92d6-6acb339ab444,tg:lhhs:1148_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,,,,,,lhhs,tg:lhhs:1148_#1,isad:lh:86437,dd90840b-78c5-5fb9-92d6-6acb339ab444,,202391,D 325 / H (varia),tr:lh:7838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dd90840b-78c5-5fb9-92d6-6acb339ab444,tg:lhhs:1148_#1,e22_Materials,1,,,,,,kenmerken.lhschrijfhs,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ink,,,,,,,,,,,,,,,,,,,,,,,,,
dd90840b-78c5-5fb9-92d6-6acb339ab444,tg:lhhs:1148_#1,e22_ObjectTypes,1,,,,,,kenmerken.lhgenrehs,pz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,manuscripts (documents),,,,,,,,,,
dd90840b-78c5-5fb9-92d6-6acb339ab444,tg:lhhs:1148_#1,e22_ProductionTechniques,1,,,,,,kenmerken.lhstadiumhs,hs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,handwriting,,,,,,,,,,,,,,,,
dd90840b-78c5-5fb9-92d6-6acb339ab444,tg:lhhs:1148_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1955.0,permission required,,,,,,,,
