ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,Condition State Note,Condition State Notes Language,Condition State Notes Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,Document status,Format Number,Format Unit Type,Format Number Type,dataset,adm.id_mat,adm.isadPartOf,adm.uuid_mat,Volgnummer,mpm_place_holder,Plaatsingsnummer,adm.acquiredVia,Warehouse Location (begin),Warehouse Location (end),Source Note Type,Source Note Language,Mark Note,Mark Type,Mark Language,Material,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Note,Production Actor Widget,Production Actor Identifier,Product stadium,Production Technique Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Object Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
c1ab5228-90b6-557f-9364-c42fe800b7d0,tg:lhhs:21259_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhhs:21259_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/c1ab5228-90b6-557f-9364-c42fe800b7d0,object identifier,,,,,,,,,,,
c1ab5228-90b6-557f-9364-c42fe800b7d0,tg:lhhs:21259_#1,e22_Archives,1,,,,,,,,,,,isad:lh:178855,"dlod={""name"":""Auteurs M-W"",""ark"":""ark:/24970/x0/1ba6c869-c515-5d63-bb86-f38d6c684f79"",""uri"":""/repositories/11/archival_objects/19137488"",""id"":""isad:lh:178855"",""nameWithContext"":[""Prijskampen"",""1971"",""Inzendingen"",""Ongeïdentificeerde inzendingen""],""resourceName"":""Archief van Blanka Gyselenprijs"",""resourceArk"":""ark:/24970/x0/3a08e060-7d6f-5fc5-b79c-f25f4dc3c9a2"",""resourceURI"":""/repositories/11/resources/4350623"",""resourceID"":""isad:lh:40660"",""capacity"":""Auteurs M-W"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/1ba6c869-c515-5d63-bb86-f38d6c684f79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c1ab5228-90b6-557f-9364-c42fe800b7d0,tg:lhhs:21259_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken/lhformaths.lhformathsafm,"27,5 x 21,5",,,,,,,,,,,,,"27,5 x 21,5 - height, width, kenmerken/lhformaths.lhformathsafm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c1ab5228-90b6-557f-9364-c42fe800b7d0,tg:lhhs:21259_#1,e22_Dimensions,,,,,,,kenmerken/lhformaths.lhformathsafm,,,,,,,,,,,275,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c1ab5228-90b6-557f-9364-c42fe800b7d0,tg:lhhs:21259_#1,e22_Dimensions,,,,,,,kenmerken/lhformaths.lhformathsafm,,,,,,,,,,,215,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c1ab5228-90b6-557f-9364-c42fe800b7d0,tg:lhhs:21259_#1,e22_Formats,1,,,,,,kenmerken/lhpageshs.lhpageshsnumber,,,,,,,,,,,,,,,,20,folios (leaves),aantal totaal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c1ab5228-90b6-557f-9364-c42fe800b7d0,tg:lhhs:21259_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,,,,,,lhhs,tg:lhhs:21259_#1,isad:lh:178855,c1ab5228-90b6-557f-9364-c42fe800b7d0,G 9933 / 75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c1ab5228-90b6-557f-9364-c42fe800b7d0,tg:lhhs:21259_#1,e22_ObjectTypes,1,,,,,,kenmerken.lhgenrehs,pz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,manuscripts (documents),,,,,,,,,,
c1ab5228-90b6-557f-9364-c42fe800b7d0,tg:lhhs:21259_#1,e22_ProductionTechniques,1,,,,,,kenmerken.lhstadiumhs,ts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,typewriting,,,,,,,,,,,,,,,,
c1ab5228-90b6-557f-9364-c42fe800b7d0,tg:lhhs:21259_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1971.0,permission required,,,,,,,,
