ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,Condition State Note,Condition State Notes Language,Condition State Notes Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,Document status,Format Number,Format Unit Type,Format Number Type,dataset,adm.id_mat,adm.isadPartOf,adm.uuid_mat,Volgnummer,mpm_place_holder,Plaatsingsnummer,adm.acquiredVia,Warehouse Location (begin),Warehouse Location (end),Source Note Type,Source Note Language,Mark Note,Mark Type,Mark Language,Material,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Note,Production Actor Widget,Production Actor Identifier,Product stadium,Production Technique Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Object Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
ca89b697-ea4a-59b6-b4b5-ee8bf8f631af,tg:lhhs:17418_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhhs:17418_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/ca89b697-ea4a-59b6-b4b5-ee8bf8f631af,object identifier,,,,,,,,,,,
ca89b697-ea4a-59b6-b4b5-ee8bf8f631af,tg:lhhs:17418_#1,e22_AcquisitionNumbers,1,,,,69171/2a-d,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ca89b697-ea4a-59b6-b4b5-ee8bf8f631af,tg:lhhs:17418_#1,e22_Acquisitions,1,tr:lh:3454,"dlod={""name"":""Archiefstukken van Johan Daisne"",""ark"":""ark:/24970/x0/03401fb2-d268-5ab1-a0e6-1d01df7d3f5e"",""uri"":""/repositories/11/accessions/369581"",""id"":""tr:lh:3454"",""date"":""1962-04-12"",""granter"":""Johan Daisne"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/03401fb2-d268-5ab1-a0e6-1d01df7d3f5e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ca89b697-ea4a-59b6-b4b5-ee8bf8f631af,tg:lhhs:17418_#1,e22_Archives,1,,,,,,,,,,,isad:lh:86261,"dlod={""name"":""1965 - Charaban"",""ark"":""ark:/24970/x0/194dff13-503d-5736-aaab-0fa5f451e5a6"",""uri"":""/repositories/11/archival_objects/9229930"",""id"":""isad:lh:86261"",""nameWithContext"":[""Werkstukken"",""Handschriften van Johan Daisne"",""Verhalend proza / Fictie""],""resourceName"":""Archief van Johan Daisne"",""resourceArk"":""ark:/24970/x0/8f90638d-2a16-59ec-b4c4-2ed47829a0b3"",""resourceURI"":""/repositories/11/resources/32638"",""resourceID"":""isad:lh:305"",""capacity"":""1965 - Charaban"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/194dff13-503d-5736-aaab-0fa5f451e5a6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ca89b697-ea4a-59b6-b4b5-ee8bf8f631af,tg:lhhs:17418_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken/lhformaths.lhformathsafm,21 x 14,,,,,,,,,,,,,"21 x 14 - height, width, kenmerken/lhformaths.lhformathsafm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ca89b697-ea4a-59b6-b4b5-ee8bf8f631af,tg:lhhs:17418_#1,e22_Dimensions,,,,,,,kenmerken/lhformaths.lhformathsafm,,,,,,,,,,,210,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ca89b697-ea4a-59b6-b4b5-ee8bf8f631af,tg:lhhs:17418_#1,e22_Dimensions,,,,,,,kenmerken/lhformaths.lhformathsafm,,,,,,,,,,,140,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ca89b697-ea4a-59b6-b4b5-ee8bf8f631af,tg:lhhs:17418_#1,e22_Formats,1,,,,,,kenmerken/lhpageshs.lhpageshsnumber,,,,,,,,,,,,,,,,30,folios (leaves),aantal totaal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ca89b697-ea4a-59b6-b4b5-ee8bf8f631af,tg:lhhs:17418_#1,e22_Formats,1,,,,,,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,,,,,,,,,,,,,,,30,pages (components),aantal beschreven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ca89b697-ea4a-59b6-b4b5-ee8bf8f631af,tg:lhhs:17418_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,,,,,,lhhs,tg:lhhs:17418_#1,isad:lh:86261,ca89b697-ea4a-59b6-b4b5-ee8bf8f631af,,69171/2a-d,D 125 / H (32),tr:lh:3454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ca89b697-ea4a-59b6-b4b5-ee8bf8f631af,tg:lhhs:17418_#1,e22_Materials,1,,,,,,kenmerken.lhschrijfhs,bi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ball-point pens,,,,,,,,,,,,,,,,,,,,,,,,,
ca89b697-ea4a-59b6-b4b5-ee8bf8f631af,tg:lhhs:17418_#1,e22_ObjectTypes,1,,,,,,kenmerken.lhgenrehs,vp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,manuscripts (documents),,,,,,,,,,
ca89b697-ea4a-59b6-b4b5-ee8bf8f631af,tg:lhhs:17418_#1,e22_ProductStadiums,1,,,,,,kenmerken.lhstadiumhs,vdp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,verbeterde drukproef,,,,,,,,,,,,,,,,,
