ResourceID,brocade.id,card,order,Acquisition Number,Acquisition Number Type,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.id_mat,mpm_place_holder,Plaatsingsnummer,adm.uuid_mat,adm.acquiredVia,adm.isadPartOf,Volgnummer,Source Note,Warehouse Location (begin),Warehouse Location (end),Source Note Type,Source Note Language,Object Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
e1957502-f1e6-5024-b6a3-6c5f57f75185,tg:lhph:32907_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhph:32907_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/e1957502-f1e6-5024-b6a3-6c5f57f75185,object identifier,,,,,,,,,,
e1957502-f1e6-5024-b6a3-6c5f57f75185,tg:lhph:32907_#1,e22_AcquisitionNumbers,1,195303/15,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e1957502-f1e6-5024-b6a3-6c5f57f75185,tg:lhph:32907_#1,e22_Acquisitions,1,,,tr:lh:7346,"dlod={""name"":""Archief van Jules Vyverman"",""ark"":""ark:/24970/x0/44108794-059d-5261-9aa7-9cc7ace86819"",""uri"":""/repositories/11/accessions/786025"",""id"":""tr:lh:7346"",""date"":""1996-02-01"",""granter"":""A. van Damme-Vijverman"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/44108794-059d-5261-9aa7-9cc7ace86819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e1957502-f1e6-5024-b6a3-6c5f57f75185,tg:lhph:32907_#1,e22_Archives,1,,,,,,,,,,,isad:lh:95167,"dlod={""name"":""Foto's i.v.m. Mgr. Jules Vyverman"",""ark"":""ark:/24970/x0/c04ff8aa-04fe-534e-aad8-16f56bc14d6d"",""uri"":""/repositories/11/archival_objects/10182872"",""id"":""isad:lh:95167"",""nameWithContext"":[""Verzamelingen"",""Foto's""],""resourceName"":""Archief van Mgr. Jules Vyverman"",""resourceArk"":""ark:/24970/x0/59ec7053-9048-5cbf-a776-320a54f18ebe"",""resourceURI"":""/repositories/11/resources/7379151"",""resourceID"":""isad:lh:68964"",""capacity"":""Foto's i.v.m. Mgr. Jules Vyverman"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/c04ff8aa-04fe-534e-aad8-16f56bc14d6d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e1957502-f1e6-5024-b6a3-6c5f57f75185,tg:lhph:32907_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatph,120 x 171,,,,,,,,,,"120 x 171 - height, width, kenmerken.lhformatph",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e1957502-f1e6-5024-b6a3-6c5f57f75185,tg:lhph:32907_#1,e22_Dimensions,,,,,,,kenmerken.lhformatph,,,,,,,,120,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e1957502-f1e6-5024-b6a3-6c5f57f75185,tg:lhph:32907_#1,e22_Dimensions,,,,,,,kenmerken.lhformatph,,,,,,,,171,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e1957502-f1e6-5024-b6a3-6c5f57f75185,tg:lhph:32907_#1,e22_Items,1,,,,,,,,,,,,,,,,,,lhph,tg:lhph:32907_#1,195303/15,V 998 / P,e1957502-f1e6-5024-b6a3-6c5f57f75185,tr:lh:7346,isad:lh:95167,,,,,,,,,,,,,,,,,,,,,,
e1957502-f1e6-5024-b6a3-6c5f57f75185,tg:lhph:32907_#1,e22_ObjectTypes,1,,,,,,kenmerken.lhtypeph,ZP,,,,,,,,,,,,,,,,,,,,,,,,black-and-white photographs,,,,,,,,,,,,,,,
e1957502-f1e6-5024-b6a3-6c5f57f75185,tg:lhph:32907_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1961.0,permission required,,,,,,,,
e1957502-f1e6-5024-b6a3-6c5f57f75185,tg:lhph:32907_#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b1RZZqTWMvlLZLkWMYNAq2wb,lhph,https://dams.antwerpen.be/iiif/b1RZZqTWMvlLZLkWMYNAq2wb/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/b1RZZqTWMvlLZLkWMYNAq2wb,DAMS Image,lhph,Foto
