ResourceID,brocade.id,card,order,Acquisition Number,Acquisition Number Type,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.id_mat,mpm_place_holder,Plaatsingsnummer,adm.uuid_mat,adm.acquiredVia,adm.isadPartOf,Volgnummer,Source Note,Warehouse Location (begin),Warehouse Location (end),Source Note Type,Source Note Language,Object Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
efc1a554-d022-5185-84ec-b3537e643d54,tg:lhph:45409_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhph:45409_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/efc1a554-d022-5185-84ec-b3537e643d54,object identifier,,,,,,,,,,
efc1a554-d022-5185-84ec-b3537e643d54,tg:lhph:45409_#1,e22_AcquisitionNumbers,1,160059/263,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
efc1a554-d022-5185-84ec-b3537e643d54,tg:lhph:45409_#1,e22_Acquisitions,1,,,tr:lh:6511,"dlod={""name"":""Archief van Edward Deleu"",""ark"":""ark:/24970/x0/b06c54a5-669d-5046-b575-55a5cc084c37"",""uri"":""/repositories/11/accessions/696680"",""id"":""tr:lh:6511"",""date"":""1988-05-31"",""granter"":""Erik Deleu"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/b06c54a5-669d-5046-b575-55a5cc084c37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
efc1a554-d022-5185-84ec-b3537e643d54,tg:lhph:45409_#1,e22_Archives,1,,,,,,,,,,,isad:lh:94488,"dlod={""name"":""Foto's i.v.m. Edward Deleu"",""ark"":""ark:/24970/x0/236f2f26-ab92-5e05-a176-a72a4761671b"",""uri"":""/repositories/11/archival_objects/10110219"",""id"":""isad:lh:94488"",""nameWithContext"":[""Verzamelingen"",""Foto's""],""resourceName"":""Archief van Edward Deleu"",""resourceArk"":""ark:/24970/x0/cfe214bd-efc6-543e-bf8b-af7d71dfd16b"",""resourceURI"":""/repositories/11/resources/937965"",""resourceID"":""isad:lh:8766"",""capacity"":""Foto's i.v.m. Edward Deleu"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/236f2f26-ab92-5e05-a176-a72a4761671b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
efc1a554-d022-5185-84ec-b3537e643d54,tg:lhph:45409_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatph,31 x 73,,,,,,,,,,"31 x 73 - height, width, kenmerken.lhformatph",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
efc1a554-d022-5185-84ec-b3537e643d54,tg:lhph:45409_#1,e22_Dimensions,,,,,,,kenmerken.lhformatph,,,,,,,,31,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
efc1a554-d022-5185-84ec-b3537e643d54,tg:lhph:45409_#1,e22_Dimensions,,,,,,,kenmerken.lhformatph,,,,,,,,73,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
efc1a554-d022-5185-84ec-b3537e643d54,tg:lhph:45409_#1,e22_Items,1,,,,,,,,,,,,,,,,,,lhph,tg:lhph:45409_#1,160059/263,D 2969 / P,efc1a554-d022-5185-84ec-b3537e643d54,tr:lh:6511,isad:lh:94488,,,,,,,,,,,,,,,,,,,,,,
efc1a554-d022-5185-84ec-b3537e643d54,tg:lhph:45409_#1,e22_ObjectTypes,1,,,,,,kenmerken.lhtypeph,ZP,,,,,,,,,,,,,,,,,,,,,,,,black-and-white photographs,,,,,,,,,,,,,,,
efc1a554-d022-5185-84ec-b3537e643d54,tg:lhph:45409_#1,e22_UsageRestrictions,,,,,,,default_restriction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,permission required,,,,,,,,
efc1a554-d022-5185-84ec-b3537e643d54,tg:lhph:45409_#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K2kXTiYmjfGhoWvZMkVtTT8A,lhph,https://dams.antwerpen.be/iiif/K2kXTiYmjfGhoWvZMkVtTT8A/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/K2kXTiYmjfGhoWvZMkVtTT8A,DAMS Image,lhph,Foto
