ResourceID,brocade.id,card,order,Acquisition Number,Acquisition Number Type,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.id_mat,mpm_place_holder,Plaatsingsnummer,adm.uuid_mat,adm.acquiredVia,adm.isadPartOf,Volgnummer,Source Note,Warehouse Location (begin),Warehouse Location (end),Source Note Type,Source Note Language,Object Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
4201a1ad-a12b-53f4-aa7d-fd4026a137a9,tg:lhph:26500_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhph:26500_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/4201a1ad-a12b-53f4-aa7d-fd4026a137a9,object identifier,,,,,,,,,,
4201a1ad-a12b-53f4-aa7d-fd4026a137a9,tg:lhph:26500_#1,e22_AcquisitionNumbers,1,201348/1,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4201a1ad-a12b-53f4-aa7d-fd4026a137a9,tg:lhph:26500_#1,e22_Acquisitions,1,,,tr:lh:7775,"dlod={""name"":""Archief van Clément Pardon"",""ark"":""ark:/24970/x0/2ac7fc17-e402-533f-a39c-58eedc1226ab"",""uri"":""/repositories/11/accessions/831928"",""id"":""tr:lh:7775"",""date"":""2002-10-15"",""granter"":""Stella Pardon"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/2ac7fc17-e402-533f-a39c-58eedc1226ab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4201a1ad-a12b-53f4-aa7d-fd4026a137a9,tg:lhph:26500_#1,e22_Archives,1,,,,,,,,,,,isad:lh:94373,"dlod={""name"":""Foto's i.v.m. Clément Pardon"",""ark"":""ark:/24970/x0/b6042715-1206-545d-a664-9f6b4bfb5b84"",""uri"":""/repositories/11/archival_objects/10097914"",""id"":""isad:lh:94373"",""nameWithContext"":[""Verzamelingen"",""Foto's""],""resourceName"":""Archief van Clément Pardon"",""resourceArk"":""ark:/24970/x0/ae6b3c55-3057-5869-ae5a-d575e2ec059c"",""resourceURI"":""/repositories/11/resources/10097593"",""resourceID"":""isad:lh:94370"",""capacity"":""Foto's i.v.m. Clément Pardon"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/b6042715-1206-545d-a664-9f6b4bfb5b84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4201a1ad-a12b-53f4-aa7d-fd4026a137a9,tg:lhph:26500_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatph,125 x 175,,,,,,,,,,"125 x 175 - height, width, kenmerken.lhformatph",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4201a1ad-a12b-53f4-aa7d-fd4026a137a9,tg:lhph:26500_#1,e22_Dimensions,,,,,,,kenmerken.lhformatph,,,,,,,,125,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4201a1ad-a12b-53f4-aa7d-fd4026a137a9,tg:lhph:26500_#1,e22_Dimensions,,,,,,,kenmerken.lhformatph,,,,,,,,175,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4201a1ad-a12b-53f4-aa7d-fd4026a137a9,tg:lhph:26500_#1,e22_Items,1,,,,,,,,,,,,,,,,,,lhph,tg:lhph:26500_#1,201348/1,P 1835 / P,4201a1ad-a12b-53f4-aa7d-fd4026a137a9,tr:lh:7775,isad:lh:94373,,,,,,,,,,,,,,,,,,,,,,
4201a1ad-a12b-53f4-aa7d-fd4026a137a9,tg:lhph:26500_#1,e22_ObjectTypes,1,,,,,,kenmerken.lhtypeph,ZP,,,,,,,,,,,,,,,,,,,,,,,,black-and-white photographs,,,,,,,,,,,,,,,
4201a1ad-a12b-53f4-aa7d-fd4026a137a9,tg:lhph:26500_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1969.0,permission required,,,,,,,,
4201a1ad-a12b-53f4-aa7d-fd4026a137a9,tg:lhph:26500_#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CTOqYNr5KTWSAQX8NGjH3r7d,lhph,https://dams.antwerpen.be/iiif/CTOqYNr5KTWSAQX8NGjH3r7d/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/CTOqYNr5KTWSAQX8NGjH3r7d,DAMS Image,lhph,Foto
