ResourceID,brocade.id,card,order,Acquisition Number,Acquisition Number Type,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.id_mat,mpm_place_holder,Plaatsingsnummer,adm.uuid_mat,adm.acquiredVia,adm.isadPartOf,Volgnummer,Source Note,Warehouse Location (begin),Warehouse Location (end),Source Note Type,Source Note Language,Object Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
66f1ed98-949b-5de8-80ed-a0a58f8c14ce,tg:lhph:41910_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhph:41910_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/66f1ed98-949b-5de8-80ed-a0a58f8c14ce,object identifier,,,,,,,,,,
66f1ed98-949b-5de8-80ed-a0a58f8c14ce,tg:lhph:41910_#1,e22_AcquisitionNumbers,1,74866/4,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66f1ed98-949b-5de8-80ed-a0a58f8c14ce,tg:lhph:41910_#1,e22_Acquisitions,1,,,tr:lh:3834,"dlod={""name"":""Aankoop bij Walter de Mulder"",""ark"":""ark:/24970/x0/d4670968-55b5-5f3a-90f5-6757427fb112"",""uri"":""/repositories/11/accessions/410241"",""id"":""tr:lh:3834"",""date"":""1966-01-17"",""granter"":""Walter de Mulder"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/d4670968-55b5-5f3a-90f5-6757427fb112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66f1ed98-949b-5de8-80ed-a0a58f8c14ce,tg:lhph:41910_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatph,235 x 175,,,,,,,,,,"235 x 175 - height, width, kenmerken.lhformatph",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66f1ed98-949b-5de8-80ed-a0a58f8c14ce,tg:lhph:41910_#1,e22_Dimensions,,,,,,,kenmerken.lhformatph,,,,,,,,235,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66f1ed98-949b-5de8-80ed-a0a58f8c14ce,tg:lhph:41910_#1,e22_Dimensions,,,,,,,kenmerken.lhformatph,,,,,,,,175,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66f1ed98-949b-5de8-80ed-a0a58f8c14ce,tg:lhph:41910_#1,e22_Items,1,,,,,,,,,,,,,,,,,,lhph,tg:lhph:41910_#1,74866/4,W 684 / P,66f1ed98-949b-5de8-80ed-a0a58f8c14ce,tr:lh:3834,,,,,,,,,,,,,,,,,,,,,,,
66f1ed98-949b-5de8-80ed-a0a58f8c14ce,tg:lhph:41910_#1,e22_ObjectTypes,1,,,,,,kenmerken.lhtypeph,ZP,,,,,,,,,,,,,,,,,,,,,,,,black-and-white photographs,,,,,,,,,,,,,,,
66f1ed98-949b-5de8-80ed-a0a58f8c14ce,tg:lhph:41910_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966.0,permission required,,,,,,,,
66f1ed98-949b-5de8-80ed-a0a58f8c14ce,tg:lhph:41910_#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,iELSTpaLPQOD9BXVZi0CqBNj,lhph,https://dams.antwerpen.be/iiif/iELSTpaLPQOD9BXVZi0CqBNj/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/iELSTpaLPQOD9BXVZi0CqBNj,DAMS Image,lhph,Foto
