ResourceID,brocade.id,card,order,Acquisition Number,Acquisition Number Type,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.id_mat,mpm_place_holder,Plaatsingsnummer,adm.uuid_mat,adm.acquiredVia,adm.isadPartOf,Volgnummer,Source Note,Warehouse Location (begin),Warehouse Location (end),Source Note Type,Source Note Language,Object Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
f8204241-0309-51f1-abfe-db9b6465a2ce,tg:lhph:29905_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhph:29905_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/f8204241-0309-51f1-abfe-db9b6465a2ce,object identifier,,,,,,,,,,
f8204241-0309-51f1-abfe-db9b6465a2ce,tg:lhph:29905_#1,e22_AcquisitionNumbers,1,82695/6,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f8204241-0309-51f1-abfe-db9b6465a2ce,tg:lhph:29905_#1,e22_Acquisitions,1,,,tr:lh:4197,"dlod={""name"":""Schenking van Domien de Gruyter"",""ark"":""ark:/24970/x0/63e2169c-c7e1-529f-8208-a1cf289330a5"",""uri"":""/repositories/11/accessions/449082"",""id"":""tr:lh:4197"",""date"":""1969-05-20"",""granter"":""Domien de Gruyter"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/63e2169c-c7e1-529f-8208-a1cf289330a5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f8204241-0309-51f1-abfe-db9b6465a2ce,tg:lhph:29905_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatph,225 x 160,,,,,,,,,,"225 x 160 - height, width, kenmerken.lhformatph",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f8204241-0309-51f1-abfe-db9b6465a2ce,tg:lhph:29905_#1,e22_Dimensions,,,,,,,kenmerken.lhformatph,,,,,,,,225,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f8204241-0309-51f1-abfe-db9b6465a2ce,tg:lhph:29905_#1,e22_Dimensions,,,,,,,kenmerken.lhformatph,,,,,,,,160,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f8204241-0309-51f1-abfe-db9b6465a2ce,tg:lhph:29905_#1,e22_Items,1,,,,,,,,,,,,,,,,,,lhph,tg:lhph:29905_#1,82695/6,G 9438 / P,f8204241-0309-51f1-abfe-db9b6465a2ce,tr:lh:4197,,,,,,,,,,,,,,,,,,,,,,,
f8204241-0309-51f1-abfe-db9b6465a2ce,tg:lhph:29905_#1,e22_ObjectTypes,1,,,,,,kenmerken.lhtypeph,ZP,,,,,,,,,,,,,,,,,,,,,,,,black-and-white photographs,,,,,,,,,,,,,,,
f8204241-0309-51f1-abfe-db9b6465a2ce,tg:lhph:29905_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1938.0,permission required,,,,,,,,
f8204241-0309-51f1-abfe-db9b6465a2ce,tg:lhph:29905_#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T2ETiR3rknWYUVRwGMPVQ7Ku,lhph,https://dams.antwerpen.be/iiif/T2ETiR3rknWYUVRwGMPVQ7Ku/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/T2ETiR3rknWYUVRwGMPVQ7Ku,DAMS Image,lhph,Foto
