ResourceID,brocade.id,card,order,Acquisition Number,Acquisition Number Type,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.id_mat,mpm_place_holder,Plaatsingsnummer,adm.uuid_mat,adm.acquiredVia,adm.isadPartOf,Volgnummer,Source Note,Warehouse Location (begin),Warehouse Location (end),Source Note Type,Source Note Language,Object Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
b192a3c5-d4b6-5015-8050-df7f2e4f4da1,tg:lhph:27095_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhph:27095_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/b192a3c5-d4b6-5015-8050-df7f2e4f4da1,object identifier,,,,,,,,,,
b192a3c5-d4b6-5015-8050-df7f2e4f4da1,tg:lhph:27095_#1,e22_AcquisitionNumbers,1,166652/28,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b192a3c5-d4b6-5015-8050-df7f2e4f4da1,tg:lhph:27095_#1,e22_Acquisitions,1,,,tr:lh:6723,"dlod={""name"":""Schenking van Paul Vermeer"",""ark"":""ark:/24970/x0/fbd5aefd-e8af-57d8-a27f-df0198fa5829"",""uri"":""/repositories/11/accessions/719364"",""id"":""tr:lh:6723"",""date"":""1989-09-27"",""granter"":""Paul Vermeer"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/fbd5aefd-e8af-57d8-a27f-df0198fa5829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b192a3c5-d4b6-5015-8050-df7f2e4f4da1,tg:lhph:27095_#1,e22_Archives,1,,,,,,,,,,,isad:lh:93841,"dlod={""name"":""Foto's i.v.m. Paul Vermeer"",""ark"":""ark:/24970/x0/3c8232a6-710d-5247-a21f-ecdb0fbb39a8"",""uri"":""/repositories/11/archival_objects/10040990"",""id"":""isad:lh:93841"",""nameWithContext"":[""Verzamelingen"",""Foto's""],""resourceName"":""Archief van Paul Vermeer"",""resourceArk"":""ark:/24970/x0/2c22864f-26aa-5f34-95e8-1bfd02622264"",""resourceURI"":""/repositories/11/resources/3225090"",""resourceID"":""isad:lh:30141"",""capacity"":""Foto's i.v.m. Paul Vermeer"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/3c8232a6-710d-5247-a21f-ecdb0fbb39a8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b192a3c5-d4b6-5015-8050-df7f2e4f4da1,tg:lhph:27095_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatph,176 x 124,,,,,,,,,,"176 x 124 - height, width, kenmerken.lhformatph",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b192a3c5-d4b6-5015-8050-df7f2e4f4da1,tg:lhph:27095_#1,e22_Dimensions,,,,,,,kenmerken.lhformatph,,,,,,,,176,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b192a3c5-d4b6-5015-8050-df7f2e4f4da1,tg:lhph:27095_#1,e22_Dimensions,,,,,,,kenmerken.lhformatph,,,,,,,,124,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b192a3c5-d4b6-5015-8050-df7f2e4f4da1,tg:lhph:27095_#1,e22_Items,1,,,,,,,,,,,,,,,,,,lhph,tg:lhph:27095_#1,166652/28,V 454 / P,b192a3c5-d4b6-5015-8050-df7f2e4f4da1,tr:lh:6723,isad:lh:93841,,,,,,,,,,,,,,,,,,,,,,
b192a3c5-d4b6-5015-8050-df7f2e4f4da1,tg:lhph:27095_#1,e22_ObjectTypes,1,,,,,,kenmerken.lhtypeph,ZP,,,,,,,,,,,,,,,,,,,,,,,,black-and-white photographs,,,,,,,,,,,,,,,
b192a3c5-d4b6-5015-8050-df7f2e4f4da1,tg:lhph:27095_#1,e22_UsageRestrictions,,,,,,,default_restriction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,permission required,,,,,,,,
b192a3c5-d4b6-5015-8050-df7f2e4f4da1,tg:lhph:27095_#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n2fXdATcZeWRwC6YWOB5La1g,lhph,https://dams.antwerpen.be/iiif/n2fXdATcZeWRwC6YWOB5La1g/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/n2fXdATcZeWRwC6YWOB5La1g,DAMS Image,lhph,Foto
