ResourceID,brocade.id,card,order,Acquisition Number,Acquisition Number Type,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.id_mat,mpm_place_holder,Plaatsingsnummer,adm.uuid_mat,adm.acquiredVia,adm.isadPartOf,Volgnummer,Source Note,Warehouse Location (begin),Warehouse Location (end),Source Note Type,Source Note Language,Object Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
024aafa3-b730-5f3e-93b3-a23093a63c68,tg:lhph:29712_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhph:29712_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/024aafa3-b730-5f3e-93b3-a23093a63c68,object identifier,,,,,,,,,,
024aafa3-b730-5f3e-93b3-a23093a63c68,tg:lhph:29712_#1,e22_AcquisitionNumbers,1,84574/12,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
024aafa3-b730-5f3e-93b3-a23093a63c68,tg:lhph:29712_#1,e22_Acquisitions,1,,,tr:lh:4387,"dlod={""name"":""Archief van Julia de Gruyter"",""ark"":""ark:/24970/x0/dc46c534-cf55-5fab-b22e-10f3b6e86497"",""uri"":""/repositories/11/accessions/469412"",""id"":""tr:lh:4387"",""date"":""1971-01-15"",""granter"":""Domien de Gruyter"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/dc46c534-cf55-5fab-b22e-10f3b6e86497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
024aafa3-b730-5f3e-93b3-a23093a63c68,tg:lhph:29712_#1,e22_Archives,1,,,,,,,,,,,isad:lh:95312,"dlod={""name"":""Foto's (verzameling)"",""ark"":""ark:/24970/x0/120c9d79-58e0-518e-8b07-4304a29ce2cd"",""uri"":""/repositories/11/archival_objects/10198387"",""id"":""isad:lh:95312"",""nameWithContext"":[""Verzamelingen"",""Foto's""],""resourceName"":""Archiefstukken van Julia de Gruyter"",""resourceArk"":""ark:/24970/x0/fb2e7d7f-f76c-5b6b-bee9-31e5c97b97be"",""resourceURI"":""/repositories/11/resources/614397"",""resourceID"":""isad:lh:5742"",""capacity"":""Foto's (verzameling)"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/120c9d79-58e0-518e-8b07-4304a29ce2cd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
024aafa3-b730-5f3e-93b3-a23093a63c68,tg:lhph:29712_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatph,165 x 230,,,,,,,,,,"165 x 230 - height, width, kenmerken.lhformatph",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
024aafa3-b730-5f3e-93b3-a23093a63c68,tg:lhph:29712_#1,e22_Dimensions,,,,,,,kenmerken.lhformatph,,,,,,,,165,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
024aafa3-b730-5f3e-93b3-a23093a63c68,tg:lhph:29712_#1,e22_Dimensions,,,,,,,kenmerken.lhformatph,,,,,,,,230,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
024aafa3-b730-5f3e-93b3-a23093a63c68,tg:lhph:29712_#1,e22_Items,1,,,,,,,,,,,,,,,,,,lhph,tg:lhph:29712_#1,84574/12,G 9432 / P,024aafa3-b730-5f3e-93b3-a23093a63c68,tr:lh:4387,isad:lh:95312,,,,,,,,,,,,,,,,,,,,,,
024aafa3-b730-5f3e-93b3-a23093a63c68,tg:lhph:29712_#1,e22_ObjectTypes,1,,,,,,kenmerken.lhtypeph,ZP,,,,,,,,,,,,,,,,,,,,,,,,black-and-white photographs,,,,,,,,,,,,,,,
024aafa3-b730-5f3e-93b3-a23093a63c68,tg:lhph:29712_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1928.0,permission required,,,,,,,,
024aafa3-b730-5f3e-93b3-a23093a63c68,tg:lhph:29712_#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C1QTZmYMBfUUOCXHTiD0IFG5,lhph,https://dams.antwerpen.be/iiif/C1QTZmYMBfUUOCXHTiD0IFG5/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/C1QTZmYMBfUUOCXHTiD0IFG5,DAMS Image,lhph,Foto
