ResourceID,brocade.id,card,order,Acquisition Number,Acquisition Number Type,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.id_mat,mpm_place_holder,Plaatsingsnummer,adm.uuid_mat,adm.acquiredVia,adm.isadPartOf,Volgnummer,Source Note,Warehouse Location (begin),Warehouse Location (end),Source Note Type,Source Note Language,Object Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
b442aeed-d38a-5127-8ab1-b7176ade7125,tg:lhph:33755_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhph:33755_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/b442aeed-d38a-5127-8ab1-b7176ade7125,object identifier,,,,,,,,,,
b442aeed-d38a-5127-8ab1-b7176ade7125,tg:lhph:33755_#1,e22_AcquisitionNumbers,1,54903/3,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b442aeed-d38a-5127-8ab1-b7176ade7125,tg:lhph:33755_#1,e22_Acquisitions,1,,,tr:lh:2777,"dlod={""name"":""Schenking van Denijs Peeters"",""ark"":""ark:/24970/x0/d6eea8bb-3a7b-5f90-ae7b-ec1aa37a7795"",""uri"":""/repositories/11/accessions/297142"",""id"":""tr:lh:2777"",""date"":""1956-12-18"",""granter"":""Denijs Peeters"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/d6eea8bb-3a7b-5f90-ae7b-ec1aa37a7795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b442aeed-d38a-5127-8ab1-b7176ade7125,tg:lhph:33755_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatph,165 x 230,,,,,,,,,,"165 x 230 - height, width, kenmerken.lhformatph",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b442aeed-d38a-5127-8ab1-b7176ade7125,tg:lhph:33755_#1,e22_Dimensions,,,,,,,kenmerken.lhformatph,,,,,,,,165,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b442aeed-d38a-5127-8ab1-b7176ade7125,tg:lhph:33755_#1,e22_Dimensions,,,,,,,kenmerken.lhformatph,,,,,,,,230,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b442aeed-d38a-5127-8ab1-b7176ade7125,tg:lhph:33755_#1,e22_Items,1,,,,,,,,,,,,,,,,,,lhph,tg:lhph:33755_#1,54903/3,K 878 / P,b442aeed-d38a-5127-8ab1-b7176ade7125,tr:lh:2777,,,,,,,,,,,,,,,,,,,,,,,
b442aeed-d38a-5127-8ab1-b7176ade7125,tg:lhph:33755_#1,e22_ObjectTypes,1,,,,,,kenmerken.lhtypeph,ZP,,,,,,,,,,,,,,,,,,,,,,,,black-and-white photographs,,,,,,,,,,,,,,,
b442aeed-d38a-5127-8ab1-b7176ade7125,tg:lhph:33755_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1949.0,permission required,,,,,,,,
b442aeed-d38a-5127-8ab1-b7176ade7125,tg:lhph:33755_#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NYJJBr8VedBSOQjusr2EYwEN,lhph,https://dams.antwerpen.be/iiif/NYJJBr8VedBSOQjusr2EYwEN/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/NYJJBr8VedBSOQjusr2EYwEN,DAMS Image,lhph,Foto
