ResourceID,brocade.id,card,order,Acquisition Number,Acquisition Number Type,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.id_mat,mpm_place_holder,Plaatsingsnummer,adm.uuid_mat,adm.acquiredVia,adm.isadPartOf,Volgnummer,Source Note,Warehouse Location (begin),Warehouse Location (end),Source Note Type,Source Note Language,Object Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
46e3a9ba-c9af-5a5c-b332-f7cf218df053,tg:lhph:15306_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhph:15306_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/46e3a9ba-c9af-5a5c-b332-f7cf218df053,object identifier,,,,,,,,,,
46e3a9ba-c9af-5a5c-b332-f7cf218df053,tg:lhph:15306_#1,e22_AcquisitionNumbers,1,104606/29-32,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46e3a9ba-c9af-5a5c-b332-f7cf218df053,tg:lhph:15306_#1,e22_Acquisitions,1,,,tr:lh:5307,"dlod={""name"":""Archief van Rob Roemans"",""ark"":""ark:/24970/x0/9b567352-ffc5-518d-a393-feffda14dd4c"",""uri"":""/repositories/11/accessions/567852"",""id"":""tr:lh:5307"",""date"":""1977-09-27"",""granter"":""Hilda van Assche"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/9b567352-ffc5-518d-a393-feffda14dd4c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46e3a9ba-c9af-5a5c-b332-f7cf218df053,tg:lhph:15306_#1,e22_Archives,1,,,,,,,,,,,isad:lh:94621,"dlod={""name"":""Foto's i.v.m. Rob Roemans"",""ark"":""ark:/24970/x0/e1c4c5b6-a5eb-56e6-806c-40719cf81d81"",""uri"":""/repositories/11/archival_objects/10124450"",""id"":""isad:lh:94621"",""nameWithContext"":[""Verzamelingen"",""Foto's""],""resourceName"":""Archief van Rob Roemans"",""resourceArk"":""ark:/24970/x0/2af25028-3bbe-5a17-b34c-da5169bc69f8"",""resourceURI"":""/repositories/11/resources/397508"",""resourceID"":""isad:lh:3715"",""capacity"":""Foto's i.v.m. Rob Roemans"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/e1c4c5b6-a5eb-56e6-806c-40719cf81d81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46e3a9ba-c9af-5a5c-b332-f7cf218df053,tg:lhph:15306_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatph,230 x 172,,,,,,,,,,"230 x 172 - height, width, kenmerken.lhformatph",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46e3a9ba-c9af-5a5c-b332-f7cf218df053,tg:lhph:15306_#1,e22_Dimensions,,,,,,,kenmerken.lhformatph,,,,,,,,230,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46e3a9ba-c9af-5a5c-b332-f7cf218df053,tg:lhph:15306_#1,e22_Dimensions,,,,,,,kenmerken.lhformatph,,,,,,,,172,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46e3a9ba-c9af-5a5c-b332-f7cf218df053,tg:lhph:15306_#1,e22_Items,1,,,,,,,,,,,,,,,,,,lhph,tg:lhph:15306_#1,104606/29-32,R 603 / P,46e3a9ba-c9af-5a5c-b332-f7cf218df053,tr:lh:5307,isad:lh:94621,,,,,,,,,,,,,,,,,,,,,,
46e3a9ba-c9af-5a5c-b332-f7cf218df053,tg:lhph:15306_#1,e22_ObjectTypes,1,,,,,,kenmerken.lhtypeph,ZP,,,,,,,,,,,,,,,,,,,,,,,,black-and-white photographs,,,,,,,,,,,,,,,
46e3a9ba-c9af-5a5c-b332-f7cf218df053,tg:lhph:15306_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950.0,permission required,,,,,,,,
46e3a9ba-c9af-5a5c-b332-f7cf218df053,tg:lhph:15306_#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,o2UPK9OkST1dgxZnXYFNPG8h,lhph,https://dams.antwerpen.be/iiif/o2UPK9OkST1dgxZnXYFNPG8h/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/o2UPK9OkST1dgxZnXYFNPG8h,DAMS Image,lhph,Foto
