ResourceID,brocade.id,card,order,Acquisition Number,Acquisition Number Type,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.id_mat,mpm_place_holder,Plaatsingsnummer,adm.uuid_mat,adm.acquiredVia,adm.isadPartOf,Volgnummer,Source Note,Warehouse Location (begin),Warehouse Location (end),Source Note Type,Source Note Language,Object Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
4ce48722-8eaa-5443-b2c2-dae26184114a,tg:lhph:45013_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhph:45013_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/4ce48722-8eaa-5443-b2c2-dae26184114a,object identifier,,,,,,,,,,
4ce48722-8eaa-5443-b2c2-dae26184114a,tg:lhph:45013_#1,e22_AcquisitionNumbers,1,179826/6,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4ce48722-8eaa-5443-b2c2-dae26184114a,tg:lhph:45013_#1,e22_Acquisitions,1,,,tr:lh:7281,"dlod={""name"":""Archief van Etienne Debel"",""ark"":""ark:/24970/x0/927c3157-8ed5-5489-80e9-91c7309bcb36"",""uri"":""/repositories/11/accessions/779070"",""id"":""tr:lh:7281"",""date"":""1998-11-12"",""granter"":""Ruth Debel-Koppel"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/927c3157-8ed5-5489-80e9-91c7309bcb36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4ce48722-8eaa-5443-b2c2-dae26184114a,tg:lhph:45013_#1,e22_Archives,1,,,,,,,,,,,isad:lh:95185,"dlod={""name"":""Foto's i.v.m. Etienne Debel"",""ark"":""ark:/24970/x0/3c6c3224-7d85-59a5-8c7c-41de81338f5a"",""uri"":""/repositories/11/archival_objects/10184798"",""id"":""isad:lh:95185"",""nameWithContext"":[""Verzamelingen"",""Foto's""],""resourceName"":""Archief van Etienne Debel"",""resourceArk"":""ark:/24970/x0/13eb3b2b-5629-5f5d-bbfe-3ace5e7020fa"",""resourceURI"":""/repositories/11/resources/7619259"",""resourceID"":""isad:lh:71208"",""capacity"":""Foto's i.v.m. Etienne Debel"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/3c6c3224-7d85-59a5-8c7c-41de81338f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4ce48722-8eaa-5443-b2c2-dae26184114a,tg:lhph:45013_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatph,175 x 237,,,,,,,,,,"175 x 237 - height, width, kenmerken.lhformatph",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4ce48722-8eaa-5443-b2c2-dae26184114a,tg:lhph:45013_#1,e22_Dimensions,,,,,,,kenmerken.lhformatph,,,,,,,,175,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4ce48722-8eaa-5443-b2c2-dae26184114a,tg:lhph:45013_#1,e22_Dimensions,,,,,,,kenmerken.lhformatph,,,,,,,,237,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4ce48722-8eaa-5443-b2c2-dae26184114a,tg:lhph:45013_#1,e22_Items,1,,,,,,,,,,,,,,,,,,lhph,tg:lhph:45013_#1,179826/6,P 223 / P,4ce48722-8eaa-5443-b2c2-dae26184114a,tr:lh:7281,isad:lh:95185,,,,,,,,,,,,,,,,,,,,,,
4ce48722-8eaa-5443-b2c2-dae26184114a,tg:lhph:45013_#1,e22_ObjectTypes,1,,,,,,kenmerken.lhtypeph,ZP,,,,,,,,,,,,,,,,,,,,,,,,black-and-white photographs,,,,,,,,,,,,,,,
4ce48722-8eaa-5443-b2c2-dae26184114a,tg:lhph:45013_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1960.0,permission required,,,,,,,,
4ce48722-8eaa-5443-b2c2-dae26184114a,tg:lhph:45013_#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ycNUmQFWRBFFN7UlBqEg5GXU,lhph,https://dams.antwerpen.be/iiif/ycNUmQFWRBFFN7UlBqEg5GXU/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/ycNUmQFWRBFFN7UlBqEg5GXU,DAMS Image,lhph,Foto
