ResourceID,brocade.id,card,order,Acquisition Number,Acquisition Number Type,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.id_mat,mpm_place_holder,Plaatsingsnummer,adm.uuid_mat,adm.acquiredVia,adm.isadPartOf,Volgnummer,Source Note,Warehouse Location (begin),Warehouse Location (end),Source Note Type,Source Note Language,Object Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
aff6f680-dc07-5183-9158-2abe43ad6ad2,tg:lhph:23456_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhph:23456_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/aff6f680-dc07-5183-9158-2abe43ad6ad2,object identifier,,,,,,,,,,
aff6f680-dc07-5183-9158-2abe43ad6ad2,tg:lhph:23456_#1,e22_AcquisitionNumbers,1,58825/9,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aff6f680-dc07-5183-9158-2abe43ad6ad2,tg:lhph:23456_#1,e22_Acquisitions,1,,,tr:lh:2896,"dlod={""name"":""Schenking van A (Dhr.) Martens"",""ark"":""ark:/24970/x0/cccf7bf2-f64d-5441-8510-8daf3608d25e"",""uri"":""/repositories/11/accessions/309875"",""id"":""tr:lh:2896"",""date"":""1958-01-14"",""granter"":""A. (Dhr.) Martens"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/cccf7bf2-f64d-5441-8510-8daf3608d25e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aff6f680-dc07-5183-9158-2abe43ad6ad2,tg:lhph:23456_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatph,117 x 178,,,,,,,,,,"117 x 178 - height, width, kenmerken.lhformatph",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aff6f680-dc07-5183-9158-2abe43ad6ad2,tg:lhph:23456_#1,e22_Dimensions,,,,,,,kenmerken.lhformatph,,,,,,,,117,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aff6f680-dc07-5183-9158-2abe43ad6ad2,tg:lhph:23456_#1,e22_Dimensions,,,,,,,kenmerken.lhformatph,,,,,,,,178,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aff6f680-dc07-5183-9158-2abe43ad6ad2,tg:lhph:23456_#1,e22_Items,1,,,,,,,,,,,,,,,,,,lhph,tg:lhph:23456_#1,58825/9,I 405 / P,aff6f680-dc07-5183-9158-2abe43ad6ad2,tr:lh:2896,,,,,,,,,,,,,,,,,,,,,,,
aff6f680-dc07-5183-9158-2abe43ad6ad2,tg:lhph:23456_#1,e22_ObjectTypes,1,,,,,,kenmerken.lhtypeph,ZP,,,,,,,,,,,,,,,,,,,,,,,,black-and-white photographs,,,,,,,,,,,,,,,
aff6f680-dc07-5183-9158-2abe43ad6ad2,tg:lhph:23456_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1953.0,permission required,,,,,,,,
aff6f680-dc07-5183-9158-2abe43ad6ad2,tg:lhph:23456_#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O1mAlQZIaUcGLRSgUGkyD8d4,lhph,https://dams.antwerpen.be/iiif/O1mAlQZIaUcGLRSgUGkyD8d4/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/O1mAlQZIaUcGLRSgUGkyD8d4,DAMS Image,lhph,Foto
