ResourceID,brocade.id,card,order,Acquisition Number,Acquisition Number Type,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.id_mat,mpm_place_holder,Plaatsingsnummer,adm.uuid_mat,adm.acquiredVia,adm.isadPartOf,Volgnummer,Source Note,Warehouse Location (begin),Warehouse Location (end),Source Note Type,Source Note Language,Object Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
c6d58a21-3e0a-58d4-89e8-6467f7378707,tg:lhph:25583_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhph:25583_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/c6d58a21-3e0a-58d4-89e8-6467f7378707,object identifier,,,,,,,,,,
c6d58a21-3e0a-58d4-89e8-6467f7378707,tg:lhph:25583_#1,e22_AcquisitionNumbers,1,74463/131,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c6d58a21-3e0a-58d4-89e8-6467f7378707,tg:lhph:25583_#1,e22_Acquisitions,1,,,tr:lh:3898,"dlod={""name"":""Archief van Emiel Hullebroeck"",""ark"":""ark:/24970/x0/33a8b4a0-44d7-5890-94e4-64d257413dc9"",""uri"":""/repositories/11/accessions/417089"",""id"":""tr:lh:3898"",""date"":""1966-08-23"",""granter"":""Sabam"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/33a8b4a0-44d7-5890-94e4-64d257413dc9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c6d58a21-3e0a-58d4-89e8-6467f7378707,tg:lhph:25583_#1,e22_Archives,1,,,,,,,,,,,isad:lh:93232,"dlod={""name"":""Foto's (verzameling)"",""ark"":""ark:/24970/x0/6bccbaec-d332-529f-b39a-d991a969fbb0"",""uri"":""/repositories/11/archival_objects/9975827"",""id"":""isad:lh:93232"",""nameWithContext"":[""Verzamelingen"",""Foto's""],""resourceName"":""Archief van Emiel Hullebroeck"",""resourceArk"":""ark:/24970/x0/da6ebc41-7fd4-5b05-8d64-bf8864c860d4"",""resourceURI"":""/repositories/11/resources/113209"",""resourceID"":""isad:lh:1058"",""capacity"":""Foto's (verzameling)"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/6bccbaec-d332-529f-b39a-d991a969fbb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c6d58a21-3e0a-58d4-89e8-6467f7378707,tg:lhph:25583_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatph,180 x 132,,,,,,,,,,"180 x 132 - height, width, kenmerken.lhformatph",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c6d58a21-3e0a-58d4-89e8-6467f7378707,tg:lhph:25583_#1,e22_Dimensions,,,,,,,kenmerken.lhformatph,,,,,,,,180,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c6d58a21-3e0a-58d4-89e8-6467f7378707,tg:lhph:25583_#1,e22_Dimensions,,,,,,,kenmerken.lhformatph,,,,,,,,132,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c6d58a21-3e0a-58d4-89e8-6467f7378707,tg:lhph:25583_#1,e22_Items,1,,,,,,,,,,,,,,,,,,lhph,tg:lhph:25583_#1,74463/131,V 3484 / P,c6d58a21-3e0a-58d4-89e8-6467f7378707,tr:lh:3898,isad:lh:93232,,,,,,,,,,,,,,,,,,,,,,
c6d58a21-3e0a-58d4-89e8-6467f7378707,tg:lhph:25583_#1,e22_ObjectTypes,1,,,,,,kenmerken.lhtypeph,ZP,,,,,,,,,,,,,,,,,,,,,,,,black-and-white photographs,,,,,,,,,,,,,,,
c6d58a21-3e0a-58d4-89e8-6467f7378707,tg:lhph:25583_#1,e22_UsageRestrictions,,,,,,,default_restriction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,permission required,,,,,,,,
c6d58a21-3e0a-58d4-89e8-6467f7378707,tg:lhph:25583_#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PaVaUvMEaMjwOckTj5UcDL3F,lhph,https://dams.antwerpen.be/iiif/PaVaUvMEaMjwOckTj5UcDL3F/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/PaVaUvMEaMjwOckTj5UcDL3F,DAMS Image,lhph,Foto
