ResourceID,brocade.id,card,order,Acquisition Number,Acquisition Number Type,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.id_mat,mpm_place_holder,Plaatsingsnummer,adm.uuid_mat,adm.acquiredVia,adm.isadPartOf,Volgnummer,Source Note,Warehouse Location (begin),Warehouse Location (end),Source Note Type,Source Note Language,Object Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
3ca74749-d589-5ada-bda3-55041206e875,tg:lhph:33122_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhph:33122_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/3ca74749-d589-5ada-bda3-55041206e875,object identifier,,,,,,,,,,
3ca74749-d589-5ada-bda3-55041206e875,tg:lhph:33122_#1,e22_AcquisitionNumbers,1,173203/7,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3ca74749-d589-5ada-bda3-55041206e875,tg:lhph:33122_#1,e22_Acquisitions,1,,,tr:lh:6940,"dlod={""name"":""Schenking van Kunsthandel De Roos"",""ark"":""ark:/24970/x0/fbf10e69-611a-5da3-8b5f-fb668aca39b7"",""uri"":""/repositories/11/accessions/742583"",""id"":""tr:lh:6940"",""date"":""1990-08-30"",""granter"":""Kunsthandel De Roos"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/fbf10e69-611a-5da3-8b5f-fb668aca39b7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3ca74749-d589-5ada-bda3-55041206e875,tg:lhph:33122_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatph,54 x 53,,,,,,,,,,"54 x 53 - height, width, kenmerken.lhformatph",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3ca74749-d589-5ada-bda3-55041206e875,tg:lhph:33122_#1,e22_Dimensions,,,,,,,kenmerken.lhformatph,,,,,,,,54,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3ca74749-d589-5ada-bda3-55041206e875,tg:lhph:33122_#1,e22_Dimensions,,,,,,,kenmerken.lhformatph,,,,,,,,53,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3ca74749-d589-5ada-bda3-55041206e875,tg:lhph:33122_#1,e22_Items,1,,,,,,,,,,,,,,,,,,lhph,tg:lhph:33122_#1,173203/7,VV 175 / P,3ca74749-d589-5ada-bda3-55041206e875,tr:lh:6940,,,,,,,,,,,,,,,,,,,,,,,
3ca74749-d589-5ada-bda3-55041206e875,tg:lhph:33122_#1,e22_ObjectTypes,1,,,,,,kenmerken.lhtypeph,ZP,,,,,,,,,,,,,,,,,,,,,,,,black-and-white photographs,,,,,,,,,,,,,,,
3ca74749-d589-5ada-bda3-55041206e875,tg:lhph:33122_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1960.0,permission required,,,,,,,,
3ca74749-d589-5ada-bda3-55041206e875,tg:lhph:33122_#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e26RagGPKAbahRbqOWo1VQhE,lhph,https://dams.antwerpen.be/iiif/e26RagGPKAbahRbqOWo1VQhE/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/e26RagGPKAbahRbqOWo1VQhE,DAMS Image,lhph,Foto
