ResourceID,brocade.id,card,order,Acquisition Number,Acquisition Number Type,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.id_mat,mpm_place_holder,Plaatsingsnummer,adm.uuid_mat,adm.acquiredVia,adm.isadPartOf,Volgnummer,Source Note,Warehouse Location (begin),Warehouse Location (end),Source Note Type,Source Note Language,Object Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
b75fe0c3-c43a-5ec7-bf44-13af3dc54516,tg:lhph:8926_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhph:8926_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/b75fe0c3-c43a-5ec7-bf44-13af3dc54516,object identifier,,,,,,,,,,
b75fe0c3-c43a-5ec7-bf44-13af3dc54516,tg:lhph:8926_#1,e22_AcquisitionNumbers,1,57270/19b,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b75fe0c3-c43a-5ec7-bf44-13af3dc54516,tg:lhph:8926_#1,e22_Acquisitions,1,,,tr:lh:2857,"dlod={""name"":""Archief van Andreas de Weerdt"",""ark"":""ark:/24970/x0/cbeb5691-3fe2-5f71-97de-df463d58be7d"",""uri"":""/repositories/11/accessions/305702"",""id"":""tr:lh:2857"",""date"":""1957-06-12"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/cbeb5691-3fe2-5f71-97de-df463d58be7d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b75fe0c3-c43a-5ec7-bf44-13af3dc54516,tg:lhph:8926_#1,e22_Archives,1,,,,,,,,,,,isad:lh:93883,"dlod={""name"":""Foto's (verzameling)"",""ark"":""ark:/24970/x0/0a1b901c-446a-5a97-ba05-a2fb508b88d3"",""uri"":""/repositories/11/archival_objects/10045484"",""id"":""isad:lh:93883"",""nameWithContext"":[""Verzamelingen"",""Foto's""],""resourceName"":""Archief van Andreas de Weerdt"",""resourceArk"":""ark:/24970/x0/3a5fd13d-cb89-5db0-9ae1-9cb966be5ef3"",""resourceURI"":""/repositories/11/resources/610866"",""resourceID"":""isad:lh:5709"",""capacity"":""Foto's (verzameling)"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/0a1b901c-446a-5a97-ba05-a2fb508b88d3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b75fe0c3-c43a-5ec7-bf44-13af3dc54516,tg:lhph:8926_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatph,135 x 84,,,,,,,,,,"135 x 84 - height, width, kenmerken.lhformatph",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b75fe0c3-c43a-5ec7-bf44-13af3dc54516,tg:lhph:8926_#1,e22_Dimensions,,,,,,,kenmerken.lhformatph,,,,,,,,135,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b75fe0c3-c43a-5ec7-bf44-13af3dc54516,tg:lhph:8926_#1,e22_Dimensions,,,,,,,kenmerken.lhformatph,,,,,,,,84,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b75fe0c3-c43a-5ec7-bf44-13af3dc54516,tg:lhph:8926_#1,e22_Items,1,,,,,,,,,,,,,,,,,,lhph,tg:lhph:8926_#1,57270/19b,S 3572 / P,b75fe0c3-c43a-5ec7-bf44-13af3dc54516,tr:lh:2857,isad:lh:93883,,,,,,,,,,,,,,,,,,,,,,
b75fe0c3-c43a-5ec7-bf44-13af3dc54516,tg:lhph:8926_#1,e22_ObjectTypes,1,,,,,,kenmerken.lhtypeph,ZP,,,,,,,,,,,,,,,,,,,,,,,,black-and-white photographs,,,,,,,,,,,,,,,
b75fe0c3-c43a-5ec7-bf44-13af3dc54516,tg:lhph:8926_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1925.0,permission required,,,,,,,,
b75fe0c3-c43a-5ec7-bf44-13af3dc54516,tg:lhph:8926_#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y2mNsVdLgcMNBCtoIRxPqhfQ,lhph,https://dams.antwerpen.be/iiif/y2mNsVdLgcMNBCtoIRxPqhfQ/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/y2mNsVdLgcMNBCtoIRxPqhfQ,DAMS Image,lhph,Foto
